# Y/D TKE
-4.0000 0.4357
-3.9213 0.4895
-3.8425 0.5343
-3.7638 0.5205
-3.6850 0.4594
-3.6063 0.3871
-3.5276 0.3423
-3.4488 0.3232
-3.3701 0.2956
-3.2913 0.2763
-3.2126 0.2747
-3.1339 0.2825
-3.0551 0.2837
-2.9764 0.2777
-2.8976 0.2763
-2.8189 0.2683
-2.7402 0.2599
-2.6614 0.2563
-2.5827 0.2418
-2.5039 0.2236
-2.4252 0.2220
-2.3465 0.2258
-2.2677 0.2033
-2.1890 0.1760
-2.1102 0.1675
-2.0315 0.1648
-1.9528 0.1484
-1.8740 0.1372
-1.7953 0.1377
-1.7165 0.1458
-1.6378 0.1486
-1.5591 0.1539
-1.4803 0.1781
-1.4016 0.2146
-1.3228 0.2582
-1.2441 0.2598
-1.1654 0.2245
-1.0866 0.1865
-1.0079 0.1710
-0.9291 0.1650
-0.8504 0.1615
-0.7717 0.1646
-0.6929 0.1693
-0.6142 0.1761
-0.5354 0.1966
-0.4567 0.2216
-0.3780 0.2562
-0.2992 0.2974
-0.2205 0.3260
-0.1417 0.3683
-0.0630 0.4406
0.0157 0.5211
0.0945 0.5633
0.1732 0.5897
0.2520 0.6066
0.3307 0.6221
0.4094 0.6291
0.4882 0.6016
0.5669 0.5520
0.6457 0.5209
0.7244 0.4860
0.8031 0.4773
0.8819 0.5091
0.9606 0.5517
1.0394 0.5686
1.1181 0.5588
1.1969 0.5315
1.2756 0.4836
1.3543 0.4518
1.4331 0.4553
1.5118 0.4537
1.5906 0.4374
1.6693 0.4076
1.7480 0.3602
1.8268 0.3065
1.9055 0.2757
1.9843 0.2538
2.0630 0.2322
2.1417 0.2254
2.2205 0.2276
2.2992 0.2239
2.3780 0.2151
2.4567 0.2195
2.5354 0.2214
2.6142 0.2208
2.6929 0.2186
2.7717 0.2063
2.8504 0.2021
2.9291 0.2007
3.0079 0.1931
3.0866 0.1918
3.1654 0.1975
3.2441 0.1959
3.3228 0.1822
3.4016 0.1688
3.4803 0.1585
3.5591 0.1519
3.6378 0.1509
3.7165 0.1550
3.7953 0.1482
3.8740 0.1424
3.9528 0.1511
