# Y/D TKE
-4.0000 0.4130
-3.9213 0.4343
-3.8425 0.4375
-3.7638 0.3955
-3.6850 0.3541
-3.6063 0.3279
-3.5276 0.3007
-3.4488 0.3035
-3.3701 0.2916
-3.2913 0.2736
-3.2126 0.2756
-3.1339 0.2821
-3.0551 0.2813
-2.9764 0.2758
-2.8976 0.2800
-2.8189 0.2923
-2.7402 0.2819
-2.6614 0.2451
-2.5827 0.2130
-2.5039 0.2041
-2.4252 0.2136
-2.3465 0.2084
-2.2677 0.1940
-2.1890 0.1804
-2.1102 0.1651
-2.0315 0.1487
-1.9528 0.1347
-1.8740 0.1364
-1.7953 0.1475
-1.7165 0.1624
-1.6378 0.1940
-1.5591 0.2058
-1.4803 0.1955
-1.4016 0.1914
-1.3228 0.1931
-1.2441 0.1878
-1.1654 0.1783
-1.0866 0.1679
-1.0079 0.1608
-0.9291 0.1715
-0.8504 0.1833
-0.7717 0.1988
-0.6929 0.2528
-0.6142 0.2975
-0.5354 0.3480
-0.4567 0.4214
-0.3780 0.4703
-0.2992 0.5218
-0.2205 0.5883
-0.1417 0.6760
-0.0630 0.7189
0.0157 0.7165
0.0945 0.7243
0.1732 0.7003
0.2520 0.6468
0.3307 0.5845
0.4094 0.5432
0.4882 0.5459
0.5669 0.5753
0.6457 0.6112
0.7244 0.6759
0.8031 0.7294
0.8819 0.7070
0.9606 0.6432
1.0394 0.5758
1.1181 0.5264
1.1969 0.5110
1.2756 0.4700
1.3543 0.4090
1.4331 0.3225
1.5118 0.2576
1.5906 0.2110
1.6693 0.1690
1.7480 0.1508
1.8268 0.1574
1.9055 0.1671
1.9843 0.1773
2.0630 0.1941
2.1417 0.2103
2.2205 0.2178
2.2992 0.2027
2.3780 0.1772
2.4567 0.1517
2.5354 0.1319
2.6142 0.1343
2.6929 0.1470
2.7717 0.1593
2.8504 0.1587
2.9291 0.1488
3.0079 0.1458
3.0866 0.1414
3.1654 0.1387
3.2441 0.1471
3.3228 0.1557
3.4016 0.1648
3.4803 0.1593
3.5591 0.1511
3.6378 0.1644
3.7165 0.1864
3.7953 0.1980
3.8740 0.1982
3.9528 0.2054
