# Y/D TKE
-4.0000 0.2254
-3.9213 0.2379
-3.8425 0.2733
-3.7638 0.2897
-3.6850 0.3159
-3.6063 0.3284
-3.5276 0.3145
-3.4488 0.3004
-3.3701 0.2809
-3.2913 0.2728
-3.2126 0.2739
-3.1339 0.2708
-3.0551 0.2711
-2.9764 0.2621
-2.8976 0.2550
-2.8189 0.2691
-2.7402 0.3082
-2.6614 0.3373
-2.5827 0.3350
-2.5039 0.3047
-2.4252 0.2615
-2.3465 0.2302
-2.2677 0.2050
-2.1890 0.1876
-2.1102 0.1861
-2.0315 0.1757
-1.9528 0.1703
-1.8740 0.1772
-1.7953 0.1825
-1.7165 0.1795
-1.6378 0.1940
-1.5591 0.1995
-1.4803 0.1865
-1.4016 0.1981
-1.3228 0.2248
-1.2441 0.2493
-1.1654 0.2904
-1.0866 0.3543
-1.0079 0.3724
-0.9291 0.3410
-0.8504 0.2804
-0.7717 0.2324
-0.6929 0.2155
-0.6142 0.2026
-0.5354 0.1929
-0.4567 0.1935
-0.3780 0.1982
-0.2992 0.1993
-0.2205 0.2055
-0.1417 0.2230
-0.0630 0.2404
0.0157 0.2562
0.0945 0.2820
0.1732 0.3248
0.2520 0.3910
0.3307 0.4648
0.4094 0.5204
0.4882 0.5647
0.5669 0.5966
0.6457 0.6351
0.7244 0.6718
0.8031 0.6604
0.8819 0.5926
0.9606 0.5131
1.0394 0.4747
1.1181 0.4730
1.1969 0.4662
1.2756 0.4329
1.3543 0.4112
1.4331 0.3933
1.5118 0.3669
1.5906 0.3469
1.6693 0.3329
1.7480 0.3359
1.8268 0.3477
1.9055 0.3461
1.9843 0.3269
2.0630 0.3023
2.1417 0.2822
2.2205 0.2657
2.2992 0.2459
2.3780 0.2291
2.4567 0.2245
2.5354 0.2284
2.6142 0.2334
2.6929 0.2373
2.7717 0.2452
2.8504 0.2479
2.9291 0.2453
3.0079 0.2494
3.0866 0.2691
3.1654 0.2842
3.2441 0.2876
3.3228 0.2913
3.4016 0.3049
3.4803 0.3169
3.5591 0.3355
3.6378 0.3517
3.7165 0.3449
3.7953 0.3058
3.8740 0.2760
3.9528 0.2742
