# Y/D TKE
-4.0000 0.2029
-3.9213 0.2202
-3.8425 0.2687
-3.7638 0.2862
-3.6850 0.2880
-3.6063 0.2852
-3.5276 0.2786
-3.4488 0.2704
-3.3701 0.2562
-3.2913 0.2570
-3.2126 0.2587
-3.1339 0.2662
-3.0551 0.2751
-2.9764 0.2710
-2.8976 0.2571
-2.8189 0.2635
-2.7402 0.3069
-2.6614 0.3319
-2.5827 0.3201
-2.5039 0.3018
-2.4252 0.2772
-2.3465 0.2422
-2.2677 0.2075
-2.1890 0.1872
-2.1102 0.1784
-2.0315 0.1708
-1.9528 0.1599
-1.8740 0.1580
-1.7953 0.1632
-1.7165 0.1794
-1.6378 0.1992
-1.5591 0.2073
-1.4803 0.2100
-1.4016 0.2086
-1.3228 0.2192
-1.2441 0.2361
-1.1654 0.2590
-1.0866 0.3131
-1.0079 0.3515
-0.9291 0.3413
-0.8504 0.3065
-0.7717 0.2669
-0.6929 0.2377
-0.6142 0.2171
-0.5354 0.2083
-0.4567 0.2128
-0.3780 0.2157
-0.2992 0.2231
-0.2205 0.2352
-0.1417 0.2339
-0.0630 0.2231
0.0157 0.2252
0.0945 0.2471
0.1732 0.2892
0.2520 0.3577
0.3307 0.4139
0.4094 0.4459
0.4882 0.4812
0.5669 0.5023
0.6457 0.5193
0.7244 0.5370
0.8031 0.5673
0.8819 0.5810
0.9606 0.5565
1.0394 0.5145
1.1181 0.4813
1.1969 0.4507
1.2756 0.4327
1.3543 0.4099
1.4331 0.3852
1.5118 0.3706
1.5906 0.3622
1.6693 0.3503
1.7480 0.3205
1.8268 0.3006
1.9055 0.2934
1.9843 0.2958
2.0630 0.3019
2.1417 0.2936
2.2205 0.2741
2.2992 0.2508
2.3780 0.2351
2.4567 0.2208
2.5354 0.2138
2.6142 0.2101
2.6929 0.2065
2.7717 0.2193
2.8504 0.2332
2.9291 0.2470
3.0079 0.2791
3.0866 0.3172
3.1654 0.3394
3.2441 0.3478
3.3228 0.3492
3.4016 0.3609
3.4803 0.4011
3.5591 0.4445
3.6378 0.4398
3.7165 0.4097
3.7953 0.3816
3.8740 0.3534
3.9528 0.3233
