# Y/D TKE
-4.0000 0.1751
-3.9213 0.2081
-3.8425 0.2291
-3.7638 0.2268
-3.6850 0.2278
-3.6063 0.2375
-3.5276 0.2481
-3.4488 0.2520
-3.3701 0.2572
-3.2913 0.2747
-3.2126 0.2892
-3.1339 0.2947
-3.0551 0.2860
-2.9764 0.2806
-2.8976 0.2766
-2.8189 0.2852
-2.7402 0.3006
-2.6614 0.2940
-2.5827 0.2719
-2.5039 0.2536
-2.4252 0.2417
-2.3465 0.2299
-2.2677 0.2171
-2.1890 0.1924
-2.1102 0.1707
-2.0315 0.1528
-1.9528 0.1448
-1.8740 0.1453
-1.7953 0.1482
-1.7165 0.1652
-1.6378 0.1889
-1.5591 0.1972
-1.4803 0.2068
-1.4016 0.2277
-1.3228 0.2319
-1.2441 0.2189
-1.1654 0.2084
-1.0866 0.2111
-1.0079 0.2182
-0.9291 0.2315
-0.8504 0.2372
-0.7717 0.2394
-0.6929 0.2398
-0.6142 0.2346
-0.5354 0.2124
-0.4567 0.1929
-0.3780 0.1868
-0.2992 0.1775
-0.2205 0.1733
-0.1417 0.1731
-0.0630 0.1761
0.0157 0.1826
0.0945 0.1976
0.1732 0.2209
0.2520 0.2522
0.3307 0.2991
0.4094 0.3299
0.4882 0.3320
0.5669 0.3315
0.6457 0.3380
0.7244 0.3455
0.8031 0.3518
0.8819 0.3973
0.9606 0.4619
1.0394 0.5055
1.1181 0.5174
1.1969 0.5129
1.2756 0.4971
1.3543 0.4965
1.4331 0.4887
1.5118 0.4678
1.5906 0.4438
1.6693 0.4118
1.7480 0.3730
1.8268 0.3329
1.9055 0.3047
1.9843 0.2886
2.0630 0.2916
2.1417 0.3024
2.2205 0.3045
2.2992 0.2797
2.3780 0.2404
2.4567 0.2144
2.5354 0.2032
2.6142 0.2068
2.6929 0.2125
2.7717 0.2051
2.8504 0.1952
2.9291 0.2008
3.0079 0.2223
3.0866 0.2429
3.1654 0.2737
3.2441 0.3151
3.3228 0.3632
3.4016 0.3954
3.4803 0.3977
3.5591 0.4120
3.6378 0.4420
3.7165 0.4935
3.7953 0.5034
3.8740 0.4705
3.9528 0.4498
