# Y/D TKE
-4.0000 0.3185
-3.9213 0.3271
-3.8425 0.3386
-3.7638 0.3547
-3.6850 0.3859
-3.6063 0.3984
-3.5276 0.3743
-3.4488 0.3244
-3.3701 0.2774
-3.2913 0.2570
-3.2126 0.2547
-3.1339 0.2614
-3.0551 0.2718
-2.9764 0.2923
-2.8976 0.3084
-2.8189 0.2928
-2.7402 0.2755
-2.6614 0.2791
-2.5827 0.2798
-2.5039 0.2517
-2.4252 0.2214
-2.3465 0.2044
-2.2677 0.1987
-2.1890 0.2011
-2.1102 0.1854
-2.0315 0.1726
-1.9528 0.1775
-1.8740 0.1917
-1.7953 0.1876
-1.7165 0.1751
-1.6378 0.1721
-1.5591 0.1716
-1.4803 0.1774
-1.4016 0.1943
-1.3228 0.2256
-1.2441 0.2521
-1.1654 0.2816
-1.0866 0.3133
-1.0079 0.3031
-0.9291 0.2661
-0.8504 0.2322
-0.7717 0.1977
-0.6929 0.1741
-0.6142 0.1700
-0.5354 0.1657
-0.4567 0.1618
-0.3780 0.1738
-0.2992 0.1874
-0.2205 0.2114
-0.1417 0.2524
-0.0630 0.3031
0.0157 0.3701
0.0945 0.4380
0.1732 0.4794
0.2520 0.5246
0.3307 0.5833
0.4094 0.6340
0.4882 0.6714
0.5669 0.7119
0.6457 0.7125
0.7244 0.6599
0.8031 0.5965
0.8819 0.5568
0.9606 0.5383
1.0394 0.5008
1.1181 0.4601
1.1969 0.4183
1.2756 0.3864
1.3543 0.3738
1.4331 0.3641
1.5118 0.3498
1.5906 0.3368
1.6693 0.3316
1.7480 0.3225
1.8268 0.3095
1.9055 0.3000
1.9843 0.2864
2.0630 0.2788
2.1417 0.2801
2.2205 0.2704
2.2992 0.2555
2.3780 0.2483
2.4567 0.2361
2.5354 0.2265
2.6142 0.2238
2.6929 0.2176
2.7717 0.2124
2.8504 0.2125
2.9291 0.2106
3.0079 0.2207
3.0866 0.2401
3.1654 0.2599
3.2441 0.2707
3.3228 0.2839
3.4016 0.3051
3.4803 0.2937
3.5591 0.2756
3.6378 0.2624
3.7165 0.2844
3.7953 0.2867
3.8740 0.2567
3.9528 0.2138
