# Y/D TKE
-4.0000 0.1789
-3.9213 0.2029
-3.8425 0.2100
-3.7638 0.2178
-3.6850 0.2244
-3.6063 0.2317
-3.5276 0.2392
-3.4488 0.2495
-3.3701 0.2643
-3.2913 0.2715
-3.2126 0.2774
-3.1339 0.2758
-3.0551 0.2720
-2.9764 0.2823
-2.8976 0.3030
-2.8189 0.3284
-2.7402 0.3394
-2.6614 0.3237
-2.5827 0.2738
-2.5039 0.2389
-2.4252 0.2300
-2.3465 0.2222
-2.2677 0.2083
-2.1890 0.1875
-2.1102 0.1627
-2.0315 0.1490
-1.9528 0.1405
-1.8740 0.1385
-1.7953 0.1485
-1.7165 0.1757
-1.6378 0.1912
-1.5591 0.1978
-1.4803 0.2037
-1.4016 0.2161
-1.3228 0.2314
-1.2441 0.2370
-1.1654 0.2263
-1.0866 0.2182
-1.0079 0.2111
-0.9291 0.2128
-0.8504 0.2182
-0.7717 0.2236
-0.6929 0.2240
-0.6142 0.2313
-0.5354 0.2278
-0.4567 0.2101
-0.3780 0.1994
-0.2992 0.1943
-0.2205 0.1865
-0.1417 0.1732
-0.0630 0.1728
0.0157 0.1796
0.0945 0.1902
0.1732 0.2114
0.2520 0.2394
0.3307 0.2653
0.4094 0.2816
0.4882 0.2938
0.5669 0.3027
0.6457 0.3106
0.7244 0.3161
0.8031 0.3172
0.8819 0.3302
0.9606 0.3860
1.0394 0.4567
1.1181 0.4731
1.1969 0.4481
1.2756 0.4600
1.3543 0.4896
1.4331 0.4932
1.5118 0.4649
1.5906 0.4334
1.6693 0.4322
1.7480 0.4165
1.8268 0.3748
1.9055 0.3378
1.9843 0.3196
2.0630 0.2991
2.1417 0.2764
2.2205 0.2691
2.2992 0.2806
2.3780 0.2883
2.4567 0.2647
2.5354 0.2210
2.6142 0.1933
2.6929 0.1932
2.7717 0.1986
2.8504 0.1987
2.9291 0.2059
3.0079 0.2186
3.0866 0.2234
3.1654 0.2301
3.2441 0.2667
3.3228 0.3142
3.4016 0.3615
3.4803 0.3930
3.5591 0.4051
3.6378 0.4217
3.7165 0.4622
3.7953 0.5475
3.8740 0.5964
3.9528 0.5825
