# Y/D TKE
-4.0000 0.3193
-3.9213 0.3415
-3.8425 0.3684
-3.7638 0.3762
-3.6850 0.3969
-3.6063 0.4070
-3.5276 0.4007
-3.4488 0.3550
-3.3701 0.2975
-3.2913 0.2589
-3.2126 0.2460
-3.1339 0.2628
-3.0551 0.2793
-2.9764 0.2787
-2.8976 0.2792
-2.8189 0.2690
-2.7402 0.2527
-2.6614 0.2609
-2.5827 0.2669
-2.5039 0.2520
-2.4252 0.2288
-2.3465 0.2137
-2.2677 0.2121
-2.1890 0.2074
-2.1102 0.1914
-2.0315 0.1758
-1.9528 0.1708
-1.8740 0.1691
-1.7953 0.1608
-1.7165 0.1519
-1.6378 0.1503
-1.5591 0.1609
-1.4803 0.1803
-1.4016 0.1978
-1.3228 0.2278
-1.2441 0.2609
-1.1654 0.2886
-1.0866 0.3031
-1.0079 0.2839
-0.9291 0.2363
-0.8504 0.1870
-0.7717 0.1573
-0.6929 0.1477
-0.6142 0.1525
-0.5354 0.1588
-0.4567 0.1670
-0.3780 0.1781
-0.2992 0.1902
-0.2205 0.2223
-0.1417 0.2812
-0.0630 0.3642
0.0157 0.4520
0.0945 0.5132
0.1732 0.5623
0.2520 0.6111
0.3307 0.6766
0.4094 0.7179
0.4882 0.7316
0.5669 0.7024
0.6457 0.6621
0.7244 0.6433
0.8031 0.5953
0.8819 0.5316
0.9606 0.4863
1.0394 0.4657
1.1181 0.4542
1.1969 0.4386
1.2756 0.4235
1.3543 0.4019
1.4331 0.3850
1.5118 0.3689
1.5906 0.3534
1.6693 0.3419
1.7480 0.3248
1.8268 0.3085
1.9055 0.3113
1.9843 0.3231
2.0630 0.3286
2.1417 0.3209
2.2205 0.2885
2.2992 0.2502
2.3780 0.2357
2.4567 0.2346
2.5354 0.2370
2.6142 0.2320
2.6929 0.2257
2.7717 0.2324
2.8504 0.2316
2.9291 0.2260
3.0079 0.2366
3.0866 0.2687
3.1654 0.2987
3.2441 0.3194
3.3228 0.3432
3.4016 0.3203
3.4803 0.2682
3.5591 0.2514
3.6378 0.2652
3.7165 0.2527
3.7953 0.2169
3.8740 0.1803
3.9528 0.1585
