# Y/D U V W
-4.0000 6.2381 -0.0572 -0.1761
-3.9213 6.2451 -0.0700 -0.1738
-3.8425 6.2628 -0.0827 -0.1534
-3.7638 6.2846 -0.0949 -0.1226
-3.6850 6.2972 -0.1019 -0.1099
-3.6063 6.2973 -0.0926 -0.1070
-3.5276 6.2979 -0.0670 -0.1010
-3.4488 6.3054 -0.0422 -0.0718
-3.3701 6.3132 -0.0289 -0.0467
-3.2913 6.3183 -0.0172 -0.0347
-3.2126 6.3080 -0.0037 -0.0266
-3.1339 6.2946 0.0010 -0.0296
-3.0551 6.2840 0.0017 -0.0511
-2.9764 6.2904 0.0115 -0.0846
-2.8976 6.3074 0.0297 -0.1046
-2.8189 6.3150 0.0440 -0.1103
-2.7402 6.3158 0.0524 -0.1029
-2.6614 6.3319 0.0669 -0.0918
-2.5827 6.3764 0.0853 -0.0838
-2.5039 6.4139 0.0989 -0.0660
-2.4252 6.4133 0.1131 -0.0505
-2.3465 6.3956 0.1337 -0.0561
-2.2677 6.3823 0.1535 -0.0717
-2.1890 6.3778 0.1598 -0.0953
-2.1102 6.3835 0.1538 -0.1289
-2.0315 6.4038 0.1434 -0.1583
-1.9528 6.4200 0.1351 -0.1753
-1.8740 6.4200 0.1344 -0.1773
-1.7953 6.4028 0.1440 -0.1495
-1.7165 6.3715 0.1620 -0.1097
-1.6378 6.3367 0.1827 -0.0903
-1.5591 6.3133 0.2008 -0.0809
-1.4803 6.2936 0.2108 -0.0748
-1.4016 6.2892 0.2151 -0.0813
-1.3228 6.2903 0.2227 -0.0881
-1.2441 6.2838 0.2339 -0.0967
-1.1654 6.2825 0.2490 -0.1134
-1.0866 6.2978 0.2662 -0.1200
-1.0079 6.3356 0.2766 -0.1155
-0.9291 6.3695 0.2795 -0.1074
-0.8504 6.3581 0.2798 -0.1087
-0.7717 6.3210 0.2856 -0.1072
-0.6929 6.2886 0.3029 -0.0927
-0.6142 6.2659 0.3249 -0.0841
-0.5354 6.2556 0.3479 -0.0859
-0.4567 6.2647 0.3739 -0.0912
-0.3780 6.2762 0.3962 -0.1010
-0.2992 6.2840 0.4120 -0.1227
-0.2205 6.2873 0.4288 -0.1524
-0.1417 6.2780 0.4430 -0.1740
-0.0630 6.2482 0.4445 -0.1829
0.0157 6.2034 0.4402 -0.1925
0.0945 6.1537 0.4345 -0.1907
0.1732 6.0916 0.4331 -0.1602
0.2520 6.0232 0.4463 -0.1322
0.3307 5.9841 0.4623 -0.1126
0.4094 5.9740 0.4689 -0.0912
0.4882 5.9639 0.4665 -0.0896
0.5669 5.9180 0.4585 -0.1107
0.6457 5.8417 0.4516 -0.1358
0.7244 5.7516 0.4505 -0.1478
0.8031 5.6667 0.4538 -0.1437
0.8819 5.5907 0.4564 -0.1043
0.9606 5.5057 0.4500 -0.0597
1.0394 5.4599 0.4309 -0.0523
1.1181 5.4518 0.4115 -0.0684
1.1969 5.4375 0.4082 -0.1004
1.2756 5.4288 0.4195 -0.1136
1.3543 5.4530 0.4309 -0.1028
1.4331 5.4630 0.4400 -0.0862
1.5118 5.4604 0.4625 -0.0484
1.5906 5.4314 0.5049 -0.0086
1.6693 5.3543 0.5503 -0.0062
1.7480 5.2813 0.5836 -0.0079
1.8268 5.2551 0.6010 -0.0019
1.9055 5.2709 0.6061 0.0081
1.9843 5.3079 0.6135 0.0125
2.0630 5.3528 0.6291 -0.0052
2.1417 5.4002 0.6418 -0.0352
2.2205 5.4606 0.6473 -0.0576
2.2992 5.5195 0.6547 -0.0851
2.3780 5.5655 0.6620 -0.1129
2.4567 5.6001 0.6640 -0.1243
2.5354 5.6282 0.6676 -0.1158
2.6142 5.6554 0.6718 -0.1037
2.6929 5.7038 0.6692 -0.1007
2.7717 5.7629 0.6649 -0.0977
2.8504 5.8217 0.6655 -0.0928
2.9291 5.8723 0.6632 -0.0927
3.0079 5.8829 0.6469 -0.0923
3.0866 5.8674 0.6213 -0.0821
3.1654 5.8738 0.6018 -0.0424
3.2441 5.8664 0.5907 0.0115
3.3228 5.8114 0.5801 0.0507
3.4016 5.7374 0.5651 0.0689
3.4803 5.6800 0.5509 0.0754
3.5591 5.6338 0.5405 0.0940
3.6378 5.5689 0.5334 0.1260
3.7165 5.4933 0.5451 0.1514
3.7953 5.4163 0.5869 0.1874
3.8740 5.3390 0.6404 0.2003
3.9528 5.3121 0.6697 0.1818
