# Y/D U V W
-4.0000 5.8261 -0.0664 0.0816
-3.9213 5.8627 -0.0378 0.0541
-3.8425 5.9224 -0.0213 0.0162
-3.7638 5.9309 -0.0102 -0.0187
-3.6850 5.9164 -0.0030 -0.0156
-3.6063 5.9503 -0.0021 0.0033
-3.5276 6.0214 -0.0101 0.0064
-3.4488 6.0981 -0.0285 -0.0082
-3.3701 6.1556 -0.0457 -0.0273
-3.2913 6.1720 -0.0516 -0.0480
-3.2126 6.1826 -0.0464 -0.0798
-3.1339 6.1901 -0.0336 -0.0957
-3.0551 6.2026 -0.0178 -0.0925
-2.9764 6.2372 -0.0031 -0.0795
-2.8976 6.2788 0.0145 -0.0643
-2.8189 6.3152 0.0369 -0.0676
-2.7402 6.3429 0.0528 -0.0840
-2.6614 6.3591 0.0649 -0.0920
-2.5827 6.3577 0.0833 -0.0943
-2.5039 6.3592 0.1043 -0.1029
-2.4252 6.3624 0.1295 -0.1178
-2.3465 6.3649 0.1559 -0.1354
-2.2677 6.3745 0.1685 -0.1522
-2.1890 6.3880 0.1672 -0.1732
-2.1102 6.3999 0.1647 -0.1959
-2.0315 6.4181 0.1638 -0.1960
-1.9528 6.4334 0.1692 -0.1713
-1.8740 6.4259 0.1942 -0.1540
-1.7953 6.4157 0.2282 -0.1511
-1.7165 6.4163 0.2508 -0.1565
-1.6378 6.4142 0.2638 -0.1655
-1.5591 6.4107 0.2769 -0.1766
-1.4803 6.3977 0.2814 -0.1660
-1.4016 6.3608 0.2705 -0.1463
-1.3228 6.3273 0.2603 -0.1316
-1.2441 6.3058 0.2628 -0.1079
-1.1654 6.2778 0.2757 -0.0810
-1.0866 6.2612 0.3000 -0.0794
-1.0079 6.2821 0.3347 -0.1125
-0.9291 6.3143 0.3693 -0.1593
-0.8504 6.3166 0.3955 -0.1860
-0.7717 6.3032 0.4132 -0.1924
-0.6929 6.2979 0.4212 -0.1810
-0.6142 6.3100 0.4223 -0.1554
-0.5354 6.3079 0.4204 -0.1398
-0.4567 6.2827 0.4134 -0.1510
-0.3780 6.2454 0.4047 -0.1838
-0.2992 6.1600 0.3976 -0.1964
-0.2205 6.0705 0.3927 -0.1654
-0.1417 6.0070 0.3979 -0.1307
-0.0630 5.9356 0.4128 -0.1163
0.0157 5.8298 0.4189 -0.1102
0.0945 5.7028 0.4105 -0.0794
0.1732 5.5901 0.4090 -0.0617
0.2520 5.5058 0.4286 -0.0416
0.3307 5.4195 0.4637 0.0030
0.4094 5.3173 0.5084 0.0701
0.4882 5.1973 0.5612 0.1188
0.5669 5.1152 0.6088 0.0928
0.6457 5.0830 0.6349 0.0189
0.7244 5.0901 0.6405 -0.0664
0.8031 5.0983 0.6390 -0.1368
0.8819 5.0921 0.6345 -0.1658
0.9606 5.0454 0.6089 -0.1329
1.0394 5.0207 0.5739 -0.0799
1.1181 5.0599 0.5570 -0.0617
1.1969 5.1050 0.5534 -0.0664
1.2756 5.1239 0.5618 -0.0950
1.3543 5.1282 0.5850 -0.1183
1.4331 5.1544 0.6059 -0.1504
1.5118 5.2678 0.6078 -0.2233
1.5906 5.4234 0.5974 -0.2981
1.6693 5.5432 0.5889 -0.3141
1.7480 5.5951 0.5824 -0.2603
1.8268 5.6171 0.5757 -0.1824
1.9055 5.6698 0.5690 -0.1376
1.9843 5.7577 0.5628 -0.1056
2.0630 5.8515 0.5650 -0.0754
2.1417 5.9331 0.5834 -0.0592
2.2205 5.9973 0.6147 -0.0667
2.2992 6.0584 0.6393 -0.0908
2.3780 6.0934 0.6422 -0.0885
2.4567 6.0746 0.6389 -0.0457
2.5354 6.0459 0.6527 0.0094
2.6142 6.0332 0.6833 0.0377
2.6929 6.0123 0.7119 0.0290
2.7717 5.9831 0.7284 0.0205
2.8504 5.9519 0.7320 0.0373
2.9291 5.9320 0.7251 0.0725
3.0079 5.9369 0.7172 0.1006
3.0866 5.9341 0.7087 0.0935
3.1654 5.9038 0.6993 0.0643
3.2441 5.8776 0.7040 0.0473
3.3228 5.8693 0.7258 0.0482
3.4016 5.8706 0.7502 0.0463
3.4803 5.8780 0.7704 0.0351
3.5591 5.9035 0.7836 0.0241
3.6378 5.9299 0.7788 0.0231
3.7165 5.9267 0.7520 0.0245
3.7953 5.9066 0.7227 0.0078
3.8740 5.8969 0.7092 -0.0219
3.9528 5.9045 0.7063 -0.0459
