# Y/D TKE
-4.0000 0.1946
-3.9213 0.2267
-3.8425 0.2669
-3.7638 0.2681
-3.6850 0.2675
-3.6063 0.2672
-3.5276 0.2606
-3.4488 0.2489
-3.3701 0.2377
-3.2913 0.2395
-3.2126 0.2595
-3.1339 0.2921
-3.0551 0.3021
-2.9764 0.2857
-2.8976 0.2642
-2.8189 0.2626
-2.7402 0.2868
-2.6614 0.3023
-2.5827 0.2947
-2.5039 0.2796
-2.4252 0.2673
-2.3465 0.2532
-2.2677 0.2219
-2.1890 0.1927
-2.1102 0.1777
-2.0315 0.1686
-1.9528 0.1572
-1.8740 0.1516
-1.7953 0.1540
-1.7165 0.1672
-1.6378 0.1916
-1.5591 0.2043
-1.4803 0.2196
-1.4016 0.2276
-1.3228 0.2206
-1.2441 0.2226
-1.1654 0.2286
-1.0866 0.2445
-1.0079 0.2709
-0.9291 0.2828
-0.8504 0.2773
-0.7717 0.2636
-0.6929 0.2486
-0.6142 0.2276
-0.5354 0.2085
-0.4567 0.2028
-0.3780 0.1992
-0.2992 0.1964
-0.2205 0.1972
-0.1417 0.1993
-0.0630 0.1978
0.0157 0.2009
0.0945 0.2209
0.1732 0.2572
0.2520 0.3166
0.3307 0.3703
0.4094 0.3906
0.4882 0.4006
0.5669 0.4053
0.6457 0.4060
0.7244 0.4097
0.8031 0.4417
0.8819 0.4808
0.9606 0.4989
1.0394 0.4938
1.1181 0.5152
1.1969 0.5255
1.2756 0.5025
1.3543 0.4659
1.4331 0.4325
1.5118 0.4012
1.5906 0.3736
1.6693 0.3478
1.7480 0.3322
1.8268 0.3281
1.9055 0.3145
1.9843 0.2973
2.0630 0.2938
2.1417 0.2902
2.2205 0.2713
2.2992 0.2501
2.3780 0.2343
2.4567 0.2215
2.5354 0.2146
2.6142 0.2138
2.6929 0.2067
2.7717 0.1918
2.8504 0.1984
2.9291 0.2159
3.0079 0.2312
3.0866 0.2634
3.1654 0.3095
3.2441 0.3449
3.3228 0.3632
3.4016 0.3779
3.4803 0.4024
3.5591 0.4290
3.6378 0.4586
3.7165 0.4574
3.7953 0.4535
3.8740 0.4550
3.9528 0.4634
