# name, x, y, type, yaw, hubheight, options
2019-WTW-4711-KP, 643783.390821, 4027510.359202, Summit_GE2.8-127, , ,
2019-WTW-7912-KP, 638530.555187, 4030610.819023, Summit_GE2.8-127, , ,
2019-WTW-4654-KP, 641724.242110, 4030603.285020, Summit_GE2.8-127, , ,
2019-WTW-4650-KP, 639794.706255, 4030635.811134, Summit_GE2.8-127, , ,
2019-WTW-4653-KP, 641314.488418, 4030638.527849, Summit_GE2.8-127, , ,
2019-WTW-4722-KP, 644226.975274, 4025657.288795, Summit_GE2.8-127, , ,
2019-WTW-4717-KP, 642230.912822, 4025670.906861, Summit_GE2.8-127, , ,
2019-WTW-4703-KP, 645793.907141, 4028042.983919, Summit_GE2.8-127, , ,
2019-WTW-4709-KP, 642965.369043, 4027428.242381, Summit_GE2.8-127, , ,
2019-WTW-4672-KP, 644154.802531, 4029911.505343, Summit_GE2.8-127, , ,
2019-WTW-4696-KP, 642514.984532, 4028712.337357, Summit_GE2.8-127, , ,
2019-WTW-4724-KP, 646247.346919, 4026321.879238, Summit_GE2.8-127, , ,
2019-WTW-7910-KP, 637401.036692, 4031331.039918, Summit_GE2.8-127, , ,
2019-WTW-4683-KP, 636235.526112, 4027734.995615, Summit_GE2.8-127, , ,
2019-WTW-4737-KP, 633734.559459, 4030915.512953, Summit_GE2.8-127, , ,
2019-WTW-4732-KP, 632834.785566, 4032606.990429, Summit_GE2.8-127, , ,
2019-WTW-4668-KP, 635372.783244, 4029680.476047, Summit_GE2.8-127, , ,
2019-WTW-4643-KP, 636725.875400, 4030884.817552, Summit_GE2.8-127, , ,
2019-WTW-4663-KP, 633391.635150, 4029680.119585, Summit_GE2.8-127, , ,
2019-WTW-7919-KP, 630600.974400, 4030811.276166, Summit_GE2.8-127, , ,
2019-WTW-4730-KP, 632100.730266, 4032340.094514, Summit_GE2.8-127, , ,
2019-WTW-7918-KP, 630219.179279, 4030853.788154, Summit_GE2.8-127, , ,
2019-WTW-4736-KP, 631381.802610, 4030531.054800, Summit_GE2.8-127, , ,
2019-WTW-4731-KP, 632447.540894, 4032611.258469, Summit_GE2.8-127, , ,
2019-WTW-4677-KP, 633862.671942, 4027716.636723, Summit_GE2.8-127, , ,
2019-WTW-4670-KP, 636163.364816, 4029716.068174, Summit_GE2.8-127, , ,
2019-WTW-4642-KP, 636203.833047, 4030883.352077, Summit_GE2.8-127, , ,
2019-WTW-4662-KP, 632855.967343, 4030071.445194, Summit_GE2.8-127, , ,
2019-WTW-7920-KP, 630971.891815, 4030717.464337, Summit_GE2.8-127, , ,
2019-WTW-4678-KP, 634173.247999, 4027950.019616, Summit_GE2.8-127, , ,
2019-WTW-7911-KP, 637771.124628, 4031203.549323, Summit_GE2.8-127, , ,
2019-WTW-4664-KP, 633779.843054, 4029622.198386, Summit_GE2.8-127, , ,
2019-WTW-4679-KP, 634558.867378, 4028023.688247, Summit_GE2.8-127, , ,
2019-WTW-4669-KP, 635763.500759, 4029681.047854, Summit_GE2.8-127, , ,
2019-WTW-4687-KP, 637579.297844, 4027992.031130, Summit_GE2.8-127, , ,
2019-WTW-4680-KP, 635058.422120, 4027677.168786, Summit_GE2.8-127, , ,
2019-WTW-4666-KP, 634591.131360, 4029687.703950, Summit_GE2.8-127, , ,
2019-WTW-4644-KP, 637073.450334, 4031057.869794, Summit_GE2.8-127, , ,
2019-WTW-4682-KP, 635847.604630, 4027767.849445, Summit_GE2.8-127, , ,
2019-WTW-7917-KP, 630974.933834, 4029657.192357, Summit_GE2.8-127, , ,
2019-WTW-4676-KP, 633470.804878, 4027651.336580, Summit_GE2.8-127, , ,
2019-WTW-4667-KP, 634980.309855, 4029700.533133, Summit_GE2.8-127, , ,
2019-WTW-4681-KP, 635451.505122, 4027710.048887, Summit_GE2.8-127, , ,
2019-WTW-4740-KP, 636720.230076, 4027948.355637, Summit_GE2.8-127, , ,
2019-WTW-4686-KP, 637134.037650, 4028138.983408, Summit_GE2.8-127, , ,
2019-WTW-4741-KP, 632536.636273, 4031039.217841, Summit_GE2.8-127, , ,
2019-WTW-4665-KP, 634191.867004, 4029665.859119, Summit_GE2.8-127, , ,
2019-WTW-4641-KP, 635811.679157, 4030971.948244, Summit_GE2.8-127, , ,
2019-WTW-4661-KP, 632452.218202, 4029581.918469, Summit_GE2.8-127, , ,
2019-WTW-4729-KP, 631731.778256, 4032084.697297, Summit_GE2.8-127, , ,
2018-WTW-4625-AF, 634722.616421, 4022063.157765, Summit_GE1.79-100, , ,
2018-WTW-15906-AF, 632673.809570, 4018892.155228, Summit_GE1.79-100, , ,
2018-WTW-4696-AF, 631181.883599, 4013280.309254, Summit_GE1.79-100, , ,
2018-WTW-4632-AF, 624314.241999, 4020510.563436, Summit_GE1.79-100, , ,
2018-WTW-4677-AF, 630739.021693, 4016060.402614, Summit_GE1.79-100, , ,
2018-WTW-4691-AF, 633552.349689, 4014779.999704, Summit_GE1.715-103, , ,
2018-WTW-4702-AF, 630726.272667, 4012388.474520, Summit_GE1.79-100, , ,
2018-WTW-4709-AF, 633269.221272, 4010842.246782, Summit_GE1.79-100, , ,
2018-WTW-4678-AF, 631140.111315, 4015865.835017, Summit_GE1.79-100, , ,
2018-WTW-4683-AF, 632183.251431, 4015285.240300, Summit_GE1.79-100, , ,
2018-WTW-4668-AF, 632162.861910, 4016850.970765, Summit_GE2.3-116, , ,
2018-WTW-4646-AF, 631530.591240, 4018237.322694, Summit_GE2.3-116, , ,
2018-WTW-4648-AF, 632693.664676, 4018086.132242, Summit_GE2.3-116, , ,
2018-WTW-4604-AF, 621465.853563, 4021936.469470, Summit_GE1.79-100, , ,
2018-WTW-4622-AF, 633503.605012, 4022140.850216, Summit_GE1.79-100, , ,
2018-WTW-4649-AF, 633167.077863, 4018362.225373, Summit_GE2.3-116, , ,
2018-WTW-4681-AF, 631169.143653, 4014899.958417, Summit_GE1.79-100, , ,
2018-WTW-4603-AF, 633140.767618, 4023021.942109, Summit_GE2.3-116, , ,
2018-WTW-4626-AF, 621878.052636, 4021510.091197, Summit_GE1.79-100, , ,
T1778, 632252.871762, 4024795.004132, Summit_GE2.3-116, , ,
2018-WTW-4620-AF, 632782.656335, 4022349.816976, Summit_GE1.79-100, , ,
2018-WTW-4701-AF, 634046.137248, 4013475.970312, Summit_GE1.79-100, , ,
2018-WTW-4698-AF, 631995.582919, 4013335.775591, Summit_GE1.79-100, , ,
T1782, 632072.712065, 4021561.057662, Summit_GE1.715-103, , ,
2018-WTW-4589-AF, 632934.779459, 4023998.322360, Summit_GE2.3-116, , ,
2018-WTW-15905-AF, 633981.755238, 4017700.016547, Summit_GE2.3-116, , ,
2018-WTW-4657-AF, 633542.712493, 4017682.273261, Summit_GE1.79-100, , ,
2018-WTW-4593-AF, 621428.651960, 4022836.989440, Summit_GE2.3-116, , ,
2018-WTW-4595-AF, 623886.462951, 4022739.264802, Summit_GE1.79-100, , ,
2018-WTW-4711-AF, 625653.458518, 4014351.634251, Summit_GE1.79-100, , ,
2018-WTW-4591-AF, 622542.582664, 4023536.233401, Summit_GE1.79-100, , ,
2018-WTW-4679-AF, 631563.319002, 4015801.993283, Summit_GE1.79-100, , ,
2018-WTW-4616-AF, 630310.650663, 4021994.446085, Summit_GE2.3-116, , ,
2018-WTW-4640-AF, 632404.417812, 4019708.795183, Summit_GE1.79-100, , ,
2018-WTW-4682-AF, 631606.367075, 4014857.076998, Summit_GE1.79-100, , ,
T1794, 622564.276574, 4024420.722769, Summit_GE1.715-103, , ,
2018-WTW-4594-AF, 621800.794376, 4023105.940240, Summit_GE1.79-100, , ,
2018-WTW-4600-AF, 631088.991541, 4022886.170378, Summit_GE2.3-116, , ,
2018-WTW-4647-AF, 632419.865202, 4018383.314235, Summit_GE1.79-100, , ,
2018-WTW-4631-AF, 623001.293366, 4020688.358161, Summit_GE1.79-100, , ,
2018-WTW-4697-AF, 631536.460077, 4013633.174987, Summit_GE1.79-100, , ,
2018-WTW-4656-AF, 632999.799656, 4017426.289971, Summit_GE2.3-116, , ,
2018-WTW-4586-AF, 633091.309290, 4025395.805371, Summit_GE2.3-116, , ,
2018-WTW-4601-AF, 631487.329571, 4023262.131099, Summit_GE2.3-116, , ,
2018-WTW-4587-AF, 631887.529839, 4024056.339850, Summit_GE2.3-116, , ,
2018-WTW-15901-AF, 626053.683241, 4022198.294416, Summit_GE2.3-116, , ,
2018-WTW-4700-AF, 633729.271255, 4013347.488773, Summit_GE1.79-100, , ,
2018-WTW-4634-AF, 629469.577856, 4020843.336393, Summit_GE2.3-116, , ,
2018-WTW-4602-AF, 632800.982445, 4023164.085754, Summit_GE2.3-116, , ,
2018-WTW-4670-AF, 633874.462451, 4016787.511255, Summit_GE2.3-116, , ,
2018-WTW-4617-AF, 630632.329881, 4022058.977690, Summit_GE2.3-116, , ,
2018-WTW-4608-AF, 624840.479962, 4022358.057430, Summit_GE1.79-100, , ,
2018-WTW-4613-AF, 627995.847430, 4022072.167480, Summit_GE2.3-116, , ,
2018-WTW-4611-AF, 626479.124194, 4021581.032628, Summit_GE1.79-100, , ,
2018-WTW-4585-AF, 632707.736448, 4025273.972375, Summit_GE2.3-116, , ,
2018-WTW-15902-AF, 629077.649038, 4022003.200920, Summit_GE2.3-116, , ,
2018-WTW-4598-AF, 627427.616779, 4022986.950150, Summit_GE2.3-116, , ,
2018-WTW-4605-AF, 621906.578601, 4022304.021236, Summit_GE2.3-116, , ,
2018-WTW-4641-AF, 632705.881967, 4019661.357964, Summit_GE1.79-100, , ,
2018-WTW-4630-AF, 622528.747319, 4020441.241890, Summit_GE1.79-100, , ,
2018-WTW-4624-AF, 634298.645627, 4022153.119489, Summit_GE1.79-100, , ,
2018-WTW-14356-AF, 622709.917096, 4021287.260368, Summit_GE1.79-100, , ,
2018-WTW-4606-AF, 623117.645116, 4022195.080071, Summit_GE1.79-100, , ,
2018-WTW-4708-AF, 632918.776987, 4010839.443193, Summit_GE1.79-100, , ,
2018-WTW-4693-AF, 634107.033620, 4014195.134663, Summit_GE1.79-100, , ,
2018-WTW-4675-AF, 630327.683393, 4016202.796189, Summit_GE1.79-100, , ,
2018-WTW-13366-AF, 624729.945707, 4017465.761423, Summit_GE1.715-103, , ,
2018-WTW-15903-AF, 633904.582393, 4022434.855673, Summit_GE2.3-116, , ,
2018-WTW-4597-AF, 626376.488859, 4022889.022104, Summit_GE1.79-100, , ,
2018-WTW-4629-AF, 621904.868862, 4020476.395829, Summit_GE1.79-100, , ,
T1829, 632586.937965, 4023677.986722, Summit_GE1.715-103, , ,
2018-WTW-4628-AF, 621460.771029, 4020689.522416, Summit_GE1.79-100, , ,
2018-WTW-4599-AF, 630680.148452, 4023109.904360, Summit_GE2.3-116, , ,
2018-WTW-4695-AF, 630762.575528, 4013531.303646, Summit_GE1.79-100, , ,
2018-WTW-4654-AF, 631916.133195, 4017754.292880, Summit_GE2.3-116, , ,
2018-WTW-4687-AF, 631981.669726, 4014477.967969, Summit_GE1.79-100, , ,
2018-WTW-4636-AF, 630576.307268, 4021229.843186, Summit_GE2.3-116, , ,
2018-WTW-4596-AF, 624249.735012, 4023152.880125, Summit_GE1.79-100, , ,
2018-WTW-4692-AF, 633865.302077, 4014937.598796, Summit_GE1.79-100, , ,
2018-WTW-4644-AF, 633105.268629, 4019172.155708, Summit_GE1.79-100, , ,
T1839, 632039.851738, 4022463.751693, Summit_GE2.3-116, , ,
2018-WTW-4710-AF, 628347.487432, 4016116.638617, Summit_GE1.79-100, , ,
2018-WTW-4619-AF, 632445.588558, 4022442.085844, Summit_GE2.3-116, , ,
2018-WTW-4690-AF, 633174.503579, 4014476.287080, Summit_GE2.3-116, , ,
2018-WTW-4688-AF, 632454.313379, 4014547.842488, Summit_GE1.79-100, , ,
2018-WTW-4609-AF, 625632.466611, 4022341.973094, Summit_GE2.3-116, , ,
2018-WTW-4614-AF, 628299.681134, 4022415.290997, Summit_GE2.3-116, , ,
2018-WTW-4638-AF, 631878.998838, 4020968.040953, Summit_GE2.3-116, , ,
2018-WTW-4643-AF, 632220.372373, 4019062.994272, Summit_GE1.79-100, , ,
2018-WTW-4590-AF, 622233.982559, 4023467.969721, Summit_GE1.79-100, , ,
2018-WTW-4592-AF, 622931.953768, 4023744.011125, Summit_GE1.79-100, , ,
2018-WTW-4703-AF, 632941.250236, 4011704.911001, Summit_GE1.79-100, , ,
2018-WTW-4689-AF, 632842.987103, 4014055.574585, Summit_GE2.3-116, , ,
2018-WTW-4699-AF, 632393.038928, 4013254.269123, Summit_GE1.79-100, , ,
2018-WTW-4607-AF, 624542.047044, 4022154.828677, Summit_GE1.79-100, , ,
2018-WTW-4680-AF, 631978.962650, 4015781.219078, Summit_GE1.79-100, , ,
2018-WTW-15904-AF, 631127.266087, 4021440.424046, Summit_GE2.3-116, , ,
2018-WTW-4621-AF, 633105.543521, 4022152.487905, Summit_GE2.3-116, , ,
2018-WTW-4655-AF, 632351.266230, 4017485.847631, Summit_GE2.3-116, , ,
2018-WTW-4633-AF, 624728.215967, 4020594.057756, Summit_GE1.79-100, , ,
2018-WTW-4669-AF, 632652.167067, 4016809.381683, Summit_GE2.3-116, , ,
2018-WTW-4588-AF, 632293.142957, 4024084.932156, Summit_GE2.3-116, , ,
2018-WTW-4635-AF, 629925.884921, 4020884.439776, Summit_GE2.3-116, , ,
2018-WTW-4653-AF, 631388.808727, 4017237.124593, Summit_GE2.3-116, , ,
2018-WTW-4642-AF, 633141.691901, 4020059.044024, Summit_GE1.79-100, , ,
2018-WTW-4676-AF, 630471.049526, 4015598.796350, Summit_GE1.79-100, , ,
2018-WTW-4645-AF, 631099.987555, 4018162.243187, Summit_GE2.3-116, , ,
2018-WTW-4612-AF, 627641.992130, 4022058.078395, Summit_GE2.3-116, , ,
2018-WTW-4639-AF, 632346.011869, 4020889.267937, Summit_GE2.3-116, , ,
2016-WTW-14578-TR, 657741.774571, 4048306.073978, Summit_GE2.5-116, , ,
2016-WTW-14542-TR, 664297.849143, 4049774.668745, Summit_GE2.5-116, , ,
2016-WTW-14505-TR, 652668.622792, 4048535.821154, Summit_GE2.5-116, , ,
2016-WTW-14549-TR, 662237.788808, 4048674.131900, Summit_GE2.5-116, , ,
2016-WTW-14453-TR, 637865.803887, 4047913.336098, Summit_GE2.5-116, , ,
2016-WTW-14441-TR, 643492.359348, 4048859.575653, Summit_GE2.3-116, , ,
2016-WTW-14434-TR, 644520.221819, 4055301.953056, Summit_GE2.5-116, , ,
2016-WTW-14579-TR, 658275.604678, 4048280.698708, Summit_GE2.5-116, , ,
2016-WTW-14482-TR, 644831.980374, 4052800.270731, Summit_GE2.5-116, , ,
2016-WTW-14433-TR, 644193.992409, 4054495.481892, Summit_GE2.3-116, , ,
2016-WTW-14554-TR, 657437.233548, 4043967.500081, Summit_GE2.5-116, , ,
2016-WTW-14532-TR, 646142.010325, 4053068.814742, Summit_GE2.5-116, , ,
2016-WTW-14516-TR, 648469.717507, 4047521.284566, Summit_GE2.5-116, , ,
2016-WTW-14450-TR, 639008.468776, 4048325.429975, Summit_GE2.5-116, , ,
2016-WTW-14444-TR, 641969.733042, 4048684.945432, Summit_GE2.5-116, , ,
2016-WTW-14492-TR, 652717.450021, 4050211.851514, Summit_GE2.5-116, , ,
2016-WTW-14493-TR, 652236.078325, 4050210.083751, Summit_GE2.5-116, , ,
2016-WTW-14461-TR, 634615.717532, 4048575.920770, Summit_GE2.3-116, , ,
2016-WTW-14432-TR, 644883.144758, 4055106.992483, Summit_GE2.5-116, , ,
2016-WTW-14589-TR, 670083.935735, 4048062.330756, Summit_GE2.5-116, , ,
2016-WTW-14477-TR, 643225.186402, 4052313.139493, Summit_GE2.5-116, , ,
2016-WTW-14533-TR, 645697.113636, 4052900.015724, Summit_GE2.5-116, , ,
2016-WTW-14550-TR, 661851.335922, 4048521.689181, Summit_GE2.5-116, , ,
2016-WTW-14555-TR, 657121.547343, 4044304.654784, Summit_GE2.5-116, , ,
2016-WTW-14508-TR, 651030.275638, 4048264.312264, Summit_GE2.5-116, , ,
2016-WTW-14530-TR, 647728.435603, 4047654.120686, Summit_GE2.5-116, , ,
2016-WTW-14595-TR, 668273.602014, 4047270.593685, Summit_GE2.5-116, , ,
2016-WTW-14447-TR, 640315.541970, 4048325.899707, Summit_GE2.5-116, , ,
2016-WTW-14521-TR, 653919.913658, 4044020.797611, Summit_GE2.5-116, , ,
2016-WTW-14439-TR, 644897.382690, 4047947.212550, Summit_GE2.5-116, , ,
2016-WTW-14562-TR, 661543.407650, 4049135.283190, Summit_GE2.3-116, , ,
2016-WTW-14494-TR, 651827.132780, 4050207.069224, Summit_GE2.5-116, , ,
2016-WTW-14519-TR, 653496.994477, 4044056.420847, Summit_GE2.5-116, , ,
2016-WTW-14584-TR, 657205.910300, 4047879.655839, Summit_GE2.5-116, , ,
2016-WTW-14540-TR, 660392.446891, 4048745.844316, Summit_GE2.5-116, , ,
2016-WTW-14512-TR, 651663.160661, 4043775.916457, Summit_GE2.5-116, , ,
2016-WTW-14539-TR, 659852.246638, 4048705.269102, Summit_GE2.5-116, , ,
2016-WTW-14552-TR, 663901.644287, 4048526.993023, Summit_GE2.5-116, , ,
2016-WTW-14510-TR, 652427.371585, 4046621.010578, Summit_GE2.5-116, , ,
2016-WTW-14431-TR, 645279.575798, 4054624.310828, Summit_GE2.5-116, , ,
2016-WTW-14470-TR, 643336.776932, 4047297.538982, Summit_GE2.5-116, , ,
2016-WTW-14503-TR, 656633.265993, 4045417.179748, Summit_GE2.5-116, , ,
2017-WTW-8733-TR, 649544.325690, 4046996.794417, Summit_GE2.3-116, , ,
2016-WTW-14488-TR, 654654.099407, 4047044.706275, Summit_GE2.5-116, , ,
2016-WTW-14486-TR, 652922.529327, 4046548.560126, Summit_GE2.5-116, , ,
2016-WTW-14559-TR, 664270.122707, 4048794.053117, Summit_GE2.5-116, , ,
2016-WTW-14594-TR, 668824.169945, 4047239.091120, Summit_GE2.5-116, , ,
2016-WTW-14590-TR, 667908.057979, 4048465.862530, Summit_GE2.5-116, , ,
2016-WTW-14476-TR, 643738.798496, 4052293.420006, Summit_GE2.5-116, , ,
2016-WTW-14564-TR, 664285.944421, 4051146.963874, Summit_GE2.5-116, , ,
2016-WTW-14448-TR, 639852.035644, 4048355.525741, Summit_GE2.5-116, , ,
2016-WTW-14496-TR, 652305.722657, 4044305.830924, Summit_GE2.5-116, , ,
2016-WTW-14531-TR, 647409.770961, 4047997.437712, Summit_GE2.5-116, , ,
2016-WTW-14471-TR, 643824.284066, 4047347.175303, Summit_GE2.5-116, , ,
2016-WTW-14436-TR, 642066.360548, 4054899.891904, Summit_GE2.5-116, , ,
2016-WTW-14561-TR, 661149.843594, 4049257.857912, Summit_GE2.5-116, , ,
2016-WTW-14529-TR, 653097.541845, 4049915.427572, Summit_GE2.5-116, , ,
2016-WTW-14585-TR, 658766.666760, 4048356.223301, Summit_GE2.5-116, , ,
2016-WTW-14456-TR, 636588.199870, 4048207.876144, Summit_GE2.5-116, , ,
2016-WTW-14446-TR, 640977.421132, 4048360.801027, Summit_GE2.5-116, , ,
2016-WTW-14478-TR, 642857.664839, 4052780.303880, Summit_GE2.5-116, , ,
2016-WTW-14587-TR, 670288.982534, 4048436.859541, Summit_GE2.5-116, , ,
2016-WTW-14546-TR, 664736.262067, 4050882.120776, Summit_GE2.5-116, , ,
2016-WTW-14438-TR, 642884.193171, 4054471.030525, Summit_GE2.5-116, , ,
2016-WTW-14592-TR, 669910.762880, 4047564.465906, Summit_GE2.5-116, , ,
2016-WTW-14545-TR, 664649.438379, 4049994.702656, Summit_GE2.5-116, , ,
2016-WTW-14506-TR, 651838.757310, 4048580.393095, Summit_GE2.3-116, , ,
2016-WTW-14475-TR, 644190.018627, 4052089.250481, Summit_GE2.5-116, , ,
2016-WTW-14537-TR, 659074.045791, 4048726.022880, Summit_GE2.5-116, , ,
2016-WTW-14528-TR, 650241.781547, 4048599.737767, Summit_GE2.5-116, , ,
2016-WTW-14435-TR, 641611.357989, 4054602.745016, Summit_GE2.5-116, , ,
2016-WTW-14437-TR, 642479.140151, 4054694.560042, Summit_GE2.5-116, , ,
2016-WTW-14520-TR, 653101.113420, 4044072.680773, Summit_GE2.5-116, , ,
2016-WTW-14457-TR, 636237.778972, 4047738.821035, Summit_GE2.5-116, , ,
2016-WTW-14514-TR, 649887.510601, 4047216.497492, Summit_GE2.5-116, , ,
2016-WTW-14535-TR, 667465.731831, 4048483.099936, Summit_GE2.5-116, , ,
2016-WTW-14485-TR, 653507.113120, 4046171.552802, Summit_GE2.5-116, , ,
2016-WTW-14588-TR, 670781.535016, 4048605.445754, Summit_GE2.5-116, , ,
2016-WTW-14480-TR, 642112.856876, 4053328.009004, Summit_GE2.5-116, , ,
2016-WTW-14490-TR, 655505.107348, 4046221.394648, Summit_GE2.5-116, , ,
2016-WTW-14527-TR, 649786.267725, 4048557.947107, Summit_GE2.5-116, , ,
2016-WTW-14491-TR, 655846.425622, 4045855.907664, Summit_GE2.5-116, , ,
2016-WTW-14524-TR, 653884.411938, 4045892.195546, Summit_GE2.3-116, , ,
2016-WTW-14489-TR, 655088.659797, 4047001.366288, Summit_GE2.5-116, , ,
2016-WTW-14513-TR, 650184.762765, 4047599.764093, Summit_GE2.5-116, , ,
2016-WTW-14497-TR, 651935.360855, 4044150.697262, Summit_GE2.5-116, , ,
2016-WTW-14487-TR, 654334.114836, 4047633.790442, Summit_GE2.5-116, , ,
2016-WTW-14443-TR, 642661.122959, 4048709.035171, Summit_GE2.5-116, , ,
2016-WTW-14472-TR, 644221.292667, 4047091.710974, Summit_GE2.5-116, , ,
2016-WTW-14558-TR, 665051.059833, 4049668.343655, Summit_GE2.5-116, , ,
2016-WTW-14495-TR, 653840.576907, 4048534.283553, Summit_GE2.5-116, , ,
2016-WTW-14451-TR, 638635.655713, 4048115.347451, Summit_GE2.5-116, , ,
2016-WTW-14547-TR, 662694.262469, 4048484.207952, Summit_GE2.5-116, , ,
2016-WTW-14454-TR, 637467.596702, 4047833.283511, Summit_GE2.5-116, , ,
2016-WTW-14442-TR, 643057.521047, 4048893.390572, Summit_GE2.5-116, , ,
2016-WTW-14522-TR, 654357.264873, 4044019.744728, Summit_GE2.5-116, , ,
2016-WTW-14504-TR, 652239.544801, 4048623.876530, Summit_GE2.5-116, , ,
2016-WTW-14440-TR, 644493.066620, 4047945.850304, Summit_GE2.5-116, , ,
2016-WTW-14449-TR, 639421.942906, 4048389.268990, Summit_GE2.5-116, , ,
2016-WTW-14548-TR, 663154.119806, 4048650.400066, Summit_GE2.5-116, , ,
2016-WTW-14445-TR, 641400.812580, 4048359.760392, Summit_GE2.5-116, , ,
2016-WTW-14541-TR, 660816.043514, 4049028.428870, Summit_GE2.5-116, , ,
2016-WTW-14483-TR, 643281.323786, 4054514.491151, Summit_GE2.5-116, , ,
2016-WTW-14502-TR, 656205.642627, 4045413.629081, Summit_GE2.5-116, , ,
2016-WTW-14473-TR, 645280.778412, 4048053.106976, Summit_GE2.5-116, , ,
2016-WTW-14459-TR, 635461.041579, 4048708.145152, Summit_GE2.3-116, , ,
2016-WTW-14460-TR, 635041.211083, 4048661.374611, Summit_GE2.3-116, , ,
2016-WTW-14515-TR, 649024.943539, 4047251.898691, Summit_GE2.5-116, , ,
2016-WTW-14452-TR, 638208.121956, 4048156.738537, Summit_GE2.5-116, , ,
2016-WTW-14474-TR, 644507.526495, 4052447.247781, Summit_GE2.5-116, , ,
2016-WTW-14538-TR, 659426.314062, 4048473.852600, Summit_GE2.5-116, , ,
2016-WTW-14563-TR, 663534.098025, 4048784.245731, Summit_GE2.5-116, , ,
2016-WTW-14536-TR, 667079.111174, 4048803.651893, Summit_GE2.5-116, , ,
2016-WTW-14498-TR, 652745.162267, 4044493.944395, Summit_GE2.3-116, , ,
2016-WTW-14455-TR, 637011.911093, 4048444.866261, Summit_GE2.5-116, , ,
2016-WTW-14507-TR, 651480.813930, 4048391.197490, Summit_GE2.3-116, , ,
2016-WTW-14509-TR, 650646.186883, 4048554.320302, Summit_GE2.5-116, , ,
2016-WTW-14479-TR, 642531.879322, 4053166.057864, Summit_GE2.5-116, , ,
2016-WTW-14593-TR, 669498.839130, 4047285.315093, Summit_GE2.5-116, , ,
2016-WTW-14481-TR, 645153.055487, 4052382.781449, Summit_GE2.5-116, , ,
2014-WTW-8401-BR, 619669.950925, 4033885.567218, Summit_GE1.7-103, , ,
