# Y velocityz_avg
0.000000000000000000e+00 8.395577737573885636e-04
9.951807904057204723e+00 3.645955310854091368e-03
1.990361580811440945e+01 9.454919214147088080e-03
2.985542371217161417e+01 2.182339640397248232e-02
3.980723161622881889e+01 3.927659711758463984e-02
4.975903952028602362e+01 5.828517130370866606e-02
5.971084742434322834e+01 6.596433925257111364e-02
6.966265532840043306e+01 6.805043456123091583e-02
7.961446323245763779e+01 6.921028581499331922e-02
8.956627113651484251e+01 6.756686365424874330e-02
9.951807904057204723e+01 6.599542663298670064e-02
1.094698869446292520e+02 6.461157256261240711e-02
1.194216948486864567e+02 6.415305401103828242e-02
1.293735027527436614e+02 6.759355225559868230e-02
1.393253106568008661e+02 6.577907575445939015e-02
1.492771185608580709e+02 5.790174462492953672e-02
1.592289264649152756e+02 5.149389467385289548e-02
1.691807343689724803e+02 4.499884737546187147e-02
1.791325422730296850e+02 4.049529656348215684e-02
1.890843501770868897e+02 3.554991318747984658e-02
1.990361580811440945e+02 3.530049683803558602e-02
2.089879659852012992e+02 3.716976044827111775e-02
2.189397738892585039e+02 3.634283531481378310e-02
2.288915817933157086e+02 3.699085651938656405e-02
2.388433896973729134e+02 4.212939745028983912e-02
2.487951976014301181e+02 4.716096030054103133e-02
2.587470055054873228e+02 4.850758964676408352e-02
2.686988134095445275e+02 4.972866984828343273e-02
2.786506213136017323e+02 5.077774528175817842e-02
2.886024292176589370e+02 5.059031512807834335e-02
2.985542371217161417e+02 5.203353798094082633e-02
3.085060450257733464e+02 5.280051593041397429e-02
3.184578529298305511e+02 5.327445926180357505e-02
3.284096608338877559e+02 5.360097204425632450e-02
3.383614687379449606e+02 5.384522053545618553e-02
3.483132766420021653e+02 5.359799284717658291e-02
3.582650845460593700e+02 5.527167375077454703e-02
3.682168924501165748e+02 5.713997466675485581e-02
3.781687003541737795e+02 5.781828280887105903e-02
3.881205082582309842e+02 5.854969343634757600e-02
3.980723161622881889e+02 6.085531265445529719e-02
4.080241240663453937e+02 6.305063494420466708e-02
4.179759319704025984e+02 6.270607271502666447e-02
4.279277398744598031e+02 6.070364745399933065e-02
4.378795477785170078e+02 5.884782353999496590e-02
4.478313556825742126e+02 5.736310788071514316e-02
4.577831635866314173e+02 5.674671593865102115e-02
4.677349714906886220e+02 5.672079488728334201e-02
