# z -10 -8 -6 -4 -2 0 2 4 6 8 10 
0.000000000000000000e+00 2.531123346855022049e+00 1.846775115921607480e+00 2.086747943597117239e+00 1.662379143140011450e+00 1.730884891556086824e+00 1.648754030539510085e+00 1.624981149897931409e+00 1.622448527616729308e+00 1.607064491460316269e+00 1.591836740171441278e+00 1.571814805083657784e+00
6.363636399999999860e+00 3.635689503694851332e+00 3.723271433606266889e+00 3.854993892563238767e+00 4.046563937210044593e+00 4.142877422383494768e+00 4.103545401634006495e+00 4.049807928961854486e+00 4.012036939319985507e+00 3.979079039873333112e+00 3.941847586025092998e+00 3.915439857441691540e+00
1.272727300000000028e+01 4.414206299145028822e+00 4.487122958754933499e+00 4.561137787256265952e+00 4.647881060022660549e+00 4.682665187604976076e+00 4.686560141625056630e+00 4.659619394145540383e+00 4.624225301938256649e+00 4.579731571011346425e+00 4.535742572394845240e+00 4.512304839897140596e+00
1.909090899999999991e+01 4.855832086195777997e+00 4.879365844702065580e+00 4.902271050388241846e+00 4.936315139814146491e+00 4.945836727849226122e+00 4.966596687161731971e+00 4.958921158171401444e+00 4.930069153826719841e+00 4.897520494068017705e+00 4.856044084741231615e+00 4.827096965184249910e+00
2.545454499999999953e+01 5.091693177293048933e+00 5.120450515660531110e+00 5.119518021342853054e+00 5.128864422720138094e+00 5.127445704358490453e+00 5.152111526771741445e+00 5.154766903739790074e+00 5.141387060786220431e+00 5.120482586292263605e+00 5.085130185442003459e+00 5.050859831006007994e+00
3.181818200000000019e+01 5.276133980589501782e+00 5.284146711927199647e+00 5.270262790020414201e+00 5.278151036331499846e+00 5.287570401074646043e+00 5.301122243989611071e+00 5.311739570663914556e+00 5.307833289819695821e+00 5.289382613050990223e+00 5.263506959977712896e+00 5.226271444379370301e+00
3.818181799999999981e+01 5.431700738206436618e+00 5.429270481268785531e+00 5.404244310277893426e+00 5.412431172943639623e+00 5.422997547609386793e+00 5.433953508294702139e+00 5.440561630824753969e+00 5.442473662271191337e+00 5.428326857829948615e+00 5.409850798202961997e+00 5.373304272347630750e+00
4.454545499999999691e+01 5.549498886097363304e+00 5.558223373185477101e+00 5.534111164871236888e+00 5.534499680713974357e+00 5.537135602575154358e+00 5.549041826097332653e+00 5.557836464961828149e+00 5.562604418363334524e+00 5.551423324283104144e+00 5.529761576365914699e+00 5.504345398884336937e+00
5.090909099999999654e+01 5.652577054679869484e+00 5.666460410350370402e+00 5.647662929623005645e+00 5.642390512982300876e+00 5.642402985010018135e+00 5.654013534312620770e+00 5.659211838851153864e+00 5.664400126657664458e+00 5.656724999909722662e+00 5.633205885663617352e+00 5.612237158084179889e+00
5.727272700000000327e+01 5.746779798714994669e+00 5.765224224944490494e+00 5.754787416312599824e+00 5.739469249910464477e+00 5.744916430316599154e+00 5.748707397597394575e+00 5.756243196729783129e+00 5.760264793646979520e+00 5.754810981153593019e+00 5.730258250411349508e+00 5.710733230736934729e+00
6.363636400000000037e+01 5.834167649230819208e+00 5.856043454474837873e+00 5.852078188935879943e+00 5.840038217936796450e+00 5.836964767595229198e+00 5.838664511730071283e+00 5.843994551282460037e+00 5.847690840094625919e+00 5.841287507837013671e+00 5.817562592303850089e+00 5.797581060148801591e+00
