# z -10 -8 -6 -4 -2 0 2 4 6 8 10 
7.000000000000000000e+01 5.921796822100910518e+00 5.937201209959265924e+00 5.946142030871457429e+00 5.933895328820361748e+00 5.924265491209054879e+00 5.929426915755903416e+00 5.930350765341753316e+00 5.927875845796499732e+00 5.920446159944882325e+00 5.900586951715767192e+00 5.881511710240221902e+00
7.636363599999999963e+01 5.999874827373724351e+00 6.020068726018945604e+00 6.035974476243069375e+00 6.018057608672866543e+00 6.004177779292029449e+00 6.009973064953675781e+00 6.009105616855362264e+00 6.006042496009611931e+00 5.997978338283784794e+00 5.976413092804324201e+00 5.962760028855339733e+00
8.272727299999999673e+01 6.066461235939564212e+00 6.097478188709299474e+00 6.113441311997977579e+00 6.096420113657943674e+00 6.077585739413440713e+00 6.083311781394209028e+00 6.085344606227565123e+00 6.084141884077362228e+00 6.070056749812824393e+00 6.047959245402913631e+00 6.037140386369255651e+00
8.909090899999999635e+01 6.132184595412744521e+00 6.164642208736951012e+00 6.177157867903468436e+00 6.167859956172646818e+00 6.153335134894184932e+00 6.152862426302309728e+00 6.153387267974951946e+00 6.153964582593054899e+00 6.138897895697910556e+00 6.116844118935247820e+00 6.104180932237881940e+00
9.545454499999999598e+01 6.199665228123258487e+00 6.222813742207248033e+00 6.236461954245385186e+00 6.228174950500434903e+00 6.219925104449806952e+00 6.215835547327594135e+00 6.214843535403252517e+00 6.215426190460567213e+00 6.205298071771323087e+00 6.186358274543630742e+00 6.170762061321418024e+00
1.018181799999999981e+02 6.250557122515598252e+00 6.275373403563206942e+00 6.291836577219545923e+00 6.287924195194913857e+00 6.277186347737724326e+00 6.272069682814223057e+00 6.272815750300282822e+00 6.273823863347346652e+00 6.270037628414734776e+00 6.251414584066918856e+00 6.231926061206503498e+00
1.081818200000000019e+02 6.291055398686192568e+00 6.325443346916839182e+00 6.344428108788624066e+00 6.346947278257718317e+00 6.331527864361341962e+00 6.328201771945014542e+00 6.333017065695920600e+00 6.334319629424061127e+00 6.332861973938916478e+00 6.314730015961333542e+00 6.293439187258456968e+00
1.145454500000000024e+02 6.340686057122434605e+00 6.376458233872625669e+00 6.398761268267516122e+00 6.401043470704228078e+00 6.389263679670367679e+00 6.383743370279773899e+00 6.388779204228981712e+00 6.392639516726084992e+00 6.391751976487352493e+00 6.373644309181212719e+00 6.351638946760215454e+00
1.209090900000000062e+02 6.390185180489659444e+00 6.424203036844342130e+00 6.446686845837980684e+00 6.453601423661906367e+00 6.442789787949976699e+00 6.440394079167040431e+00 6.443549205530203494e+00 6.449627425527323155e+00 6.448252740462250721e+00 6.429526928286012577e+00 6.407655591492170011e+00
1.272727299999999957e+02 6.438913359670126901e+00 6.471942106102896552e+00 6.491351841989455806e+00 6.501065877604608190e+00 6.495188717603974204e+00 6.490934740174802542e+00 6.493412637080982819e+00 6.498792149905612270e+00 6.496401253850241808e+00 6.478643361516676080e+00 6.459790270142974578e+00
1.336363599999999963e+02 6.490668191180705371e+00 6.517933887972223950e+00 6.535785159568063385e+00 6.545927175314990798e+00 6.543570079605598444e+00 6.540857537545235800e+00 6.539977428556923655e+00 6.545156092646639223e+00 6.542391866966014824e+00 6.526681474436590413e+00 6.507866721377821406e+00
1.400000000000000000e+02 6.536325768277746917e+00 6.560071225513746107e+00 6.577168638814256951e+00 6.592269049814477810e+00 6.588348133474677404e+00 6.583443494708911103e+00 6.584568438862949513e+00 6.588103573481792097e+00 6.584951225281043818e+00 6.571098374962026867e+00 6.551860062351041236e+00
1.463636400000000037e+02 6.576492406994293383e+00 6.604510303707926688e+00 6.619868147814143455e+00 6.635570555261045556e+00 6.630574348812007024e+00 6.621602978393783090e+00 6.625008199213281657e+00 6.623199216010942969e+00 6.623203532593444187e+00 6.608682566284953097e+00 6.591274487186494113e+00
1.527272700000000043e+02 6.620031176757643188e+00 6.648497202820954577e+00 6.662624055068516071e+00 6.672891699790358011e+00 6.672012930557984056e+00 6.657600906256326390e+00 6.656716713575748123e+00 6.658697331492827942e+00 6.659165084473062990e+00 6.642538615927368717e+00 6.626825144628594622e+00
1.590909100000000080e+02 6.662056844137846490e+00 6.689763578292453161e+00 6.703328278174848442e+00 6.710800017099574077e+00 6.708580119930177332e+00 6.691759111789677306e+00 6.688116133235648242e+00 6.694094143308903178e+00 6.695114285348895855e+00 6.678118735594848587e+00 6.662663231398619601e+00
1.654545500000000118e+02 6.704519615603595994e+00 6.730430550776133281e+00 6.740822575681848505e+00 6.747505380528084906e+00 6.742521792961628790e+00 6.726567939158345943e+00 6.720869908930566794e+00 6.730149589019669421e+00 6.730389919711172730e+00 6.713748008142559343e+00 6.698043771278518577e+00
1.718181800000000123e+02 6.748346277427916817e+00 6.770549214509032687e+00 6.773931170577371930e+00 6.780880342158999596e+00 6.773649126446602331e+00 6.762158293094931771e+00 6.755164425031159325e+00 6.764354559110476117e+00 6.764974534659322636e+00 6.749354130768647764e+00 6.731107419356483490e+00
1.781818199999999877e+02 6.785039737430270002e+00 6.806604270760243658e+00 6.803947254956043800e+00 6.809575575458182151e+00 6.804836480605665372e+00 6.797948574765333873e+00 6.791420200012812103e+00 6.796468557108128472e+00 6.798517962708247708e+00 6.783938106021679459e+00 6.764065417802755498e+00
1.845454499999999882e+02 6.815583358967665539e+00 6.840561392090454440e+00 6.837152531848871284e+00 6.841251406402919955e+00 6.836160985571998694e+00 6.830685444649401639e+00 6.826621746440649119e+00 6.829163678819938355e+00 6.831556923319906716e+00 6.816193728697810705e+00 6.797464205457129260e+00
1.909090899999999920e+02 6.849506389299434339e+00 6.874712229009008801e+00 6.871421744224524453e+00 6.873459548661349672e+00 6.866975965046199448e+00 6.862472449755930626e+00 6.859152933167216304e+00 6.862261395522603280e+00 6.863947592902435169e+00 6.849229820963890880e+00 6.830650575685127457e+00
1.972727299999999957e+02 6.884673307832729350e+00 6.907763982859900231e+00 6.905033608142145951e+00 6.903737436651863568e+00 6.895869614760086641e+00 6.893153885544879955e+00 6.889925215807965131e+00 6.894447488193193863e+00 6.893947983461945483e+00 6.879521079559926200e+00 6.863075841914927366e+00
2.036363599999999963e+02 6.911198497238655314e+00 6.933458185912872551e+00 6.934641637264559400e+00 6.931848422859167691e+00 6.926163602214567838e+00 6.923403024261673089e+00 6.925858565319119364e+00 6.924089308675842602e+00 6.920045815926783028e+00 6.909005941172694953e+00 6.892868772561098645e+00
2.100000000000000000e+02 6.934408155492651105e+00 6.955362482835200311e+00 6.959056764276670748e+00 6.958022945928456160e+00 6.956656099479642030e+00 6.957102211366644084e+00 6.959924035807294906e+00 6.952710226302786900e+00 6.946611302044462199e+00 6.937511953419222444e+00 6.922859177627818994e+00
2.163636400000000037e+02 6.960412123573306964e+00 6.978444582061595014e+00 6.981861704362745336e+00 6.982780344956688090e+00 6.984920227671562287e+00 6.985732332387384780e+00 6.988451123219621586e+00 6.978867150866799207e+00 6.974077927255168952e+00 6.968902808890163669e+00 6.951330860870020167e+00
2.227272700000000043e+02 6.986474615971182800e+00 7.001774565126319239e+00 7.006618916082518744e+00 7.005018250811170688e+00 7.007738196376550377e+00 7.010343528379118005e+00 7.009912471142850876e+00 7.005599268162296944e+00 7.002183791665651746e+00 6.998738764554678582e+00 6.979423544866576457e+00
2.290909100000000080e+02 7.014055164172470214e+00 7.024783212791060549e+00 7.032785180340002107e+00 7.030659552198222251e+00 7.029291928133067024e+00 7.032715141642646550e+00 7.030273481635487265e+00 7.028597254401840466e+00 7.031581435976321792e+00 7.028825485285821628e+00 7.007747626304685618e+00
2.354545500000000118e+02 7.039055643785709471e+00 7.050637940351065502e+00 7.058952072008911394e+00 7.055198813636664568e+00 7.053617594552235914e+00 7.054131604855726323e+00 7.053833524626655915e+00 7.051532124016268277e+00 7.058034226357378316e+00 7.056993835585585906e+00 7.037351379161385090e+00
2.418181800000000123e+02 7.061401724896136045e+00 7.076050712152740729e+00 7.083977069869148657e+00 7.081790292776701357e+00 7.077635506762152140e+00 7.073331644978193999e+00 7.076197054136862619e+00 7.074282173010055352e+00 7.082706325669910541e+00 7.084489223645686451e+00 7.070580438014911984e+00
2.481818199999999877e+02 7.087302413027099846e+00 7.100305086622845430e+00 7.109760004821823465e+00 7.110030206577589773e+00 7.102036402628702838e+00 7.095009691793171314e+00 7.097510721847543280e+00 7.098239515025495550e+00 7.106624821659674573e+00 7.113285722929393984e+00 7.101083375791059638e+00
2.545454499999999882e+02 7.115854183627188689e+00 7.124547611628055499e+00 7.132733339698432928e+00 7.135352805998155468e+00 7.126932180069635692e+00 7.119642259409070029e+00 7.122657439849088945e+00 7.124142205031064101e+00 7.131505125514554067e+00 7.138795882732322795e+00 7.130116952255945328e+00
2.609090899999999920e+02 7.142200734153639985e+00 7.148991025769380947e+00 7.153692311266363291e+00 7.156001607011744703e+00 7.151412820941708048e+00 7.148791355708675965e+00 7.151900809276470206e+00 7.152424286203432402e+00 7.156688771179846142e+00 7.161523631979482829e+00 7.156552138949859199e+00
2.672727300000000241e+02 7.168509373442930155e+00 7.174850444329048393e+00 7.176698605634826755e+00 7.177931625317220288e+00 7.178263761638096874e+00 7.179988744453615013e+00 7.180890696454468092e+00 7.180734157542358886e+00 7.185017686423179839e+00 7.187751253676307073e+00 7.183276434363836671e+00
2.736363600000000247e+02 7.199726658945779789e+00 7.202385121770404020e+00 7.201587784698901373e+00 7.203334559506424206e+00 7.204658486531237749e+00 7.209076012645941667e+00 7.210777142716827015e+00 7.208991487758320105e+00 7.211944067280811943e+00 7.214556565803179389e+00 7.212084388575430438e+00
2.800000000000000000e+02 7.232026300886723824e+00 7.231123806936702536e+00 7.227267262232462741e+00 7.227446720083966269e+00 7.229747623331489237e+00 7.235254073348110992e+00 7.239426374638387784e+00 7.235035067352881377e+00 7.236811578111165488e+00 7.241843238377530412e+00 7.240234245381278022e+00
