# Y/D TKE
-4.0000 0.1598
-3.9213 0.1535
-3.8425 0.1532
-3.7638 0.1494
-3.6850 0.1445
-3.6063 0.1498
-3.5276 0.1533
-3.4488 0.1579
-3.3701 0.1753
-3.2913 0.1853
-3.2126 0.1794
-3.1339 0.1601
-3.0551 0.1445
-2.9764 0.1476
-2.8976 0.1500
-2.8189 0.1472
-2.7402 0.1485
-2.6614 0.1457
-2.5827 0.1422
-2.5039 0.1465
-2.4252 0.1590
-2.3465 0.1690
-2.2677 0.2025
-2.1890 0.2613
-2.1102 0.3075
-2.0315 0.3271
-1.9528 0.3268
-1.8740 0.3275
-1.7953 0.3423
-1.7165 0.3669
-1.6378 0.3714
-1.5591 0.3377
-1.4803 0.3232
-1.4016 0.3462
-1.3228 0.3631
-1.2441 0.3511
-1.1654 0.3819
-1.0866 0.4342
-1.0079 0.4927
-0.9291 0.5164
-0.8504 0.5060
-0.7717 0.5329
-0.6929 0.5769
-0.6142 0.5657
-0.5354 0.5369
-0.4567 0.5131
-0.3780 0.5042
-0.2992 0.5003
-0.2205 0.4933
-0.1417 0.4719
-0.0630 0.4433
0.0157 0.4012
0.0945 0.3460
0.1732 0.2957
0.2520 0.2632
0.3307 0.2346
0.4094 0.2056
0.4882 0.1883
0.5669 0.1858
0.6457 0.1909
0.7244 0.1915
0.8031 0.1802
0.8819 0.1655
0.9606 0.1574
1.0394 0.1613
1.1181 0.1724
1.1969 0.1811
1.2756 0.1786
1.3543 0.1694
1.4331 0.1656
1.5118 0.1670
1.5906 0.1722
1.6693 0.1844
1.7480 0.1951
1.8268 0.2080
1.9055 0.2167
1.9843 0.2103
2.0630 0.2051
2.1417 0.2149
2.2205 0.2357
2.2992 0.2425
2.3780 0.2416
2.4567 0.2518
2.5354 0.2580
2.6142 0.2362
2.6929 0.2062
2.7717 0.1813
2.8504 0.1645
2.9291 0.1614
3.0079 0.1592
3.0866 0.1514
3.1654 0.1486
3.2441 0.1404
3.3228 0.1236
3.4016 0.1125
3.4803 0.1141
3.5591 0.1161
3.6378 0.1107
3.7165 0.1068
3.7953 0.1046
3.8740 0.1019
3.9528 0.1031
