# Y/D TKE
-4.0000 0.1656
-3.9213 0.1668
-3.8425 0.1699
-3.7638 0.1808
-3.6850 0.1978
-3.6063 0.2119
-3.5276 0.2197
-3.4488 0.2272
-3.3701 0.2186
-3.2913 0.2016
-3.2126 0.1929
-3.1339 0.1841
-3.0551 0.1687
-2.9764 0.1670
-2.8976 0.1685
-2.8189 0.1726
-2.7402 0.1687
-2.6614 0.1714
-2.5827 0.1881
-2.5039 0.2107
-2.4252 0.2290
-2.3465 0.2507
-2.2677 0.2870
-2.1890 0.3259
-2.1102 0.3494
-2.0315 0.3696
-1.9528 0.3729
-1.8740 0.3600
-1.7953 0.3216
-1.7165 0.2920
-1.6378 0.2998
-1.5591 0.3313
-1.4803 0.3705
-1.4016 0.3979
-1.3228 0.4096
-1.2441 0.4090
-1.1654 0.3872
-1.0866 0.3796
-1.0079 0.4196
-0.9291 0.4629
-0.8504 0.5060
-0.7717 0.5609
-0.6929 0.5769
-0.6142 0.4783
-0.5354 0.3899
-0.4567 0.3592
-0.3780 0.3398
-0.2992 0.3168
-0.2205 0.3117
-0.1417 0.3143
-0.0630 0.3160
0.0157 0.3269
0.0945 0.3430
0.1732 0.3619
0.2520 0.3615
0.3307 0.3387
0.4094 0.3138
0.4882 0.3006
0.5669 0.3230
0.6457 0.3338
0.7244 0.2937
0.8031 0.2352
0.8819 0.2080
0.9606 0.2087
1.0394 0.2222
1.1181 0.2405
1.1969 0.2416
1.2756 0.2211
1.3543 0.2027
1.4331 0.2102
1.5118 0.2219
1.5906 0.2275
1.6693 0.2411
1.7480 0.2721
1.8268 0.3025
1.9055 0.3077
1.9843 0.2909
2.0630 0.2645
2.1417 0.2548
2.2205 0.2640
2.2992 0.2570
2.3780 0.2290
2.4567 0.2002
2.5354 0.1975
2.6142 0.2249
2.6929 0.2485
2.7717 0.2486
2.8504 0.2530
2.9291 0.2743
3.0079 0.2859
3.0866 0.2792
3.1654 0.2667
3.2441 0.2591
3.3228 0.2446
3.4016 0.2254
3.4803 0.1909
3.5591 0.1620
3.6378 0.1441
3.7165 0.1320
3.7953 0.1212
3.8740 0.1129
3.9528 0.1089
