# Y/D TKE
-4.0000 0.1985
-3.9213 0.1872
-3.8425 0.2028
-3.7638 0.2147
-3.6850 0.2212
-3.6063 0.2354
-3.5276 0.2446
-3.4488 0.2452
-3.3701 0.2395
-3.2913 0.2305
-3.2126 0.2015
-3.1339 0.1702
-3.0551 0.1460
-2.9764 0.1340
-2.8976 0.1324
-2.8189 0.1342
-2.7402 0.1410
-2.6614 0.1583
-2.5827 0.1719
-2.5039 0.1872
-2.4252 0.1969
-2.3465 0.1967
-2.2677 0.1931
-2.1890 0.1954
-2.1102 0.2085
-2.0315 0.2273
-1.9528 0.2674
-1.8740 0.3344
-1.7953 0.3884
-1.7165 0.4043
-1.6378 0.3799
-1.5591 0.3595
-1.4803 0.3185
-1.4016 0.2528
-1.3228 0.2151
-1.2441 0.2145
-1.1654 0.2249
-1.0866 0.2511
-1.0079 0.2989
-0.9291 0.3604
-0.8504 0.4033
-0.7717 0.4339
-0.6929 0.4710
-0.6142 0.4617
-0.5354 0.4255
-0.4567 0.3984
-0.3780 0.4100
-0.2992 0.4420
-0.2205 0.4587
-0.1417 0.4501
-0.0630 0.4323
0.0157 0.4035
0.0945 0.3755
0.1732 0.3456
0.2520 0.3229
0.3307 0.3068
0.4094 0.3002
0.4882 0.3206
0.5669 0.3328
0.6457 0.3241
0.7244 0.3205
0.8031 0.3304
0.8819 0.3343
0.9606 0.3197
1.0394 0.2998
1.1181 0.2922
1.1969 0.2492
1.2756 0.2028
1.3543 0.1833
1.4331 0.1793
1.5118 0.1783
1.5906 0.1759
1.6693 0.1683
1.7480 0.1714
1.8268 0.1861
1.9055 0.2003
1.9843 0.2159
2.0630 0.2272
2.1417 0.2280
2.2205 0.2240
2.2992 0.2281
2.3780 0.2466
2.4567 0.2680
2.5354 0.2828
2.6142 0.3000
2.6929 0.3220
2.7717 0.3578
2.8504 0.3765
2.9291 0.3811
3.0079 0.3890
3.0866 0.4030
3.1654 0.4315
3.2441 0.4601
3.3228 0.4569
3.4016 0.4417
3.4803 0.4276
3.5591 0.4095
3.6378 0.3832
3.7165 0.3358
3.7953 0.2948
3.8740 0.2700
3.9528 0.2326
