# Y/D TKE
-4.0000 0.1934
-3.9213 0.1777
-3.8425 0.1890
-3.7638 0.1984
-3.6850 0.2013
-3.6063 0.2025
-3.5276 0.2062
-3.4488 0.2056
-3.3701 0.2033
-3.2913 0.2038
-3.2126 0.1954
-3.1339 0.1774
-3.0551 0.1571
-2.9764 0.1457
-2.8976 0.1374
-2.8189 0.1315
-2.7402 0.1301
-2.6614 0.1422
-2.5827 0.1649
-2.5039 0.1839
-2.4252 0.1916
-2.3465 0.1930
-2.2677 0.1905
-2.1890 0.1846
-2.1102 0.1841
-2.0315 0.2024
-1.9528 0.2454
-1.8740 0.2947
-1.7953 0.3430
-1.7165 0.4178
-1.6378 0.4924
-1.5591 0.5083
-1.4803 0.4600
-1.4016 0.3579
-1.3228 0.2489
-1.2441 0.2052
-1.1654 0.2029
-1.0866 0.2179
-1.0079 0.2372
-0.9291 0.2788
-0.8504 0.3276
-0.7717 0.3758
-0.6929 0.4194
-0.6142 0.4671
-0.5354 0.4627
-0.4567 0.4131
-0.3780 0.3828
-0.2992 0.3828
-0.2205 0.3931
-0.1417 0.3932
-0.0630 0.3904
0.0157 0.3829
0.0945 0.3619
0.1732 0.3299
0.2520 0.2919
0.3307 0.2885
0.4094 0.3019
0.4882 0.2935
0.5669 0.3015
0.6457 0.3215
0.7244 0.3232
0.8031 0.3121
0.8819 0.3060
0.9606 0.3020
1.0394 0.2838
1.1181 0.2726
1.1969 0.2746
1.2756 0.2416
1.3543 0.1928
1.4331 0.1719
1.5118 0.1680
1.5906 0.1689
1.6693 0.1713
1.7480 0.1660
1.8268 0.1643
1.9055 0.1707
1.9843 0.1864
2.0630 0.2024
2.1417 0.2085
2.2205 0.2126
2.2992 0.2212
2.3780 0.2332
2.4567 0.2587
2.5354 0.2769
2.6142 0.2780
2.6929 0.2950
2.7717 0.3419
2.8504 0.3901
2.9291 0.4067
3.0079 0.3994
3.0866 0.3853
3.1654 0.3822
3.2441 0.4142
3.3228 0.4458
3.4016 0.4534
3.4803 0.4460
3.5591 0.4338
3.6378 0.4208
3.7165 0.4150
3.7953 0.3894
3.8740 0.3434
3.9528 0.3032
