# Y/D TKE
-4.0000 0.1639
-3.9213 0.1762
-3.8425 0.1874
-3.7638 0.1821
-3.6850 0.1782
-3.6063 0.1845
-3.5276 0.1912
-3.4488 0.1921
-3.3701 0.1918
-3.2913 0.1895
-3.2126 0.1945
-3.1339 0.1948
-3.0551 0.1879
-2.9764 0.1806
-2.8976 0.1784
-2.8189 0.1711
-2.7402 0.1765
-2.6614 0.1962
-2.5827 0.2128
-2.5039 0.2373
-2.4252 0.2675
-2.3465 0.2763
-2.2677 0.2847
-2.1890 0.3233
-2.1102 0.3307
-2.0315 0.2960
-1.9528 0.2504
-1.8740 0.2364
-1.7953 0.2370
-1.7165 0.2433
-1.6378 0.2620
-1.5591 0.2987
-1.4803 0.3342
-1.4016 0.3477
-1.3228 0.3526
-1.2441 0.3798
-1.1654 0.4251
-1.0866 0.4635
-1.0079 0.4728
-0.9291 0.4644
-0.8504 0.4778
-0.7717 0.4832
-0.6929 0.4457
-0.6142 0.4215
-0.5354 0.3960
-0.4567 0.3750
-0.3780 0.3820
-0.2992 0.3943
-0.2205 0.4110
-0.1417 0.4097
-0.0630 0.3972
0.0157 0.4059
0.0945 0.4180
0.1732 0.4118
0.2520 0.3959
0.3307 0.3649
0.4094 0.3318
0.4882 0.3051
0.5669 0.2799
0.6457 0.2434
0.7244 0.2049
0.8031 0.1870
0.8819 0.2039
0.9606 0.2235
1.0394 0.2285
1.1181 0.2273
1.1969 0.2156
1.2756 0.1998
1.3543 0.1979
1.4331 0.2067
1.5118 0.2063
1.5906 0.2039
1.6693 0.2259
1.7480 0.2480
1.8268 0.2394
1.9055 0.2235
1.9843 0.2111
2.0630 0.1996
2.1417 0.1799
2.2205 0.1667
2.2992 0.1745
2.3780 0.2004
2.4567 0.2282
2.5354 0.2564
2.6142 0.2738
2.6929 0.2738
2.7717 0.2772
2.8504 0.2795
2.9291 0.2626
3.0079 0.2431
3.0866 0.2251
3.1654 0.1910
3.2441 0.1504
3.3228 0.1332
3.4016 0.1340
3.4803 0.1340
3.5591 0.1263
3.6378 0.1217
3.7165 0.1191
3.7953 0.1127
3.8740 0.1068
3.9528 0.1040
