# Y/D U V W
-4.0000 6.5027 -0.0781 -0.1182
-3.9213 6.5171 -0.0626 -0.1358
-3.8425 6.5297 -0.0364 -0.1328
-3.7638 6.5464 -0.0108 -0.1340
-3.6850 6.5664 0.0082 -0.1430
-3.6063 6.5927 0.0240 -0.1515
-3.5276 6.6229 0.0399 -0.1689
-3.4488 6.6359 0.0535 -0.1829
-3.3701 6.6225 0.0640 -0.1694
-3.2913 6.6289 0.0790 -0.1491
-3.2126 6.6746 0.1062 -0.1440
-3.1339 6.7167 0.1336 -0.1518
-3.0551 6.7317 0.1507 -0.1668
-2.9764 6.7413 0.1642 -0.1759
-2.8976 6.7625 0.1760 -0.1844
-2.8189 6.7814 0.1845 -0.2016
-2.7402 6.7876 0.1922 -0.2114
-2.6614 6.7884 0.2030 -0.2190
-2.5827 6.7838 0.2165 -0.2225
-2.5039 6.7644 0.2216 -0.2228
-2.4252 6.7376 0.2238 -0.2147
-2.3465 6.6955 0.2456 -0.1880
-2.2677 6.6563 0.2815 -0.1561
-2.1890 6.6114 0.3098 -0.1262
-2.1102 6.5730 0.3233 -0.0959
-2.0315 6.5432 0.3347 -0.0810
-1.9528 6.5343 0.3448 -0.1093
-1.8740 6.5184 0.3452 -0.1520
-1.7953 6.4856 0.3440 -0.1768
-1.7165 6.4571 0.3437 -0.1768
-1.6378 6.4244 0.3454 -0.1449
-1.5591 6.4088 0.3483 -0.1189
-1.4803 6.4002 0.3501 -0.0938
-1.4016 6.3521 0.3506 -0.0725
-1.3228 6.2696 0.3513 -0.0431
-1.2441 6.2133 0.3618 0.0135
-1.1654 6.1844 0.3789 0.0697
-1.0866 6.1541 0.3847 0.1196
-1.0079 6.1169 0.3764 0.1756
-0.9291 6.0866 0.3740 0.2477
-0.8504 6.0534 0.3776 0.2880
-0.7717 6.0764 0.3725 0.2619
-0.6929 6.1368 0.3689 0.2109
-0.6142 6.2018 0.3827 0.1617
-0.5354 6.2743 0.4091 0.1226
-0.4567 6.3327 0.4286 0.0750
-0.3780 6.3732 0.4324 0.0272
-0.2992 6.3873 0.4341 0.0046
-0.2205 6.3733 0.4490 -0.0102
-0.1417 6.3633 0.4700 -0.0420
-0.0630 6.3897 0.4793 -0.0707
0.0157 6.4680 0.4746 -0.0666
0.0945 6.5382 0.4636 -0.0882
0.1732 6.5538 0.4513 -0.1292
0.2520 6.5597 0.4450 -0.1421
0.3307 6.5993 0.4500 -0.1337
0.4094 6.6544 0.4613 -0.1041
0.4882 6.6856 0.4731 -0.0822
0.5669 6.6970 0.4822 -0.0885
0.6457 6.7160 0.4899 -0.1044
0.7244 6.7514 0.5024 -0.1207
0.8031 6.7810 0.5174 -0.1382
0.8819 6.7975 0.5368 -0.1503
0.9606 6.8056 0.5635 -0.1555
1.0394 6.8023 0.5841 -0.1569
1.1181 6.8010 0.5897 -0.1684
1.1969 6.7955 0.5874 -0.1832
1.2756 6.7660 0.5844 -0.1829
1.3543 6.7137 0.5799 -0.1573
1.4331 6.6674 0.5742 -0.1130
1.5118 6.6512 0.5743 -0.0659
1.5906 6.6391 0.5862 -0.0337
1.6693 6.6153 0.6119 -0.0329
1.7480 6.6029 0.6391 -0.0390
1.8268 6.5806 0.6491 -0.0195
1.9055 6.5286 0.6450 0.0057
1.9843 6.4606 0.6438 -0.0023
2.0630 6.4057 0.6464 -0.0341
2.1417 6.3732 0.6476 -0.0546
2.2205 6.3620 0.6518 -0.0649
2.2992 6.3692 0.6610 -0.0722
2.3780 6.3857 0.6713 -0.0919
2.4567 6.4215 0.6879 -0.1253
2.5354 6.4777 0.7169 -0.1567
2.6142 6.5297 0.7475 -0.1640
2.6929 6.5612 0.7730 -0.1545
2.7717 6.5699 0.7951 -0.1478
2.8504 6.5612 0.8126 -0.1490
2.9291 6.5443 0.8236 -0.1541
3.0079 6.5270 0.8319 -0.1659
3.0866 6.5198 0.8443 -0.1803
3.1654 6.5271 0.8611 -0.1862
3.2441 6.5342 0.8787 -0.1793
3.3228 6.5304 0.8971 -0.1572
3.4016 6.5273 0.9129 -0.1323
3.4803 6.5345 0.9230 -0.1214
3.5591 6.5378 0.9305 -0.1249
3.6378 6.5350 0.9388 -0.1372
3.7165 6.5398 0.9486 -0.1442
3.7953 6.5496 0.9554 -0.1362
3.8740 6.5494 0.9539 -0.1285
3.9528 6.5443 0.9510 -0.1271
