# Y/D TKE
-4.0000 0.2168
-3.9213 0.2115
-3.8425 0.2226
-3.7638 0.2228
-3.6850 0.2224
-3.6063 0.2357
-3.5276 0.2555
-3.4488 0.2564
-3.3701 0.2417
-3.2913 0.2183
-3.2126 0.1884
-3.1339 0.1599
-3.0551 0.1403
-2.9764 0.1385
-2.8976 0.1401
-2.8189 0.1454
-2.7402 0.1538
-2.6614 0.1608
-2.5827 0.1578
-2.5039 0.1675
-2.4252 0.1875
-2.3465 0.2012
-2.2677 0.2057
-2.1890 0.2177
-2.1102 0.2369
-2.0315 0.2600
-1.9528 0.2981
-1.8740 0.3680
-1.7953 0.3820
-1.7165 0.3506
-1.6378 0.3301
-1.5591 0.3020
-1.4803 0.2583
-1.4016 0.2271
-1.3228 0.2230
-1.2441 0.2430
-1.1654 0.2592
-1.0866 0.2810
-1.0079 0.3388
-0.9291 0.4221
-0.8504 0.4861
-0.7717 0.5007
-0.6929 0.4863
-0.6142 0.4451
-0.5354 0.4222
-0.4567 0.4271
-0.3780 0.4428
-0.2992 0.4598
-0.2205 0.4860
-0.1417 0.4773
-0.0630 0.4343
0.0157 0.3988
0.0945 0.3657
0.1732 0.3228
0.2520 0.3065
0.3307 0.3275
0.4094 0.3619
0.4882 0.3487
0.5669 0.3268
0.6457 0.3225
0.7244 0.3235
0.8031 0.3318
0.8819 0.3132
0.9606 0.2994
1.0394 0.2880
1.1181 0.2523
1.1969 0.2100
1.2756 0.1839
1.3543 0.1798
1.4331 0.1849
1.5118 0.1807
1.5906 0.1762
1.6693 0.1824
1.7480 0.1898
1.8268 0.1957
1.9055 0.2032
1.9843 0.2102
2.0630 0.2145
2.1417 0.2111
2.2205 0.2185
2.2992 0.2362
2.3780 0.2578
2.4567 0.2836
2.5354 0.3159
2.6142 0.3367
2.6929 0.3614
2.7717 0.3821
2.8504 0.3968
2.9291 0.4088
3.0079 0.4312
3.0866 0.4574
3.1654 0.4658
3.2441 0.4545
3.3228 0.4310
3.4016 0.3925
3.4803 0.3436
3.5591 0.3023
3.6378 0.2741
3.7165 0.2616
3.7953 0.2332
3.8740 0.2027
3.9528 0.1955
