# Y/D TKE
-4.0000 0.1612
-3.9213 0.1700
-3.8425 0.1905
-3.7638 0.2124
-3.6850 0.2371
-3.6063 0.2517
-3.5276 0.2571
-3.4488 0.2409
-3.3701 0.2165
-3.2913 0.2027
-3.2126 0.1963
-3.1339 0.1900
-3.0551 0.1796
-2.9764 0.1659
-2.8976 0.1573
-2.8189 0.1596
-2.7402 0.1588
-2.6614 0.1569
-2.5827 0.1649
-2.5039 0.1873
-2.4252 0.2158
-2.3465 0.2314
-2.2677 0.2613
-2.1890 0.3098
-2.1102 0.3364
-2.0315 0.3439
-1.9528 0.3487
-1.8740 0.3352
-1.7953 0.3037
-1.7165 0.2849
-1.6378 0.2927
-1.5591 0.3289
-1.4803 0.3595
-1.4016 0.3746
-1.3228 0.3859
-1.2441 0.3987
-1.1654 0.3929
-1.0866 0.3889
-1.0079 0.3961
-0.9291 0.4198
-0.8504 0.4532
-0.7717 0.5106
-0.6929 0.5939
-0.6142 0.6038
-0.5354 0.4919
-0.4567 0.3731
-0.3780 0.3295
-0.2992 0.3072
-0.2205 0.3045
-0.1417 0.2980
-0.0630 0.2836
0.0157 0.2810
0.0945 0.2961
0.1732 0.3371
0.2520 0.3848
0.3307 0.3805
0.4094 0.3554
0.4882 0.3302
0.5669 0.3186
0.6457 0.2959
0.7244 0.2710
0.8031 0.2464
0.8819 0.2203
0.9606 0.2174
1.0394 0.2288
1.1181 0.2331
1.1969 0.2376
1.2756 0.2448
1.3543 0.2353
1.4331 0.2170
1.5118 0.2193
1.5906 0.2197
1.6693 0.2213
1.7480 0.2364
1.8268 0.2625
1.9055 0.2957
1.9843 0.3164
2.0630 0.3091
2.1417 0.2948
2.2205 0.2993
2.2992 0.3247
2.3780 0.3373
2.4567 0.3066
2.5354 0.2567
2.6142 0.2288
2.6929 0.2328
2.7717 0.2507
2.8504 0.2588
2.9291 0.2577
3.0079 0.2591
3.0866 0.2569
3.1654 0.2477
3.2441 0.2526
3.3228 0.2536
3.4016 0.2512
3.4803 0.2390
3.5591 0.2137
3.6378 0.1783
3.7165 0.1557
3.7953 0.1444
3.8740 0.1309
3.9528 0.1161
