# Y/D TKE
-4.0000 0.1710
-3.9213 0.1717
-3.8425 0.1878
-3.7638 0.1929
-3.6850 0.1943
-3.6063 0.2028
-3.5276 0.2023
-3.4488 0.2018
-3.3701 0.1982
-3.2913 0.2047
-3.2126 0.2041
-3.1339 0.2004
-3.0551 0.2038
-2.9764 0.1915
-2.8976 0.1718
-2.8189 0.1632
-2.7402 0.1782
-2.6614 0.2101
-2.5827 0.2341
-2.5039 0.2584
-2.4252 0.2931
-2.3465 0.3005
-2.2677 0.3202
-2.1890 0.3349
-2.1102 0.3153
-2.0315 0.2637
-1.9528 0.2269
-1.8740 0.2293
-1.7953 0.2440
-1.7165 0.2726
-1.6378 0.3029
-1.5591 0.3300
-1.4803 0.3320
-1.4016 0.3277
-1.3228 0.3625
-1.2441 0.4059
-1.1654 0.4555
-1.0866 0.4917
-1.0079 0.4732
-0.9291 0.4581
-0.8504 0.4705
-0.7717 0.4530
-0.6929 0.4296
-0.6142 0.4186
-0.5354 0.3912
-0.4567 0.3952
-0.3780 0.4319
-0.2992 0.4535
-0.2205 0.4563
-0.1417 0.4881
-0.0630 0.5059
0.0157 0.4875
0.0945 0.4693
0.1732 0.4364
0.2520 0.3684
0.3307 0.3207
0.4094 0.2900
0.4882 0.2649
0.5669 0.2382
0.6457 0.2103
0.7244 0.1959
0.8031 0.2115
0.8819 0.2351
0.9606 0.2310
1.0394 0.2233
1.1181 0.2140
1.1969 0.2003
1.2756 0.2005
1.3543 0.2063
1.4331 0.2012
1.5118 0.1890
1.5906 0.1780
1.6693 0.1692
1.7480 0.1635
1.8268 0.1623
1.9055 0.1653
1.9843 0.1664
2.0630 0.1604
2.1417 0.1528
2.2205 0.1641
2.2992 0.1919
2.3780 0.2288
2.4567 0.2418
2.5354 0.2312
2.6142 0.2286
2.6929 0.2492
2.7717 0.2650
2.8504 0.2577
2.9291 0.2308
3.0079 0.1970
3.0866 0.1738
3.1654 0.1650
3.2441 0.1700
3.3228 0.1761
3.4016 0.1695
3.4803 0.1587
3.5591 0.1494
3.6378 0.1390
3.7165 0.1287
3.7953 0.1214
3.8740 0.1136
3.9528 0.1064
