# Y/D U V W
-4.0000 6.3920 0.0511 -0.0904
-3.9213 6.4363 0.0524 -0.0974
-3.8425 6.4800 0.0599 -0.0944
-3.7638 6.4995 0.0766 -0.0981
-3.6850 6.5206 0.0951 -0.1051
-3.6063 6.5364 0.1095 -0.1181
-3.5276 6.5439 0.1269 -0.1292
-3.4488 6.5362 0.1514 -0.1296
-3.3701 6.5446 0.1706 -0.1350
-3.2913 6.5707 0.1788 -0.1434
-3.2126 6.5976 0.1824 -0.1397
-3.1339 6.6232 0.1890 -0.1336
-3.0551 6.6332 0.1968 -0.1353
-2.9764 6.6485 0.2018 -0.1387
-2.8976 6.6642 0.2048 -0.1420
-2.8189 6.6734 0.2071 -0.1561
-2.7402 6.6719 0.2103 -0.1744
-2.6614 6.6857 0.2154 -0.1777
-2.5827 6.6971 0.2205 -0.1668
-2.5039 6.6939 0.2248 -0.1551
-2.4252 6.6632 0.2299 -0.1372
-2.3465 6.6222 0.2354 -0.1299
-2.2677 6.5949 0.2396 -0.1284
-2.1890 6.5948 0.2435 -0.1103
-2.1102 6.5925 0.2512 -0.1105
-2.0315 6.5663 0.2643 -0.1368
-1.9528 6.5504 0.2747 -0.1456
-1.8740 6.5210 0.2755 -0.1521
-1.7953 6.4760 0.2697 -0.1560
-1.7165 6.4521 0.2640 -0.1465
-1.6378 6.4046 0.2673 -0.1053
-1.5591 6.3538 0.2824 -0.0359
-1.4803 6.3330 0.2987 0.0452
-1.4016 6.3115 0.3024 0.1112
-1.3228 6.2554 0.2983 0.1554
-1.2441 6.2275 0.2951 0.1862
-1.1654 6.2358 0.2909 0.1685
-1.0866 6.2687 0.2947 0.1160
-1.0079 6.3177 0.3129 0.0633
-0.9291 6.3578 0.3454 0.0262
-0.8504 6.4138 0.3889 -0.0254
-0.7717 6.4462 0.4220 -0.0803
-0.6929 6.4372 0.4279 -0.1107
-0.6142 6.4145 0.4219 -0.1258
-0.5354 6.3707 0.4222 -0.1018
-0.4567 6.3422 0.4274 -0.0434
-0.3780 6.3610 0.4328 -0.0123
-0.2992 6.4027 0.4363 -0.0189
-0.2205 6.4474 0.4422 -0.0364
-0.1417 6.5080 0.4525 -0.0612
-0.0630 6.5853 0.4597 -0.0841
0.0157 6.6432 0.4629 -0.0981
0.0945 6.6849 0.4712 -0.1201
0.1732 6.7415 0.4872 -0.1274
0.2520 6.7997 0.5014 -0.1398
0.3307 6.8226 0.5061 -0.1680
0.4094 6.8267 0.5054 -0.1793
0.4882 6.8261 0.5077 -0.1618
0.5669 6.8147 0.5088 -0.1388
0.6457 6.7924 0.4997 -0.1343
0.7244 6.7537 0.4845 -0.1349
0.8031 6.7071 0.4784 -0.1207
0.8819 6.6544 0.4836 -0.0933
0.9606 6.5776 0.4921 -0.0875
1.0394 6.5025 0.4986 -0.0711
1.1181 6.4478 0.5007 -0.0307
1.1969 6.4092 0.5045 -0.0200
1.2756 6.4059 0.5156 -0.0310
1.3543 6.4453 0.5307 -0.0122
1.4331 6.5003 0.5459 0.0182
1.5118 6.5388 0.5607 0.0069
1.5906 6.5378 0.5749 -0.0218
1.6693 6.5231 0.5977 -0.0244
1.7480 6.5030 0.6319 -0.0370
1.8268 6.4836 0.6603 -0.0858
1.9055 6.4800 0.6704 -0.1306
1.9843 6.4928 0.6689 -0.1430
2.0630 6.5164 0.6699 -0.1402
2.1417 6.5409 0.6793 -0.1460
2.2205 6.5556 0.6933 -0.1542
2.2992 6.5568 0.7055 -0.1598
2.3780 6.5459 0.7147 -0.1527
2.4567 6.5369 0.7248 -0.1330
2.5354 6.5332 0.7399 -0.1269
2.6142 6.5336 0.7578 -0.1412
2.6929 6.5462 0.7695 -0.1560
2.7717 6.5650 0.7663 -0.1537
2.8504 6.5720 0.7552 -0.1394
2.9291 6.5765 0.7546 -0.1404
3.0079 6.5768 0.7687 -0.1558
3.0866 6.5646 0.7889 -0.1608
3.1654 6.5436 0.8082 -0.1462
3.2441 6.5243 0.8243 -0.1312
3.3228 6.5072 0.8370 -0.1278
3.4016 6.4876 0.8444 -0.1244
3.4803 6.4741 0.8463 -0.1085
3.5591 6.4802 0.8451 -0.0901
3.6378 6.4786 0.8497 -0.0831
3.7165 6.4548 0.8670 -0.0846
3.7953 6.4247 0.8907 -0.0867
3.8740 6.3885 0.9073 -0.0873
3.9528 6.3429 0.9136 -0.0848
