# Y/D TKE
-4.0000 0.1657
-3.9213 0.1717
-3.8425 0.1754
-3.7638 0.1754
-3.6850 0.1770
-3.6063 0.1831
-3.5276 0.1918
-3.4488 0.2125
-3.3701 0.2168
-3.2913 0.1977
-3.2126 0.1838
-3.1339 0.1805
-3.0551 0.1777
-2.9764 0.1701
-2.8976 0.1666
-2.8189 0.1692
-2.7402 0.1736
-2.6614 0.1881
-2.5827 0.2063
-2.5039 0.2207
-2.4252 0.2324
-2.3465 0.2636
-2.2677 0.2895
-2.1890 0.3150
-2.1102 0.3331
-2.0315 0.3215
-1.9528 0.3112
-1.8740 0.3062
-1.7953 0.2916
-1.7165 0.2754
-1.6378 0.2666
-1.5591 0.2713
-1.4803 0.2986
-1.4016 0.3253
-1.3228 0.3392
-1.2441 0.3656
-1.1654 0.3956
-1.0866 0.4425
-1.0079 0.4707
-0.9291 0.4972
-0.8504 0.5269
-0.7717 0.5359
-0.6929 0.4775
-0.6142 0.4113
-0.5354 0.3777
-0.4567 0.3606
-0.3780 0.3647
-0.2992 0.3549
-0.2205 0.3422
-0.1417 0.3526
-0.0630 0.3612
0.0157 0.3601
0.0945 0.3611
0.1732 0.3686
0.2520 0.3590
0.3307 0.3353
0.4094 0.3265
0.4882 0.3435
0.5669 0.3495
0.6457 0.3078
0.7244 0.2437
0.8031 0.2044
0.8819 0.2012
0.9606 0.2133
1.0394 0.2273
1.1181 0.2337
1.1969 0.2209
1.2756 0.2028
1.3543 0.1905
1.4331 0.1931
1.5118 0.2080
1.5906 0.2277
1.6693 0.2534
1.7480 0.2837
1.8268 0.2951
1.9055 0.2783
1.9843 0.2528
2.0630 0.2418
2.1417 0.2333
2.2205 0.2166
2.2992 0.1945
2.3780 0.1816
2.4567 0.1937
2.5354 0.2253
2.6142 0.2530
2.6929 0.2703
2.7717 0.2731
2.8504 0.2702
2.9291 0.2681
3.0079 0.2582
3.0866 0.2419
3.1654 0.2276
3.2441 0.2098
3.3228 0.1808
3.4016 0.1557
3.4803 0.1438
3.5591 0.1354
3.6378 0.1264
3.7165 0.1197
3.7953 0.1153
3.8740 0.1103
3.9528 0.1036
