# Y/D TKE
-4.0000 0.1774
-3.9213 0.1968
-3.8425 0.2266
-3.7638 0.2441
-3.6850 0.2443
-3.6063 0.2414
-3.5276 0.2385
-3.4488 0.2181
-3.3701 0.1960
-3.2913 0.1892
-3.2126 0.1907
-3.1339 0.1837
-3.0551 0.1744
-2.9764 0.1659
-2.8976 0.1524
-2.8189 0.1447
-2.7402 0.1498
-2.6614 0.1505
-2.5827 0.1539
-2.5039 0.1678
-2.4252 0.1926
-2.3465 0.2162
-2.2677 0.2353
-2.1890 0.2716
-2.1102 0.3049
-2.0315 0.3187
-1.9528 0.3274
-1.8740 0.3047
-1.7953 0.2609
-1.7165 0.2528
-1.6378 0.2818
-1.5591 0.3078
-1.4803 0.3223
-1.4016 0.3285
-1.3228 0.3405
-1.2441 0.3814
-1.1654 0.4110
-1.0866 0.4229
-1.0079 0.4203
-0.9291 0.4214
-0.8504 0.4383
-0.7717 0.4828
-0.6929 0.5393
-0.6142 0.5472
-0.5354 0.5191
-0.4567 0.4658
-0.3780 0.3900
-0.2992 0.3283
-0.2205 0.3364
-0.1417 0.3739
-0.0630 0.3607
0.0157 0.3196
0.0945 0.3066
0.1732 0.3067
0.2520 0.3223
0.3307 0.3409
0.4094 0.3444
0.4882 0.3444
0.5669 0.3331
0.6457 0.3054
0.7244 0.2722
0.8031 0.2567
0.8819 0.2415
0.9606 0.2266
1.0394 0.2380
1.1181 0.2456
1.1969 0.2230
1.2756 0.2070
1.3543 0.2189
1.4331 0.2333
1.5118 0.2290
1.5906 0.2199
1.6693 0.2126
1.7480 0.2122
1.8268 0.2249
1.9055 0.2453
1.9843 0.2769
2.0630 0.3049
2.1417 0.3291
2.2205 0.3508
2.2992 0.3728
2.3780 0.3891
2.4567 0.3938
2.5354 0.3741
2.6142 0.3381
2.6929 0.3122
2.7717 0.3005
2.8504 0.2939
2.9291 0.2880
3.0079 0.2708
3.0866 0.2530
3.1654 0.2471
3.2441 0.2458
3.3228 0.2420
3.4016 0.2341
3.4803 0.2389
3.5591 0.2445
3.6378 0.2288
3.7165 0.2004
3.7953 0.1854
3.8740 0.1762
3.9528 0.1616
