# X VX VY VY VZ
-1.020000000000000000e+03 -8.104293785324905297e-01 8.526731854790007503e+00 2.480323159762691243e-01
-1.010000000000000000e+03 -8.113349574171061507e-01 8.540064907906980807e+00 2.460975465296001696e-01
-1.000000000000000000e+03 -8.112730402392042128e-01 8.554027846019833348e+00 2.443377783250968993e-01
-9.900000000000000000e+02 -8.089700503232075679e-01 8.567798637286598407e+00 2.427584050493008794e-01
-9.800000000000000000e+02 -8.057157898955930042e-01 8.581568366295138972e+00 2.413213611334833752e-01
-9.700000000000000000e+02 -8.014212295670516406e-01 8.594158030099803725e+00 2.390077691193454590e-01
-9.600000000000000000e+02 -7.983626545369276739e-01 8.606764119493742982e+00 2.334650387111204262e-01
-9.500000000000000000e+02 -7.950902332726216271e-01 8.616653698112546778e+00 2.260988546474226590e-01
-9.400000000000000000e+02 -7.911248410288921340e-01 8.624414256654551636e+00 2.190813944116321021e-01
-9.300000000000000000e+02 -7.850193419264920314e-01 8.629959964669538408e+00 2.112219655283207320e-01
-9.200000000000000000e+02 -7.777596614190125379e-01 8.632006149862789357e+00 2.053227086239131916e-01
-9.100000000000000000e+02 -7.689233913952887578e-01 8.632563431744422644e+00 1.978569527612316081e-01
-9.000000000000000000e+02 -7.587914830625153151e-01 8.630230116284359099e+00 1.933655749571143445e-01
-8.900000000000000000e+02 -7.488586348550032579e-01 8.629168230854430632e+00 1.858620932450487651e-01
-8.800000000000000000e+02 -7.377917074357549510e-01 8.625217055391736665e+00 1.821238601567370108e-01
-8.700000000000000000e+02 -7.282509651509901927e-01 8.624476693841733876e+00 1.754231533701231804e-01
-8.600000000000000000e+02 -7.183957406168811621e-01 8.621432353378409630e+00 1.718707279426715528e-01
-8.500000000000000000e+02 -7.118683808550617664e-01 8.625341635170945764e+00 1.671211876167012500e-01
-8.400000000000000000e+02 -7.104043023174561045e-01 8.635708933061518877e+00 1.617578844497633839e-01
-8.300000000000000000e+02 -7.108018958675800247e-01 8.649753330426563025e+00 1.544429134711090279e-01
-8.200000000000000000e+02 -7.113641670640786785e-01 8.664888197822149252e+00 1.462850044293674545e-01
-8.100000000000000000e+02 -7.126963961946702897e-01 8.678812194789903955e+00 1.388624367859421782e-01
-8.000000000000000000e+02 -7.138379045678698853e-01 8.694112684046038098e+00 1.298260687329606256e-01
-7.900000000000000000e+02 -7.133061727344219838e-01 8.706141523279518069e+00 1.235813783244517072e-01
-7.800000000000000000e+02 -7.121504761053190080e-01 8.720565332672125081e+00 1.154562717675648997e-01
-7.700000000000000000e+02 -7.086899626701589350e-01 8.731363685028817656e+00 1.096225388834066172e-01
-7.600000000000000000e+02 -7.070898238873506436e-01 8.742923207135367747e+00 1.018197304855257279e-01
-7.500000000000000000e+02 -7.042211949827447137e-01 8.754560866967356247e+00 9.735859915777916873e-02
-7.400000000000000000e+02 -7.045380113065397021e-01 8.764482419434230565e+00 9.316155064458563062e-02
-7.300000000000000000e+02 -7.022644485184542651e-01 8.782271557591442956e+00 9.183541927397073645e-02
-7.200000000000000000e+02 -7.020196880415251472e-01 8.791293263320124396e+00 9.288404303976130483e-02
-7.100000000000000000e+02 -7.003337868350232309e-01 8.809295793220593751e+00 9.174958067447723520e-02
-7.000000000000000000e+02 -6.996608404429003336e-01 8.815767613893944699e+00 9.355541694376737216e-02
-6.900000000000000000e+02 -6.977555036175773218e-01 8.833996585336677754e+00 9.162214956443980041e-02
-6.800000000000000000e+02 -6.955080446207289047e-01 8.838346447595874622e+00 9.300298604794848822e-02
-6.700000000000000000e+02 -6.936864584682450596e-01 8.854232566286816208e+00 9.097037344700363570e-02
-6.600000000000000000e+02 -6.895039243010464558e-01 8.856322762445415719e+00 9.246996547818393808e-02
-6.500000000000000000e+02 -6.857418139593778328e-01 8.868610736463105937e+00 9.059415688413957612e-02
-6.400000000000000000e+02 -6.777684353799239281e-01 8.868278117728666032e+00 9.199574021782357114e-02
-6.300000000000000000e+02 -6.722676089557642065e-01 8.878006570209919346e+00 9.139486373566400867e-02
-6.200000000000000000e+02 -6.650530714549685030e-01 8.877496255738574149e+00 8.983082946533005320e-02
-6.100000000000000000e+02 -6.633678498872813689e-01 8.885084525598815119e+00 8.628907566399154905e-02
-6.000000000000000000e+02 -6.600950713879273346e-01 8.885151923565041798e+00 8.109804926595233499e-02
-5.900000000000000000e+02 -6.582937700316591201e-01 8.889778335787580588e+00 7.685315218392485548e-02
-5.800000000000000000e+02 -6.541619007053791623e-01 8.887110394099956068e+00 7.039746680363365150e-02
-5.700000000000000000e+02 -6.533397237696652038e-01 8.888489029291832821e+00 6.661122677247675872e-02
-5.600000000000000000e+02 -6.479147366356282634e-01 8.884400911448938842e+00 5.997991836161020024e-02
-5.500000000000000000e+02 -6.476888349672264011e-01 8.882288135772329341e+00 5.612516053731656657e-02
-5.400000000000000000e+02 -6.432614131003947522e-01 8.878092300835442430e+00 4.892503216625916640e-02
-5.300000000000000000e+02 -6.445026645034721557e-01 8.873694143804526036e+00 4.670899686580816390e-02
-5.200000000000000000e+02 -6.395740019014722888e-01 8.867372012060640074e+00 3.911499130669850860e-02
-5.100000000000000000e+02 -6.418900495216315338e-01 8.861872951103622498e+00 3.968328670828852323e-02
-5.000000000000000000e+02 -6.354880390145438707e-01 8.852394167904167332e+00 3.872949539771095712e-02
-4.900000000000000000e+02 -6.351017612999413364e-01 8.843834803613184192e+00 4.288753465785071634e-02
-4.800000000000000000e+02 -6.277021690352203587e-01 8.839453953280470344e+00 4.503521754755250572e-02
