f,Suu,Svv,Sww
0.0,0.0,0.0,0.0
0.00019998000199980003,0.0005304518416225912,1.7064993727641117e-05,9.179426461281258e-06
0.00039996000399960006,0.0003834429484831837,2.5952954754850058e-05,2.6337439270569377e-05
0.0005999400059994001,0.0005841658064734017,7.9211595870974e-05,2.4667159891092506e-05
0.0007999200079992001,0.0007384896783679618,5.2789047605847045e-05,2.445863811095466e-05
0.000999900009999,0.001498871137284402,0.00011561469431901673,6.12569777420515e-05
0.0011998800119988001,0.001695251373604156,0.00012305081682726577,3.189006149843425e-05
0.0013998600139986002,0.0012475008807468246,8.476077169783989e-05,8.790825296871268e-05
0.0015998400159984002,0.0021758730562015127,0.0004148701860773464,0.00010194629239280932
0.0017998200179982,0.0026225804169192567,0.00039955139612602586,4.2845058021905396e-05
0.001999800019998,0.0027282800384240643,0.00041311076461651703,9.833658577964986e-05
0.0021997800219978004,0.001247186143693618,0.00037018724526168863,6.97112938295216e-05
0.0023997600239976003,0.0019002052043480577,0.00031211863271159965,0.00011750866807695957
0.0025997400259974,0.0031363619593956743,0.0006144779588774952,0.00014085591699623243
0.0027997200279972004,0.001366534869314055,0.00024559282892653363,9.24214343820157e-05
0.0029997000299970002,0.001888139520191157,0.00026639803386100996,0.0001270442659921548
0.0031996800319968005,0.0014447432142087868,0.00041710673705139847,0.00012543237643968056
0.0033996600339966003,0.0021641395910946114,0.00033529835419946234,0.00012638724051270442
0.0035996400359964,0.0016859832321457458,0.00023890589050823302,9.225746352233034e-05
0.0037996200379962005,0.003266652446792697,0.0004603179246626797,0.00010353174037183401
0.003999600039996,0.0014550224273312052,0.0003496793067389399,0.00015735288280421014
0.004199580041995801,0.0022275787905306596,0.0004620752929763505,0.00011495417275024232
0.004399560043995601,0.001933073309847308,0.0009815841810939666,8.853538191358284e-05
0.0045995400459954,0.0019860613631547262,0.0003516615474132555,8.588774429641848e-05
0.0047995200479952005,0.0013119474612623256,0.000843407948328602,0.00010774868866622002
0.004999500049995001,0.002123410176018635,0.0005339760874214826,0.00013323972332126866
0.0051994800519948,0.0021014326217332004,0.00038905186689240396,0.0001202940835668586
0.0053994600539946005,0.0016533470757621167,0.0008034036558401362,0.00011351164894795645
0.005599440055994401,0.0014154935804031885,0.00046745690530553306,0.00012138096627913674
0.0057994200579942,0.0034969169541936027,0.0003153017711300486,0.00015771742692653227
0.0059994000599940004,0.0028494024509078597,0.0010389066513246277,0.00019263270113923007
0.006199380061993801,0.001956575357159315,0.0008262236749405637,0.00010259093290388769
0.006399360063993601,0.0013854753629203894,0.0005377549346258471,7.784808468513978e-05
0.0065993400659934,0.0020614166345387964,0.00040169955048618457,0.00010701442619119604
0.006799320067993201,0.0019750190460312467,0.0008666191700462923,0.0001403439193791919
0.006999300069993001,0.0026958010314701813,0.0007009016986633382,0.0001211008870012969
0.0071992800719928,0.0017077768803157708,0.0006878377494165728,0.00016459324876627224
0.007399260073992601,0.0019370541354299092,0.0005359702189745348,0.00014970611885394878
0.007599240075992401,0.0020302204683989287,0.0006838187243234651,0.0001778370782988588
0.007799220077992201,0.001339268070510563,0.0006262909767565109,0.00012225652343590397
0.007999200079992,0.002794396690645091,0.0013662950257891328,0.00013173717947475612
0.0081991800819918,0.0017564479111269835,0.0009120134853802499,0.00013095003931599836
0.008399160083991601,0.001618591489735509,0.00044471487173330845,0.00023639795361101785
0.008599140085991401,0.003633866770335459,0.00049207505860507,0.00017076597486296495
0.008799120087991202,0.001869813440897056,0.0008406541643774814,0.0001234694874714217
0.008999100089991,0.002581249049034351,0.0011985641659656386,0.00015794399796689246
0.0091990800919908,0.002192157827183673,0.0010102953587596939,0.00017670915289540239
0.0093990600939906,0.002500158615957369,0.0006316386099054637,0.00015242991018688413
0.009599040095990401,0.0016521577691666067,0.0008132209023228635,0.00011405199721074544
0.009799020097990201,0.002099006178188459,0.0006035007438899306,0.0001928170120279328
0.009999000099990002,0.0022500075681033804,0.0007082037475466343,0.00023507047026250972
0.010198980101989802,0.001696070944297442,0.0009094452938121267,0.00017291178374405835
0.0103989601039896,0.0017497926465707316,0.001283177430304227,0.00019084996688541222
0.0105989401059894,0.00160952523413878,0.0012824376961823778,0.00021780328098611963
0.010798920107989201,0.0024283108234018163,0.0007834869105754333,0.00026131692937135075
0.010998900109989001,0.002018648188938751,0.0006714792142933812,0.00022922240114824855
0.011198880111988802,0.0017940917233554565,0.0007375630318817979,0.00017737233370282215
0.011398860113988602,0.0019079384045606101,0.0012006961063080403,0.00026653356790843984
