xi,RijLong,RijLat
0.0,1.0,1.0
10.0,0.9866314483226846,0.955345763992928
20.0,0.9498247139415971,0.8422087990262587
30.0,0.897531032753359,0.7013746987852363
40.0,0.8385440038441675,0.5637506968806502
50.0,0.7795028076953663,0.44170079225822934
60.0,0.7239160081767413,0.33726965581721047
70.71067811865476,0.6578947002338315,0.24620616910908058
80.62257748298549,0.6137347478576933,0.16710439984743794
90.55385138137417,0.5733607727059815,0.09631435142515084
100.4987562112089,0.5366220540061453,0.03515255344833158
110.45361017187261,0.5031360540701705,-0.016021117870282955
120.41594578792295,0.47243382285824714,-0.05830236615627186
130.38404810405297,0.4442566045611749,-0.09095067044220669
140.356688476182,0.41836985619582767,-0.11433606819752427
150.33296378372907,0.3943743236356607,-0.13005019060958695
160.31219541881399,0.37195767982605843,-0.1404453811291258
170.29386365926402,0.3509541862034211,-0.1481700195149579
180.27756377319946,0.3311385794750478,-0.15510216626647252
190.26297590440447,0.3123006314106461,-0.16375971342267037
200.9975124224178,0.288569299644887,-0.17382161461276568
210.95023109728987,0.27291332370708005,-0.18223243648456744
220.90722034374522,0.25801547013173015,-0.18749154092044987
230.8679276123039,0.24384904807743923,-0.1891637666644386
240.8318915758459,0.23028608003768472,-0.18768987454082584
250.79872407968904,0.21736170553810158,-0.18366066439647383
260.76809620810593,0.2052010468926147,-0.17815526420677813
270.7397274136177,0.1938488314358401,-0.1705411716660191
280.713376952364,0.1833857023865464,-0.15949038681074282
290.68883707497264,0.17389114055027155,-0.14564195147859565
300.66592756745814,0.16521097735336007,-0.12996751319231115
310.64449134018133,0.15712595222942216,-0.11216109532641004
320.62439083762797,0.1496349659414749,-0.09215340542330808
330.6055050963308,0.14266559941935075,-0.07320434111709882
341.32096331752024,0.13734675182526412,-0.054783691484185715
351.2833614050059,0.13051615876221045,-0.03795217252454499
361.24783736376884,0.12367810409994609,-0.021821362226315307
371.2142238654117,0.11674914975651327,-0.006590887189975597
381.18237105091833,0.10975427120546534,0.007727948100715617
391.1521443121589,0.1027458568014868,0.021220994164542487
401.1234224026316,0.09564178340451356,0.03522475326445131
411.0960958218893,0.08843507950664412,0.04966635986547645
421.070065428546,0.0813066377524911,0.06310418095231927
431.0452412450461,0.07435789711125058,0.07367932535449985
441.02154142399894,0.06759577357283683,0.08032676656373625
450.99889135118724,0.0611830740340989,0.08353120723250142
460.9772228646444,0.055312650998067925,0.08369232804850478
471.6990566028302,0.052592758790214376,0.07937097132667609
481.6637831516918,0.047607213054381044,0.07198204513463274
491.62994213127416,0.04291822214320485,0.06403536646200853
501.5974481593781,0.03851771932185494,0.05620440257932221
511.5662224971465,0.03429088902411983,0.04806640661381329
521.5361924162119,0.030197470725021196,0.03793739048394593
531.5072906367325,0.02624192193260309,0.025043010669656893
541.4794548272354,0.02237083894245976,0.011552066080169936
551.4526271584895,0.01859987468769475,0.0002613860249330597
561.426753904728,0.015035701692540206,-0.006601468052288836
571.4017850864661,0.011631853773602083,-0.010623903654191913
581.3776741499453,0.00829538497767509,-0.013813554189813502
591.3543776789007,0.0051128697060377525,-0.01573765221358781
602.0797289396148,0.003805307913648426,-0.018249541768615606
612.0457499239742,0.0011069606718014336,-0.01913934904371336
622.0128616033594,-0.0013532821638944936,-0.02158957748343429
631.9810123729984,-0.003517095699437623,-0.02362896595621885
641.9501538281613,-0.005392238251126201,-0.021970654618567495
651.9202405202649,-0.007030935844849698,-0.01874612473345167
661.8912297349165,-0.008473465261101763,-0.016273907025977016
671.863081289633,-0.009705786801726173,-0.012810284300056927
681.8357573492315,-0.01070000822464532,-0.0074557023832326486
691.8092222571191,-0.011422706354739026,-0.002146883370635946
701.78344238091,-0.011863331583391985,0.000987024388295569
711.7583859709698,-0.012038726297929894,0.0016503932625268269
721.7340230306453,-0.011940948151422265,0.0012305371174061116
732.4616030891995,-0.007094668238566485,0.0013728592206776011
742.4284477308235,-0.007141036932871029,0.002733031052354294
752.3961722390671,-0.007105545796034615,0.0064962562441241815
762.3647421018367,-0.006980238572866087,0.009242721238936125
772.3341245859851,-0.006820532327306299,0.009779899493046829
782.3042886243178,-0.006714787492252091,0.00843253638562872
792.2752047110903,-0.006749670179635649,0.005775534995662016
802.2468448052632,-0.007000450195508078,0.0012347420011577382
812.219182240853,-0.007504763460430691,-0.006191506710320205
822.1921916437786,-0.008238801712263061,-0.014711826060404363
832.1658488546619,-0.009160761087391013,-0.022470799279312507
842.140130857092,-0.010228944251022443,-0.02876488751651948
852.1150157109074,-0.01134301121228499,-0.03346821282252679
862.8441342444185,-0.00860030135320565,-0.032296906681002005
872.8115489611718,-0.009208586856139006,-0.03257787779610034
882.779700718135,-0.009871063754828205,-0.03442357674705406
892.7485648266257,-0.01067430575768325,-0.03778934028151506
902.7181176868004,-0.011621897998857579,-0.04132388920128461
912.6883367283708,-0.01264172651371933,-0.0438566262520197
922.6592003551474,-0.01375654385945804,-0.04364617468455589
932.6306878931231,-0.014985549590153406,-0.039911788775353146
942.6027795418386,-0.01619585116041143,-0.0344065139309445
952.5754563287887,-0.01727614579909921,-0.028455117905610793
962.5487000666511,-0.018225911109420637,-0.023029354486645167
972.5224933131367,-0.019005383919990126,-0.019229018781304563
982.496819333274,-0.019576759351191016,-0.016258483220983964
992.4716620639604,-0.020032022760409746,-0.013770849045931515
1003.1948963187562,-0.014215464276393381,-0.012655594018851494
