# Y/D TKE
-4.0000 0.4202
-3.9213 0.4632
-3.8425 0.4943
-3.7638 0.4909
-3.6850 0.4335
-3.6063 0.3814
-3.5276 0.3358
-3.4488 0.3129
-3.3701 0.2988
-3.2913 0.2876
-3.2126 0.2835
-3.1339 0.2856
-3.0551 0.2993
-2.9764 0.3054
-2.8976 0.3065
-2.8189 0.3036
-2.7402 0.2972
-2.6614 0.2973
-2.5827 0.2816
-2.5039 0.2655
-2.4252 0.2592
-2.3465 0.2409
-2.2677 0.2050
-2.1890 0.1824
-2.1102 0.1775
-2.0315 0.1755
-1.9528 0.1666
-1.8740 0.1510
-1.7953 0.1437
-1.7165 0.1482
-1.6378 0.1514
-1.5591 0.1561
-1.4803 0.1671
-1.4016 0.1979
-1.3228 0.2230
-1.2441 0.2255
-1.1654 0.2148
-1.0866 0.1939
-1.0079 0.1824
-0.9291 0.1643
-0.8504 0.1367
-0.7717 0.1235
-0.6929 0.1163
-0.6142 0.1165
-0.5354 0.1267
-0.4567 0.1316
-0.3780 0.1324
-0.2992 0.1443
-0.2205 0.1543
-0.1417 0.1629
-0.0630 0.1705
0.0157 0.1717
0.0945 0.1783
0.1732 0.1907
0.2520 0.2001
0.3307 0.1973
0.4094 0.1843
0.4882 0.1744
0.5669 0.1665
0.6457 0.1530
0.7244 0.1362
0.8031 0.1259
0.8819 0.1205
0.9606 0.1110
1.0394 0.1072
1.1181 0.1093
1.1969 0.1118
1.2756 0.1226
1.3543 0.1352
1.4331 0.1544
1.5118 0.1840
1.5906 0.2163
1.6693 0.2319
1.7480 0.2217
1.8268 0.2003
1.9055 0.1965
1.9843 0.2040
2.0630 0.2154
2.1417 0.2075
2.2205 0.2137
2.2992 0.2302
2.3780 0.2177
2.4567 0.1981
2.5354 0.1817
2.6142 0.1707
2.6929 0.1669
2.7717 0.1709
2.8504 0.1805
2.9291 0.1865
3.0079 0.1848
3.0866 0.1797
3.1654 0.1675
3.2441 0.1543
3.3228 0.1514
3.4016 0.1556
3.4803 0.1547
3.5591 0.1571
3.6378 0.1599
3.7165 0.1609
3.7953 0.1634
3.8740 0.1569
3.9528 0.1558
