# Y/D U V W
-4.0000 5.8330 -0.1472 0.1681
-3.9213 5.8315 -0.1146 0.1913
-3.8425 5.8353 -0.0908 0.1932
-3.7638 5.8960 -0.0857 0.1502
-3.6850 5.9659 -0.0933 0.0898
-3.6063 6.0055 -0.1022 0.0654
-3.5276 6.0312 -0.1059 0.0599
-3.4488 6.0904 -0.0947 0.0327
-3.3701 6.1484 -0.0713 -0.0127
-3.2913 6.1949 -0.0521 -0.0368
-3.2126 6.2332 -0.0389 -0.0401
-3.1339 6.2759 -0.0268 -0.0511
-3.0551 6.3003 -0.0232 -0.0587
-2.9764 6.2856 -0.0249 -0.0420
-2.8976 6.2756 -0.0218 -0.0271
-2.8189 6.2585 -0.0142 -0.0308
-2.7402 6.2356 0.0019 -0.0379
-2.6614 6.2608 0.0239 -0.0422
-2.5827 6.3025 0.0425 -0.0620
-2.5039 6.3382 0.0525 -0.0953
-2.4252 6.3817 0.0526 -0.1277
-2.3465 6.4096 0.0557 -0.1530
-2.2677 6.4211 0.0687 -0.1581
-2.1890 6.4305 0.0828 -0.1528
-2.1102 6.4384 0.0909 -0.1598
-2.0315 6.4268 0.0971 -0.1526
-1.9528 6.3963 0.1052 -0.1504
-1.8740 6.3660 0.1110 -0.1391
-1.7953 6.3445 0.1108 -0.1169
-1.7165 6.3054 0.1132 -0.0835
-1.6378 6.2543 0.1280 -0.0549
-1.5591 6.2150 0.1485 -0.0664
-1.4803 6.1903 0.1655 -0.0913
-1.4016 6.1688 0.1748 -0.1084
-1.3228 6.1401 0.1777 -0.1301
-1.2441 6.1259 0.1765 -0.1209
-1.1654 6.1319 0.1744 -0.0878
-1.0866 6.1394 0.1688 -0.0714
-1.0079 6.1454 0.1528 -0.0506
-0.9291 6.1638 0.1339 -0.0232
-0.8504 6.1865 0.1304 -0.0149
-0.7717 6.1765 0.1458 -0.0387
-0.6929 6.1463 0.1744 -0.0617
-0.6142 6.1280 0.2191 -0.0661
-0.5354 6.1410 0.2706 -0.0554
-0.4567 6.1664 0.3116 -0.0592
-0.3780 6.1968 0.3384 -0.0937
-0.2992 6.2342 0.3492 -0.1276
-0.2205 6.2605 0.3433 -0.1379
-0.1417 6.2636 0.3322 -0.1302
-0.0630 6.2695 0.3304 -0.1251
0.0157 6.2809 0.3370 -0.1312
0.0945 6.2740 0.3410 -0.1267
0.1732 6.2520 0.3466 -0.1048
0.2520 6.2459 0.3663 -0.0913
0.3307 6.2517 0.3969 -0.1003
0.4094 6.2473 0.4231 -0.1131
0.4882 6.2251 0.4365 -0.1141
0.5669 6.2080 0.4400 -0.1094
0.6457 6.2137 0.4454 -0.1001
0.7244 6.2104 0.4614 -0.0889
0.8031 6.1927 0.4808 -0.0917
0.8819 6.1929 0.4948 -0.1044
0.9606 6.2143 0.5050 -0.1147
1.0394 6.2433 0.5185 -0.1105
1.1181 6.2780 0.5403 -0.1013
1.1969 6.3001 0.5675 -0.0986
1.2756 6.2971 0.5920 -0.1004
1.3543 6.2837 0.6062 -0.1083
1.4331 6.2545 0.6064 -0.1200
1.5118 6.2186 0.5959 -0.1251
1.5906 6.1838 0.5796 -0.1130
1.6693 6.1576 0.5672 -0.0902
1.7480 6.1310 0.5698 -0.0757
1.8268 6.1015 0.5834 -0.0529
1.9055 6.0879 0.5956 -0.0406
1.9843 6.1030 0.6025 -0.0527
2.0630 6.1160 0.6078 -0.0571
2.1417 6.0885 0.6090 -0.0608
2.2205 6.0486 0.5972 -0.0729
2.2992 6.0329 0.5781 -0.0782
2.3780 6.0439 0.5686 -0.0734
2.4567 6.0373 0.5688 -0.0760
2.5354 6.0054 0.5678 -0.0752
2.6142 5.9811 0.5668 -0.0703
2.6929 5.9428 0.5672 -0.0728
2.7717 5.8945 0.5671 -0.0583
2.8504 5.8430 0.5691 -0.0401
2.9291 5.7749 0.5781 -0.0207
3.0079 5.7169 0.5952 0.0033
3.0866 5.6951 0.6131 0.0197
3.1654 5.6919 0.6263 0.0249
3.2441 5.6917 0.6326 0.0433
3.3228 5.6836 0.6307 0.0741
3.4016 5.6776 0.6264 0.0891
3.4803 5.6803 0.6224 0.1025
3.5591 5.6781 0.6149 0.1149
3.6378 5.6536 0.5995 0.1281
3.7165 5.5889 0.5756 0.1575
3.7953 5.5096 0.5442 0.2251
3.8740 5.4102 0.5102 0.2982
3.9528 5.3188 0.4842 0.3106
