# Y/D TKE
-4.0000 0.4753
-3.9213 0.4279
-3.8425 0.3683
-3.7638 0.3134
-3.6850 0.2817
-3.6063 0.2752
-3.5276 0.2792
-3.4488 0.2955
-3.3701 0.2859
-3.2913 0.2707
-3.2126 0.2693
-3.1339 0.2748
-3.0551 0.2897
-2.9764 0.2860
-2.8976 0.2807
-2.8189 0.2731
-2.7402 0.2652
-2.6614 0.2517
-2.5827 0.2374
-2.5039 0.2406
-2.4252 0.2481
-2.3465 0.2235
-2.2677 0.1916
-2.1890 0.1621
-2.1102 0.1464
-2.0315 0.1471
-1.9528 0.1480
-1.8740 0.1500
-1.7953 0.1538
-1.7165 0.1728
-1.6378 0.1800
-1.5591 0.1763
-1.4803 0.1751
-1.4016 0.1889
-1.3228 0.1903
-1.2441 0.1774
-1.1654 0.1640
-1.0866 0.1446
-1.0079 0.1368
-0.9291 0.1413
-0.8504 0.1431
-0.7717 0.1488
-0.6929 0.1613
-0.6142 0.1766
-0.5354 0.1979
-0.4567 0.2125
-0.3780 0.2072
-0.2992 0.2105
-0.2205 0.2325
-0.1417 0.2632
-0.0630 0.2788
0.0157 0.2597
0.0945 0.2261
0.1732 0.1929
0.2520 0.1641
0.3307 0.1456
0.4094 0.1339
0.4882 0.1208
0.5669 0.1128
0.6457 0.1126
0.7244 0.1161
0.8031 0.1174
0.8819 0.1203
0.9606 0.1256
1.0394 0.1329
1.1181 0.1392
1.1969 0.1414
1.2756 0.1371
1.3543 0.1316
1.4331 0.1323
1.5118 0.1485
1.5906 0.1813
1.6693 0.2128
1.7480 0.2213
1.8268 0.2012
1.9055 0.1711
1.9843 0.1605
2.0630 0.1616
2.1417 0.1550
2.2205 0.1379
2.2992 0.1218
2.3780 0.1171
2.4567 0.1238
2.5354 0.1382
2.6142 0.1450
2.6929 0.1408
2.7717 0.1451
2.8504 0.1628
2.9291 0.1663
3.0079 0.1581
3.0866 0.1553
3.1654 0.1537
3.2441 0.1511
3.3228 0.1586
3.4016 0.1739
3.4803 0.1901
3.5591 0.2096
3.6378 0.2269
3.7165 0.2211
3.7953 0.2120
3.8740 0.2267
3.9528 0.2440
