# Y/D TKE
-4.0000 0.3910
-3.9213 0.3950
-3.8425 0.3719
-3.7638 0.3553
-3.6850 0.3234
-3.6063 0.3014
-3.5276 0.2896
-3.4488 0.2999
-3.3701 0.2987
-3.2913 0.2837
-3.2126 0.2683
-3.1339 0.2756
-3.0551 0.3009
-2.9764 0.3161
-2.8976 0.3056
-2.8189 0.3009
-2.7402 0.3110
-2.6614 0.3137
-2.5827 0.2989
-2.5039 0.2725
-2.4252 0.2384
-2.3465 0.2127
-2.2677 0.1907
-2.1890 0.1651
-2.1102 0.1504
-2.0315 0.1430
-1.9528 0.1342
-1.8740 0.1340
-1.7953 0.1375
-1.7165 0.1456
-1.6378 0.1730
-1.5591 0.1735
-1.4803 0.1661
-1.4016 0.1694
-1.3228 0.1661
-1.2441 0.1548
-1.1654 0.1417
-1.0866 0.1425
-1.0079 0.1466
-0.9291 0.1499
-0.8504 0.1586
-0.7717 0.1637
-0.6929 0.1885
-0.6142 0.2242
-0.5354 0.2574
-0.4567 0.2915
-0.3780 0.2953
-0.2992 0.2673
-0.2205 0.2412
-0.1417 0.2082
-0.0630 0.1725
0.0157 0.1364
0.0945 0.1144
0.1732 0.1020
0.2520 0.0955
0.3307 0.0992
0.4094 0.1119
0.4882 0.1244
0.5669 0.1269
0.6457 0.1253
0.7244 0.1284
0.8031 0.1482
0.8819 0.1749
0.9606 0.1817
1.0394 0.1750
1.1181 0.1697
1.1969 0.1657
1.2756 0.1646
1.3543 0.1686
1.4331 0.1732
1.5118 0.1785
1.5906 0.1705
1.6693 0.1604
1.7480 0.1551
1.8268 0.1469
1.9055 0.1385
1.9843 0.1371
2.0630 0.1396
2.1417 0.1394
2.2205 0.1399
2.2992 0.1357
2.3780 0.1336
2.4567 0.1291
2.5354 0.1233
2.6142 0.1205
2.6929 0.1246
2.7717 0.1370
2.8504 0.1510
2.9291 0.1662
3.0079 0.1881
3.0866 0.2114
3.1654 0.2379
3.2441 0.2481
3.3228 0.2563
3.4016 0.2613
3.4803 0.2617
3.5591 0.2601
3.6378 0.2517
3.7165 0.2564
3.7953 0.2774
3.8740 0.2742
3.9528 0.2572
