# Y/D U V W
-4.0000 6.1170 -0.0774 -0.1260
-3.9213 6.0727 -0.0939 -0.1434
-3.8425 6.0597 -0.1091 -0.1366
-3.7638 6.0840 -0.1114 -0.1154
-3.6850 6.1227 -0.0991 -0.1009
-3.6063 6.1681 -0.0815 -0.0996
-3.5276 6.2097 -0.0653 -0.0984
-3.4488 6.2269 -0.0534 -0.0810
-3.3701 6.2291 -0.0435 -0.0647
-3.2913 6.2201 -0.0327 -0.0430
-3.2126 6.2156 -0.0116 -0.0327
-3.1339 6.1994 0.0190 -0.0283
-3.0551 6.1960 0.0366 -0.0392
-2.9764 6.2262 0.0419 -0.0768
-2.8976 6.2480 0.0473 -0.1100
-2.8189 6.2556 0.0510 -0.1107
-2.7402 6.2577 0.0526 -0.1081
-2.6614 6.2575 0.0542 -0.1095
-2.5827 6.2490 0.0575 -0.0724
-2.5039 6.2374 0.0698 -0.0169
-2.4252 6.2407 0.0946 -0.0116
-2.3465 6.2623 0.1208 -0.0560
-2.2677 6.2911 0.1370 -0.1058
-2.1890 6.3168 0.1431 -0.1304
-2.1102 6.3478 0.1445 -0.1453
-2.0315 6.3845 0.1416 -0.1661
-1.9528 6.4051 0.1352 -0.1782
-1.8740 6.3945 0.1337 -0.1697
-1.7953 6.3688 0.1395 -0.1424
-1.7165 6.3471 0.1430 -0.1031
-1.6378 6.3271 0.1387 -0.0715
-1.5591 6.3133 0.1378 -0.0597
-1.4803 6.2963 0.1485 -0.0708
-1.4016 6.2572 0.1628 -0.0748
-1.3228 6.2348 0.1804 -0.0858
-1.2441 6.2404 0.2117 -0.1080
-1.1654 6.2542 0.2484 -0.1346
-1.0866 6.2249 0.2795 -0.1288
-1.0079 6.1813 0.3010 -0.0844
-0.9291 6.1751 0.3104 -0.0384
-0.8504 6.1879 0.3159 -0.0111
-0.7717 6.2013 0.3239 -0.0275
-0.6929 6.2307 0.3331 -0.0607
-0.6142 6.2406 0.3406 -0.0889
-0.5354 6.2346 0.3401 -0.1228
-0.4567 6.2270 0.3269 -0.1456
-0.3780 6.2426 0.3132 -0.1484
-0.2992 6.2676 0.3120 -0.1439
-0.2205 6.2738 0.3224 -0.1387
-0.1417 6.2436 0.3397 -0.1214
-0.0630 6.2017 0.3582 -0.1060
0.0157 6.1918 0.3731 -0.1036
0.0945 6.1927 0.3859 -0.1063
0.1732 6.1955 0.3945 -0.1137
0.2520 6.2029 0.4004 -0.1289
0.3307 6.2079 0.4059 -0.1437
0.4094 6.2127 0.4094 -0.1442
0.4882 6.2309 0.4168 -0.1279
0.5669 6.2497 0.4307 -0.1087
0.6457 6.2375 0.4468 -0.0869
0.7244 6.2068 0.4598 -0.0746
0.8031 6.1876 0.4678 -0.0750
0.8819 6.1587 0.4790 -0.0716
0.9606 6.1285 0.4947 -0.0531
1.0394 6.1193 0.5072 -0.0482
1.1181 6.1288 0.5176 -0.0566
1.1969 6.1478 0.5260 -0.0665
1.2756 6.1758 0.5287 -0.0806
1.3543 6.2209 0.5313 -0.1057
1.4331 6.2588 0.5372 -0.1370
1.5118 6.2613 0.5474 -0.1572
1.5906 6.2522 0.5641 -0.1581
1.6693 6.2455 0.5799 -0.1556
1.7480 6.2298 0.5891 -0.1575
1.8268 6.2075 0.5964 -0.1572
1.9055 6.1988 0.6078 -0.1582
1.9843 6.1956 0.6257 -0.1583
2.0630 6.1822 0.6473 -0.1574
2.1417 6.1606 0.6669 -0.1404
2.2205 6.1301 0.6794 -0.1064
2.2992 6.1038 0.6838 -0.0754
2.3780 6.0870 0.6825 -0.0570
2.4567 6.0626 0.6744 -0.0469
2.5354 6.0230 0.6558 -0.0430
2.6142 5.9888 0.6316 -0.0433
2.6929 5.9638 0.6182 -0.0371
2.7717 5.9481 0.6218 -0.0252
2.8504 5.9402 0.6311 -0.0153
2.9291 5.9378 0.6364 -0.0080
3.0079 5.9535 0.6357 -0.0192
3.0866 5.9576 0.6274 -0.0223
3.1654 5.9061 0.6166 0.0150
3.2441 5.8561 0.6112 0.0693
3.3228 5.8459 0.6053 0.1063
3.4016 5.8203 0.5936 0.1397
3.4803 5.7631 0.5864 0.1825
3.5591 5.6920 0.5990 0.2170
3.6378 5.6335 0.6279 0.2339
3.7165 5.6035 0.6586 0.2314
3.7953 5.6084 0.6872 0.2157
3.8740 5.6233 0.7059 0.1999
3.9528 5.6391 0.7099 0.1770
