# Y/D TKE
-4.0000 0.4242
-3.9213 0.4043
-3.8425 0.3779
-3.7638 0.3423
-3.6850 0.3010
-3.6063 0.2912
-3.5276 0.2745
-3.4488 0.2767
-3.3701 0.2738
-3.2913 0.2656
-3.2126 0.2576
-3.1339 0.2645
-3.0551 0.2937
-2.9764 0.3219
-2.8976 0.3222
-2.8189 0.3069
-2.7402 0.3006
-2.6614 0.3018
-2.5827 0.2855
-2.5039 0.2687
-2.4252 0.2414
-2.3465 0.2193
-2.2677 0.1913
-2.1890 0.1637
-2.1102 0.1575
-2.0315 0.1574
-1.9528 0.1460
-1.8740 0.1455
-1.7953 0.1492
-1.7165 0.1577
-1.6378 0.1880
-1.5591 0.2020
-1.4803 0.1927
-1.4016 0.1787
-1.3228 0.1715
-1.2441 0.1631
-1.1654 0.1504
-1.0866 0.1384
-1.0079 0.1322
-0.9291 0.1386
-0.8504 0.1429
-0.7717 0.1442
-0.6929 0.1635
-0.6142 0.1986
-0.5354 0.2141
-0.4567 0.2328
-0.3780 0.2623
-0.2992 0.2845
-0.2205 0.2816
-0.1417 0.2646
-0.0630 0.2267
0.0157 0.1856
0.0945 0.1544
0.1732 0.1290
0.2520 0.1123
0.3307 0.1078
0.4094 0.1076
0.4882 0.1146
0.5669 0.1217
0.6457 0.1245
0.7244 0.1252
0.8031 0.1308
0.8819 0.1447
0.9606 0.1586
1.0394 0.1643
1.1181 0.1642
1.1969 0.1569
1.2756 0.1556
1.3543 0.1652
1.4331 0.1820
1.5118 0.1991
1.5906 0.2016
1.6693 0.1797
1.7480 0.1613
1.8268 0.1562
1.9055 0.1474
1.9843 0.1363
2.0630 0.1264
2.1417 0.1179
2.2205 0.1121
2.2992 0.1093
2.3780 0.1092
2.4567 0.1174
2.5354 0.1228
2.6142 0.1200
2.6929 0.1176
2.7717 0.1185
2.8504 0.1247
2.9291 0.1387
3.0079 0.1520
3.0866 0.1702
3.1654 0.1920
3.2441 0.2188
3.3228 0.2343
3.4016 0.2466
3.4803 0.2488
3.5591 0.2372
3.6378 0.2373
3.7165 0.2580
3.7953 0.2796
3.8740 0.2886
3.9528 0.2763
