# Y/D U V W
-4.0000 6.1172 -0.0736 -0.1061
-3.9213 6.0904 -0.0848 -0.1253
-3.8425 6.0712 -0.0992 -0.1445
-3.7638 6.0950 -0.1089 -0.1458
-3.6850 6.1164 -0.1058 -0.1227
-3.6063 6.1249 -0.0913 -0.0950
-3.5276 6.1444 -0.0704 -0.0746
-3.4488 6.1611 -0.0483 -0.0509
-3.3701 6.1566 -0.0303 -0.0339
-3.2913 6.1468 -0.0185 -0.0134
-3.2126 6.1675 -0.0048 -0.0137
-3.1339 6.1740 0.0187 -0.0310
-3.0551 6.1777 0.0409 -0.0464
-2.9764 6.2133 0.0556 -0.0616
-2.8976 6.2267 0.0659 -0.0721
-2.8189 6.2096 0.0664 -0.0785
-2.7402 6.1851 0.0594 -0.0872
-2.6614 6.1817 0.0560 -0.0805
-2.5827 6.2091 0.0634 -0.0417
-2.5039 6.2197 0.0815 -0.0183
-2.4252 6.2260 0.1089 -0.0497
-2.3465 6.2635 0.1337 -0.0992
-2.2677 6.3054 0.1463 -0.1323
-2.1890 6.3192 0.1527 -0.1418
-2.1102 6.3411 0.1548 -0.1510
-2.0315 6.3786 0.1505 -0.1739
-1.9528 6.3971 0.1433 -0.1895
-1.8740 6.3833 0.1401 -0.1754
-1.7953 6.3487 0.1431 -0.1431
-1.7165 6.3292 0.1486 -0.1078
-1.6378 6.3187 0.1564 -0.0750
-1.5591 6.3157 0.1701 -0.0655
-1.4803 6.2997 0.1883 -0.0770
-1.4016 6.2569 0.2044 -0.0842
-1.3228 6.2420 0.2247 -0.1146
-1.2441 6.2520 0.2518 -0.1420
-1.1654 6.2348 0.2789 -0.1348
-1.0866 6.2044 0.3058 -0.0960
-1.0079 6.1835 0.3257 -0.0594
-0.9291 6.1891 0.3343 -0.0382
-0.8504 6.2112 0.3389 -0.0353
-0.7717 6.2294 0.3452 -0.0557
-0.6929 6.2259 0.3493 -0.0852
-0.6142 6.2184 0.3481 -0.1143
-0.5354 6.2232 0.3418 -0.1420
-0.4567 6.2317 0.3335 -0.1476
-0.3780 6.2577 0.3316 -0.1419
-0.2992 6.2750 0.3388 -0.1401
-0.2205 6.2732 0.3500 -0.1373
-0.1417 6.2478 0.3614 -0.1183
-0.0630 6.2150 0.3736 -0.1043
0.0157 6.2030 0.3843 -0.1016
0.0945 6.2053 0.3896 -0.1015
0.1732 6.2012 0.3935 -0.1118
0.2520 6.1917 0.3993 -0.1296
0.3307 6.1949 0.4045 -0.1349
0.4094 6.2155 0.4140 -0.1231
0.4882 6.2324 0.4332 -0.1026
0.5669 6.2262 0.4549 -0.0790
0.6457 6.2082 0.4683 -0.0674
0.7244 6.2011 0.4752 -0.0770
0.8031 6.1787 0.4851 -0.0807
0.8819 6.1272 0.4967 -0.0673
0.9606 6.1036 0.5039 -0.0583
1.0394 6.1154 0.5071 -0.0606
1.1181 6.1375 0.5067 -0.0620
1.1969 6.1566 0.5036 -0.0686
1.2756 6.1815 0.5091 -0.0894
1.3543 6.2136 0.5252 -0.1277
1.4331 6.2301 0.5427 -0.1474
1.5118 6.2325 0.5653 -0.1562
1.5906 6.2322 0.5907 -0.1674
1.6693 6.2233 0.6073 -0.1731
1.7480 6.2189 0.6152 -0.1709
1.8268 6.2235 0.6230 -0.1627
1.9055 6.2119 0.6400 -0.1514
1.9843 6.1863 0.6635 -0.1426
2.0630 6.1725 0.6811 -0.1353
2.1417 6.1575 0.6875 -0.1120
2.2205 6.1182 0.6854 -0.0840
2.2992 6.0796 0.6794 -0.0698
2.3780 6.0405 0.6709 -0.0639
2.4567 6.0021 0.6595 -0.0587
2.5354 5.9772 0.6441 -0.0494
2.6142 5.9635 0.6309 -0.0415
2.6929 5.9535 0.6296 -0.0398
2.7717 5.9630 0.6359 -0.0458
2.8504 5.9826 0.6333 -0.0505
2.9291 5.9912 0.6157 -0.0488
3.0079 5.9793 0.5993 -0.0356
3.0866 5.9398 0.5982 -0.0066
3.1654 5.8985 0.6073 0.0427
3.2441 5.8800 0.6093 0.0960
3.3228 5.8532 0.6010 0.1369
3.4016 5.7735 0.5964 0.1611
3.4803 5.6787 0.6054 0.1672
3.5591 5.6214 0.6291 0.1753
3.6378 5.6177 0.6615 0.1971
3.7165 5.6554 0.6924 0.2076
3.7953 5.6736 0.7100 0.2013
3.8740 5.6633 0.7173 0.1852
3.9528 5.6594 0.7271 0.1529
