# Y/D TKE
-4.0000 0.1937
-3.9213 0.2020
-3.8425 0.2067
-3.7638 0.2071
-3.6850 0.2060
-3.6063 0.2098
-3.5276 0.2210
-3.4488 0.2312
-3.3701 0.2386
-3.2913 0.2430
-3.2126 0.2442
-3.1339 0.2409
-3.0551 0.2503
-2.9764 0.2680
-2.8976 0.2732
-2.8189 0.2831
-2.7402 0.2888
-2.6614 0.2828
-2.5827 0.2540
-2.5039 0.2269
-2.4252 0.2148
-2.3465 0.2113
-2.2677 0.2011
-2.1890 0.1923
-2.1102 0.1849
-2.0315 0.1713
-1.9528 0.1593
-1.8740 0.1495
-1.7953 0.1551
-1.7165 0.1746
-1.6378 0.1942
-1.5591 0.2024
-1.4803 0.1946
-1.4016 0.1917
-1.3228 0.2046
-1.2441 0.2283
-1.1654 0.2407
-1.0866 0.2350
-1.0079 0.2216
-0.9291 0.2073
-0.8504 0.2047
-0.7717 0.2085
-0.6929 0.2103
-0.6142 0.2120
-0.5354 0.2192
-0.4567 0.2235
-0.3780 0.2155
-0.2992 0.2050
-0.2205 0.1993
-0.1417 0.1899
-0.0630 0.1765
0.0157 0.1744
0.0945 0.1786
0.1732 0.1849
0.2520 0.2163
0.3307 0.2458
0.4094 0.2506
0.4882 0.2573
0.5669 0.2678
0.6457 0.2862
0.7244 0.3020
0.8031 0.3030
0.8819 0.3103
0.9606 0.3198
1.0394 0.3580
1.1181 0.3921
1.1969 0.4022
1.2756 0.4242
1.3543 0.4652
1.4331 0.4885
1.5118 0.4754
1.5906 0.4522
1.6693 0.4165
1.7480 0.3900
1.8268 0.3728
1.9055 0.3443
1.9843 0.3338
2.0630 0.3364
2.1417 0.3321
2.2205 0.3140
2.2992 0.2827
2.3780 0.2692
2.4567 0.2743
2.5354 0.2862
2.6142 0.2729
2.6929 0.2373
2.7717 0.2075
2.8504 0.1981
2.9291 0.2026
3.0079 0.2355
3.0866 0.2700
3.1654 0.2791
3.2441 0.2642
3.3228 0.2621
3.4016 0.2892
3.4803 0.3275
3.5591 0.3625
3.6378 0.3850
3.7165 0.3855
3.7953 0.4164
3.8740 0.4795
3.9528 0.5259
