# Y/D TKE
-4.0000 0.4773
-3.9213 0.5030
-3.8425 0.5041
-3.7638 0.4808
-3.6850 0.4174
-3.6063 0.3570
-3.5276 0.3157
-3.4488 0.3057
-3.3701 0.2934
-3.2913 0.2833
-3.2126 0.2777
-3.1339 0.2810
-3.0551 0.2941
-2.9764 0.2898
-2.8976 0.2882
-2.8189 0.2832
-2.7402 0.2727
-2.6614 0.2636
-2.5827 0.2379
-2.5039 0.2296
-2.4252 0.2332
-2.3465 0.2220
-2.2677 0.1939
-2.1890 0.1751
-2.1102 0.1760
-2.0315 0.1690
-1.9528 0.1491
-1.8740 0.1388
-1.7953 0.1428
-1.7165 0.1504
-1.6378 0.1580
-1.5591 0.1708
-1.4803 0.1875
-1.4016 0.2133
-1.3228 0.2349
-1.2441 0.2242
-1.1654 0.2126
-1.0866 0.2007
-1.0079 0.1904
-0.9291 0.1776
-0.8504 0.1683
-0.7717 0.1675
-0.6929 0.1817
-0.6142 0.2064
-0.5354 0.2479
-0.4567 0.2846
-0.3780 0.3232
-0.2992 0.3546
-0.2205 0.3768
-0.1417 0.4291
-0.0630 0.5277
0.0157 0.6429
0.0945 0.7075
0.1732 0.7165
0.2520 0.7227
0.3307 0.6998
0.4094 0.6193
0.4882 0.5600
0.5669 0.5293
0.6457 0.4870
0.7244 0.4809
0.8031 0.5152
0.8819 0.5653
0.9606 0.6167
1.0394 0.6127
1.1181 0.5775
1.1969 0.5040
1.2756 0.4462
1.3543 0.4240
1.4331 0.4085
1.5118 0.4011
1.5906 0.3766
1.6693 0.3339
1.7480 0.2965
1.8268 0.2560
1.9055 0.2231
1.9843 0.1997
2.0630 0.1948
2.1417 0.2066
2.2205 0.2235
2.2992 0.2275
2.3780 0.2182
2.4567 0.2282
2.5354 0.2267
2.6142 0.1952
2.6929 0.1663
2.7717 0.1603
2.8504 0.1653
2.9291 0.1751
3.0079 0.1851
3.0866 0.1906
3.1654 0.1867
3.2441 0.1723
3.3228 0.1569
3.4016 0.1536
3.4803 0.1574
3.5591 0.1520
3.6378 0.1476
3.7165 0.1439
3.7953 0.1445
3.8740 0.1486
3.9528 0.1480
