# Y/D U V W
-4.0000 5.7587 -0.1526 0.1904
-3.9213 5.7261 -0.1177 0.1915
-3.8425 5.7618 -0.0947 0.1873
-3.7638 5.8399 -0.0900 0.1696
-3.6850 5.9200 -0.0915 0.1353
-3.6063 5.9900 -0.0873 0.0879
-3.5276 6.0206 -0.0810 0.0351
-3.4488 6.0551 -0.0763 -0.0052
-3.3701 6.1080 -0.0679 -0.0172
-3.2913 6.1634 -0.0571 -0.0165
-3.2126 6.2086 -0.0509 -0.0195
-3.1339 6.2431 -0.0514 -0.0267
-3.0551 6.2718 -0.0588 -0.0348
-2.9764 6.2647 -0.0636 -0.0279
-2.8976 6.2565 -0.0589 -0.0304
-2.8189 6.2565 -0.0530 -0.0575
-2.7402 6.2521 -0.0462 -0.0757
-2.6614 6.2537 -0.0397 -0.0635
-2.5827 6.2771 -0.0381 -0.0416
-2.5039 6.3271 -0.0373 -0.0510
-2.4252 6.3790 -0.0331 -0.0889
-2.3465 6.3936 -0.0233 -0.1205
-2.2677 6.4033 -0.0091 -0.1368
-2.1890 6.4296 0.0034 -0.1389
-2.1102 6.4417 0.0157 -0.1448
-2.0315 6.4240 0.0325 -0.1393
-1.9528 6.3906 0.0421 -0.1368
-1.8740 6.3491 0.0392 -0.1220
-1.7953 6.3051 0.0360 -0.0991
-1.7165 6.2668 0.0421 -0.0633
-1.6378 6.2138 0.0546 -0.0294
-1.5591 6.1548 0.0669 -0.0377
-1.4803 6.1238 0.0773 -0.0580
-1.4016 6.1129 0.0820 -0.0697
-1.3228 6.1209 0.0858 -0.0887
-1.2441 6.1359 0.0872 -0.0948
-1.1654 6.1284 0.0831 -0.0812
-1.0866 6.1149 0.0765 -0.0666
-1.0079 6.1147 0.0665 -0.0464
-0.9291 6.1079 0.0556 -0.0186
-0.8504 6.1022 0.0511 -0.0056
-0.7717 6.0858 0.0611 -0.0124
-0.6929 6.0288 0.0829 -0.0279
-0.6142 5.9632 0.1142 -0.0363
-0.5354 5.9226 0.1529 -0.0224
-0.4567 5.9273 0.1905 -0.0048
-0.3780 5.9609 0.2307 -0.0201
-0.2992 6.0011 0.2754 -0.0617
-0.2205 6.0401 0.3094 -0.0999
-0.1417 6.0680 0.3228 -0.1145
-0.0630 6.0737 0.3280 -0.1035
0.0157 6.0735 0.3448 -0.0929
0.0945 6.0761 0.3760 -0.0878
0.1732 6.0729 0.4082 -0.0825
0.2520 6.0653 0.4343 -0.0680
0.3307 6.0725 0.4622 -0.0564
0.4094 6.0893 0.4979 -0.0562
0.4882 6.1014 0.5302 -0.0601
0.5669 6.0973 0.5461 -0.0594
0.6457 6.0599 0.5513 -0.0496
0.7244 6.0301 0.5581 -0.0362
0.8031 6.0262 0.5730 -0.0291
0.8819 6.0417 0.5942 -0.0359
0.9606 6.0607 0.6139 -0.0511
1.0394 6.0839 0.6261 -0.0627
1.1181 6.1150 0.6350 -0.0768
1.1969 6.1548 0.6498 -0.0886
1.2756 6.1891 0.6720 -0.0873
1.3543 6.2057 0.6935 -0.0763
1.4331 6.1972 0.7049 -0.0684
1.5118 6.1807 0.7071 -0.0722
1.5906 6.1635 0.7032 -0.0923
1.6693 6.1411 0.6915 -0.0925
1.7480 6.1168 0.6773 -0.0688
1.8268 6.0904 0.6698 -0.0442
1.9055 6.0660 0.6729 -0.0242
1.9843 6.0645 0.6865 -0.0164
2.0630 6.0897 0.7035 -0.0266
2.1417 6.1099 0.7153 -0.0356
2.2205 6.0899 0.7187 -0.0463
2.2992 6.0490 0.7068 -0.0681
2.3780 6.0234 0.6767 -0.0779
2.4567 6.0063 0.6458 -0.0688
2.5354 6.0041 0.6324 -0.0639
2.6142 6.0060 0.6321 -0.0620
2.6929 5.9789 0.6327 -0.0707
2.7717 5.9295 0.6289 -0.0803
2.8504 5.8889 0.6223 -0.0655
2.9291 5.8480 0.6178 -0.0324
3.0079 5.7993 0.6224 -0.0020
3.0866 5.7477 0.6367 0.0241
3.1654 5.7126 0.6465 0.0426
3.2441 5.7059 0.6444 0.0511
3.3228 5.7063 0.6411 0.0605
3.4016 5.6785 0.6432 0.0679
3.4803 5.6119 0.6430 0.0691
3.5591 5.5679 0.6396 0.0846
3.6378 5.5737 0.6339 0.1261
3.7165 5.5740 0.6217 0.1606
3.7953 5.5401 0.6017 0.1868
3.8740 5.4992 0.5747 0.2307
3.9528 5.4430 0.5564 0.2683
