# Y/D U V W
-4.0000 5.7578 -0.1029 0.1859
-3.9213 5.7730 -0.0727 0.1783
-3.8425 5.8521 -0.0641 0.1748
-3.7638 5.8991 -0.0660 0.1587
-3.6850 5.9379 -0.0568 0.1145
-3.6063 6.0144 -0.0250 0.0605
-3.5276 6.0752 0.0105 0.0143
-3.4488 6.0699 0.0262 -0.0205
-3.3701 6.0848 0.0214 -0.0446
-3.2913 6.1495 0.0009 -0.0496
-3.2126 6.2185 -0.0266 -0.0414
-3.1339 6.2765 -0.0449 -0.0363
-3.0551 6.3138 -0.0398 -0.0248
-2.9764 6.3101 -0.0220 -0.0204
-2.8976 6.2950 -0.0221 -0.0558
-2.8189 6.2998 -0.0375 -0.1052
-2.7402 6.3189 -0.0418 -0.1214
-2.6614 6.3168 -0.0271 -0.0941
-2.5827 6.3222 0.0028 -0.0662
-2.5039 6.3504 0.0368 -0.0685
-2.4252 6.3749 0.0630 -0.0894
-2.3465 6.3968 0.0785 -0.1164
-2.2677 6.4250 0.0881 -0.1380
-2.1890 6.4382 0.0918 -0.1497
-2.1102 6.4452 0.0926 -0.1591
-2.0315 6.4619 0.1019 -0.1458
-1.9528 6.4687 0.1157 -0.1226
-1.8740 6.4412 0.1259 -0.1205
-1.7953 6.3656 0.1312 -0.0993
-1.7165 6.2743 0.1374 -0.0469
-1.6378 6.2209 0.1514 -0.0130
-1.5591 6.1963 0.1689 -0.0119
-1.4803 6.2152 0.1840 -0.0427
-1.4016 6.2617 0.1958 -0.0667
-1.3228 6.2902 0.2001 -0.0799
-1.2441 6.3053 0.2057 -0.0982
-1.1654 6.3255 0.2240 -0.1049
-1.0866 6.3533 0.2428 -0.1027
-1.0079 6.3542 0.2535 -0.1042
-0.9291 6.3454 0.2605 -0.1006
-0.8504 6.3339 0.2723 -0.0911
-0.7717 6.3297 0.2868 -0.0669
-0.6929 6.3123 0.3034 -0.0551
-0.6142 6.1171 0.3391 -0.0563
-0.5354 5.7250 0.3891 -0.0201
-0.4567 5.0990 0.4083 0.1104
-0.3780 4.2914 0.3667 0.2879
-0.2992 3.5205 0.2907 0.4148
-0.2205 2.9685 0.2165 0.4842
-0.1417 2.7317 0.1538 0.5544
-0.0630 2.8212 0.1144 0.5802
0.0157 3.2442 0.1350 0.5029
0.0945 3.6546 0.2114 0.2775
0.1732 3.7685 0.2755 -0.0753
0.2520 3.5139 0.2876 -0.4099
0.3307 3.1437 0.2730 -0.5747
0.4094 2.8910 0.2713 -0.5613
0.4882 2.7736 0.2801 -0.4765
0.5669 2.8454 0.2848 -0.3318
0.6457 3.4281 0.3013 -0.1949
0.7244 4.4127 0.3538 -0.1311
0.8031 5.3392 0.4389 -0.1295
0.8819 5.9656 0.5217 -0.1318
0.9606 6.2554 0.5695 -0.1005
1.0394 6.2838 0.5780 -0.0686
1.1181 6.2219 0.5677 -0.0586
1.1969 6.1899 0.5634 -0.0627
1.2756 6.1911 0.5736 -0.0705
1.3543 6.1957 0.5913 -0.0768
1.4331 6.1818 0.6076 -0.0790
1.5118 6.1538 0.6202 -0.0772
1.5906 6.1330 0.6309 -0.0748
1.6693 6.1308 0.6415 -0.0706
1.7480 6.1491 0.6567 -0.0718
1.8268 6.1746 0.6768 -0.0777
1.9055 6.1848 0.6965 -0.0795
1.9843 6.1737 0.7107 -0.0777
2.0630 6.1593 0.7138 -0.0784
2.1417 6.1608 0.7043 -0.0726
2.2205 6.1688 0.6928 -0.0665
2.2992 6.1627 0.6906 -0.0793
2.3780 6.1432 0.6973 -0.0940
2.4567 6.1269 0.7067 -0.0952
2.5354 6.1127 0.7115 -0.0865
2.6142 6.1080 0.7115 -0.0779
2.6929 6.1194 0.7091 -0.0734
2.7717 6.1114 0.6975 -0.0681
2.8504 6.0790 0.6757 -0.0723
2.9291 6.0498 0.6550 -0.0896
3.0079 6.0163 0.6409 -0.1027
3.0866 5.9769 0.6266 -0.0840
3.1654 5.9450 0.6051 -0.0359
3.2441 5.9188 0.5792 0.0013
3.3228 5.8887 0.5606 0.0187
3.4016 5.8431 0.5544 0.0427
3.4803 5.7961 0.5617 0.0665
3.5591 5.7628 0.5813 0.0831
3.6378 5.7288 0.6000 0.1281
3.7165 5.6790 0.6065 0.1821
3.7953 5.6489 0.5977 0.2046
3.8740 5.6429 0.5784 0.2023
3.9528 5.6333 0.5588 0.1901
