# Y/D U V W
-4.0000 5.7782 -0.0440 0.1227
-3.9213 5.7524 -0.0146 0.1216
-3.8425 5.7665 0.0061 0.1146
-3.7638 5.8040 0.0167 0.0721
-3.6850 5.8350 0.0231 0.0270
-3.6063 5.9006 0.0332 0.0022
-3.5276 5.9747 0.0355 -0.0136
-3.4488 6.0521 0.0163 -0.0350
-3.3701 6.1158 -0.0110 -0.0512
-3.2913 6.1595 -0.0302 -0.0575
-3.2126 6.1867 -0.0350 -0.0758
-3.1339 6.1972 -0.0227 -0.0791
-3.0551 6.2028 -0.0003 -0.0743
-2.9764 6.2235 0.0141 -0.0707
-2.8976 6.2704 0.0172 -0.0619
-2.8189 6.3233 0.0205 -0.0742
-2.7402 6.3506 0.0280 -0.0905
-2.6614 6.3531 0.0413 -0.0907
-2.5827 6.3608 0.0614 -0.0931
-2.5039 6.3810 0.0836 -0.1062
-2.4252 6.3780 0.1090 -0.1112
-2.3465 6.3637 0.1368 -0.1275
-2.2677 6.3725 0.1566 -0.1518
-2.1890 6.3968 0.1651 -0.1822
-2.1102 6.4246 0.1715 -0.1988
-2.0315 6.4386 0.1808 -0.1846
-1.9528 6.4263 0.1942 -0.1511
-1.8740 6.3914 0.2133 -0.1372
-1.7953 6.3645 0.2296 -0.1351
-1.7165 6.3551 0.2358 -0.1390
-1.6378 6.3545 0.2403 -0.1489
-1.5591 6.3545 0.2497 -0.1565
-1.4803 6.3435 0.2535 -0.1492
-1.4016 6.3136 0.2487 -0.1381
-1.3228 6.2846 0.2466 -0.1202
-1.2441 6.2533 0.2532 -0.0859
-1.1654 6.2306 0.2773 -0.0713
-1.0866 6.2422 0.3203 -0.1041
-1.0079 6.2683 0.3621 -0.1496
-0.9291 6.2820 0.3896 -0.1851
-0.8504 6.2788 0.4037 -0.1995
-0.7717 6.2748 0.4082 -0.2009
-0.6929 6.2885 0.4084 -0.1924
-0.6142 6.3065 0.4103 -0.1708
-0.5354 6.2939 0.4070 -0.1563
-0.4567 6.2518 0.3880 -0.1657
-0.3780 6.1879 0.3681 -0.1798
-0.2992 6.0930 0.3649 -0.1826
-0.2205 6.0171 0.3748 -0.1440
-0.1417 5.9242 0.3829 -0.1111
-0.0630 5.8068 0.3846 -0.0892
0.0157 5.6967 0.3856 -0.0513
0.0945 5.6026 0.3940 -0.0219
0.1732 5.5148 0.4150 -0.0076
0.2520 5.4126 0.4477 0.0144
0.3307 5.2994 0.4847 0.0355
0.4094 5.1732 0.5224 0.0585
0.4882 5.0728 0.5594 0.0728
0.5669 5.0091 0.5803 0.0541
0.6457 4.9611 0.5797 -0.0023
0.7244 4.9366 0.5668 -0.0646
0.8031 4.9210 0.5448 -0.1036
0.8819 4.9440 0.5252 -0.1030
0.9606 4.9886 0.5171 -0.0934
1.0394 5.0028 0.5178 -0.1069
1.1181 5.0172 0.5279 -0.1367
1.1969 5.0636 0.5397 -0.1732
1.2756 5.1005 0.5436 -0.2080
1.3543 5.1403 0.5470 -0.2147
1.4331 5.2637 0.5529 -0.2329
1.5118 5.4219 0.5500 -0.2665
1.5906 5.5271 0.5435 -0.2598
1.6693 5.5827 0.5409 -0.2031
1.7480 5.6483 0.5360 -0.1416
1.8268 5.7300 0.5299 -0.1196
1.9055 5.8114 0.5364 -0.1203
1.9843 5.8837 0.5653 -0.1182
2.0630 5.9501 0.6041 -0.0999
2.1417 6.0201 0.6394 -0.0751
2.2205 6.0756 0.6693 -0.0717
2.2992 6.0948 0.6835 -0.0747
2.3780 6.0855 0.6798 -0.0497
2.4567 6.0412 0.6845 -0.0009
2.5354 6.0125 0.7046 0.0257
2.6142 5.9767 0.7164 0.0120
2.6929 5.9282 0.7157 -0.0058
2.7717 5.9080 0.7134 0.0118
2.8504 5.9183 0.7136 0.0480
2.9291 5.9409 0.7108 0.0625
3.0079 5.9417 0.6997 0.0456
3.0866 5.9111 0.6959 0.0313
3.1654 5.9094 0.7156 0.0427
3.2441 5.9488 0.7452 0.0529
3.3228 5.9710 0.7644 0.0446
3.4016 5.9684 0.7731 0.0296
3.4803 5.9629 0.7749 0.0240
3.5591 5.9468 0.7673 0.0230
3.6378 5.9220 0.7521 0.0151
3.7165 5.9126 0.7364 0.0026
3.7953 5.9279 0.7276 -0.0126
3.8740 5.9478 0.7223 -0.0298
3.9528 5.9593 0.7095 -0.0376
