# Y/D TKE
-4.0000 0.4809
-3.9213 0.4816
-3.8425 0.4688
-3.7638 0.4294
-3.6850 0.3737
-3.6063 0.3321
-3.5276 0.3122
-3.4488 0.3008
-3.3701 0.2907
-3.2913 0.2677
-3.2126 0.2675
-3.1339 0.2761
-3.0551 0.2880
-2.9764 0.2896
-2.8976 0.2934
-2.8189 0.2981
-2.7402 0.2852
-2.6614 0.2648
-2.5827 0.2433
-2.5039 0.2223
-2.4252 0.2068
-2.3465 0.1995
-2.2677 0.1921
-2.1890 0.1851
-2.1102 0.1773
-2.0315 0.1612
-1.9528 0.1400
-1.8740 0.1340
-1.7953 0.1425
-1.7165 0.1564
-1.6378 0.1765
-1.5591 0.1891
-1.4803 0.1981
-1.4016 0.2044
-1.3228 0.2011
-1.2441 0.1953
-1.1654 0.1894
-1.0866 0.1776
-1.0079 0.1674
-0.9291 0.1668
-0.8504 0.1722
-0.7717 0.1954
-0.6929 0.2403
-0.6142 0.2819
-0.5354 0.3246
-0.4567 0.3723
-0.3780 0.4069
-0.2992 0.4397
-0.2205 0.4821
-0.1417 0.5519
-0.0630 0.6744
0.0157 0.7641
0.0945 0.7963
0.1732 0.7356
0.2520 0.6750
0.3307 0.6635
0.4094 0.6467
0.4882 0.5845
0.5669 0.5090
0.6457 0.5155
0.7244 0.5835
0.8031 0.6517
0.8819 0.6640
0.9606 0.6358
1.0394 0.5718
1.1181 0.5091
1.1969 0.4643
1.2756 0.4508
1.3543 0.4330
1.4331 0.3977
1.5118 0.3521
1.5906 0.3041
1.6693 0.2595
1.7480 0.2089
1.8268 0.1774
1.9055 0.1734
1.9843 0.1839
2.0630 0.1885
2.1417 0.1950
2.2205 0.2073
2.2992 0.2287
2.3780 0.2240
2.4567 0.2188
2.5354 0.2007
2.6142 0.1693
2.6929 0.1547
2.7717 0.1635
2.8504 0.1785
2.9291 0.1869
3.0079 0.1838
3.0866 0.1680
3.1654 0.1504
3.2441 0.1457
3.3228 0.1545
3.4016 0.1546
3.4803 0.1518
3.5591 0.1503
3.6378 0.1498
3.7165 0.1533
3.7953 0.1610
3.8740 0.1660
3.9528 0.1754
