# Y/D U V W
-4.0000 5.9422 -0.0555 0.0091
-3.9213 5.9700 -0.0600 -0.0293
-3.8425 6.0281 -0.0701 -0.0824
-3.7638 6.0854 -0.0804 -0.1026
-3.6850 6.1268 -0.0887 -0.0967
-3.6063 6.1385 -0.0945 -0.0670
-3.5276 6.1336 -0.0888 -0.0517
-3.4488 6.1461 -0.0715 -0.0532
-3.3701 6.1635 -0.0532 -0.0445
-3.2913 6.1554 -0.0347 -0.0269
-3.2126 6.1368 -0.0136 -0.0254
-3.1339 6.1323 0.0091 -0.0387
-3.0551 6.1360 0.0270 -0.0493
-2.9764 6.1394 0.0377 -0.0451
-2.8976 6.1463 0.0499 -0.0376
-2.8189 6.1332 0.0605 -0.0490
-2.7402 6.1085 0.0692 -0.0492
-2.6614 6.1274 0.0886 -0.0375
-2.5827 6.1942 0.1067 -0.0338
-2.5039 6.2680 0.1134 -0.0487
-2.4252 6.3230 0.1160 -0.0992
-2.3465 6.3458 0.1180 -0.1369
-2.2677 6.3501 0.1248 -0.1518
-2.1890 6.3467 0.1341 -0.1578
-2.1102 6.3600 0.1381 -0.1650
-2.0315 6.3943 0.1412 -0.1757
-1.9528 6.4097 0.1461 -0.1711
-1.8740 6.3810 0.1498 -0.1388
-1.7953 6.3428 0.1554 -0.1119
-1.7165 6.3369 0.1643 -0.1008
-1.6378 6.3417 0.1727 -0.0844
-1.5591 6.3488 0.1845 -0.0803
-1.4803 6.3396 0.2021 -0.1042
-1.4016 6.3023 0.2206 -0.1209
-1.3228 6.2883 0.2447 -0.1212
-1.2441 6.2763 0.2727 -0.1160
-1.1654 6.2461 0.2932 -0.1064
-1.0866 6.2374 0.3036 -0.0936
-1.0079 6.2343 0.3070 -0.0773
-0.9291 6.2287 0.3083 -0.0660
-0.8504 6.2284 0.3142 -0.0721
-0.7717 6.2366 0.3244 -0.0884
-0.6929 6.2373 0.3369 -0.1101
-0.6142 6.2485 0.3520 -0.1413
-0.5354 6.2666 0.3650 -0.1549
-0.4567 6.2837 0.3752 -0.1480
-0.3780 6.2903 0.3850 -0.1420
-0.2992 6.2924 0.3917 -0.1357
-0.2205 6.2957 0.3938 -0.1236
-0.1417 6.2986 0.3943 -0.1109
-0.0630 6.2871 0.3954 -0.1104
0.0157 6.2614 0.3962 -0.1248
0.0945 6.2310 0.3986 -0.1304
0.1732 6.2161 0.4058 -0.1262
0.2520 6.2080 0.4223 -0.1225
0.3307 6.2054 0.4491 -0.1123
0.4094 6.1950 0.4795 -0.1050
0.4882 6.1765 0.5010 -0.0957
0.5669 6.1638 0.5075 -0.0829
0.6457 6.1612 0.5082 -0.0746
0.7244 6.1385 0.5093 -0.0663
0.8031 6.0953 0.5063 -0.0539
0.8819 6.0734 0.4991 -0.0390
0.9606 6.0749 0.4992 -0.0277
1.0394 6.0917 0.5117 -0.0409
1.1181 6.1179 0.5271 -0.0687
1.1969 6.1469 0.5446 -0.1023
1.2756 6.1725 0.5634 -0.1357
1.3543 6.1889 0.5769 -0.1600
1.4331 6.2077 0.5872 -0.1835
1.5118 6.2317 0.5969 -0.1964
1.5906 6.2347 0.6057 -0.1889
1.6693 6.2141 0.6137 -0.1679
1.7480 6.1942 0.6216 -0.1413
1.8268 6.1826 0.6334 -0.1243
1.9055 6.1701 0.6485 -0.1228
1.9843 6.1565 0.6624 -0.1241
2.0630 6.1342 0.6749 -0.1173
2.1417 6.0925 0.6819 -0.1077
2.2205 6.0371 0.6774 -0.0940
2.2992 5.9924 0.6678 -0.0820
2.3780 5.9575 0.6632 -0.0732
2.4567 5.9317 0.6564 -0.0592
2.5354 5.9306 0.6425 -0.0448
2.6142 5.9493 0.6241 -0.0511
2.6929 5.9819 0.6054 -0.0441
2.7717 6.0059 0.6019 -0.0199
2.8504 6.0069 0.6157 0.0108
2.9291 5.9821 0.6314 0.0439
3.0079 5.9508 0.6438 0.0724
3.0866 5.9137 0.6545 0.0938
3.1654 5.8703 0.6579 0.1086
3.2441 5.8271 0.6571 0.1127
3.3228 5.7852 0.6663 0.1150
3.4016 5.7519 0.6842 0.1370
3.4803 5.7340 0.6986 0.1588
3.5591 5.7203 0.7085 0.1720
3.6378 5.7096 0.7201 0.1763
3.7165 5.6966 0.7300 0.1585
3.7953 5.6935 0.7351 0.1098
3.8740 5.7288 0.7384 0.0470
3.9528 5.7863 0.7392 -0.0009
