# Y/D TKE
-4.0000 0.3367
-3.9213 0.3469
-3.8425 0.3608
-3.7638 0.3432
-3.6850 0.2990
-3.6063 0.2996
-3.5276 0.3128
-3.4488 0.3179
-3.3701 0.2891
-3.2913 0.2484
-3.2126 0.2424
-3.1339 0.2528
-3.0551 0.2703
-2.9764 0.2961
-2.8976 0.3353
-2.8189 0.3653
-2.7402 0.3501
-2.6614 0.2898
-2.5827 0.2386
-2.5039 0.2044
-2.4252 0.1747
-2.3465 0.1408
-2.2677 0.1188
-2.1890 0.1115
-2.1102 0.1107
-2.0315 0.1167
-1.9528 0.1183
-1.8740 0.1144
-1.7953 0.1155
-1.7165 0.1265
-1.6378 0.1435
-1.5591 0.1639
-1.4803 0.1749
-1.4016 0.1786
-1.3228 0.1969
-1.2441 0.1989
-1.1654 0.2005
-1.0866 0.2126
-1.0079 0.2110
-0.9291 0.2050
-0.8504 0.1901
-0.7717 0.1870
-0.6929 0.1844
-0.6142 0.1732
-0.5354 0.1629
-0.4567 0.1485
-0.3780 0.1321
-0.2992 0.1161
-0.2205 0.1041
-0.1417 0.0974
-0.0630 0.0899
0.0157 0.0885
0.0945 0.0954
0.1732 0.1052
0.2520 0.1097
0.3307 0.1113
0.4094 0.1138
0.4882 0.1276
0.5669 0.1411
0.6457 0.1409
0.7244 0.1324
0.8031 0.1243
0.8819 0.1189
0.9606 0.1148
1.0394 0.1108
1.1181 0.1060
1.1969 0.1031
1.2756 0.1011
1.3543 0.0985
1.4331 0.1030
1.5118 0.1114
1.5906 0.1239
1.6693 0.1393
1.7480 0.1523
1.8268 0.1610
1.9055 0.1547
1.9843 0.1464
2.0630 0.1412
2.1417 0.1416
2.2205 0.1472
2.2992 0.1599
2.3780 0.1705
2.4567 0.1677
2.5354 0.1671
2.6142 0.1693
2.6929 0.1740
2.7717 0.1850
2.8504 0.1920
2.9291 0.2080
3.0079 0.2367
3.0866 0.2498
3.1654 0.2384
3.2441 0.2159
3.3228 0.2010
3.4016 0.2036
3.4803 0.1901
3.5591 0.1881
3.6378 0.2635
3.7165 0.3986
3.7953 0.5218
3.8740 0.5934
3.9528 0.5559
