# Y/D U V W
-4.0000 5.8276 -0.0780 0.0563
-3.9213 5.8544 -0.0486 0.0421
-3.8425 5.9153 -0.0277 0.0033
-3.7638 5.9548 -0.0174 -0.0354
-3.6850 5.9475 -0.0195 -0.0282
-3.6063 5.9532 -0.0269 -0.0062
-3.5276 6.0198 -0.0295 0.0112
-3.4488 6.1104 -0.0301 -0.0004
-3.3701 6.1581 -0.0337 -0.0242
-3.2913 6.1382 -0.0343 -0.0442
-3.2126 6.1183 -0.0302 -0.0696
-3.1339 6.1347 -0.0272 -0.0800
-3.0551 6.1495 -0.0240 -0.0675
-2.9764 6.1622 -0.0163 -0.0576
-2.8976 6.1731 -0.0029 -0.0508
-2.8189 6.1793 0.0167 -0.0389
-2.7402 6.1977 0.0404 -0.0469
-2.6614 6.2352 0.0657 -0.0548
-2.5827 6.2813 0.0888 -0.0585
-2.5039 6.3109 0.1050 -0.0704
-2.4252 6.3300 0.1168 -0.1065
-2.3465 6.3595 0.1308 -0.1308
-2.2677 6.3759 0.1417 -0.1422
-2.1890 6.3840 0.1418 -0.1558
-2.1102 6.3937 0.1397 -0.1756
-2.0315 6.3975 0.1388 -0.1824
-1.9528 6.4018 0.1364 -0.1636
-1.8740 6.3950 0.1418 -0.1340
-1.7953 6.3835 0.1663 -0.1178
-1.7165 6.3732 0.1985 -0.1204
-1.6378 6.3547 0.2203 -0.1205
-1.5591 6.3461 0.2299 -0.1184
-1.4803 6.3569 0.2345 -0.1299
-1.4016 6.3631 0.2400 -0.1352
-1.3228 6.3529 0.2461 -0.1427
-1.2441 6.3252 0.2515 -0.1351
-1.1654 6.2844 0.2578 -0.1146
-1.0866 6.2405 0.2656 -0.0898
-1.0079 6.2043 0.2768 -0.0576
-0.9291 6.2054 0.3017 -0.0459
-0.8504 6.2375 0.3366 -0.0663
-0.7717 6.2549 0.3672 -0.1090
-0.6929 6.2598 0.3876 -0.1458
-0.6142 6.2749 0.3921 -0.1500
-0.5354 6.2894 0.3888 -0.1411
-0.4567 6.2996 0.3939 -0.1311
-0.3780 6.3166 0.4039 -0.1175
-0.2992 6.3379 0.4095 -0.1141
-0.2205 6.3335 0.4124 -0.1235
-0.1417 6.2971 0.4138 -0.1313
-0.0630 6.2640 0.4099 -0.1359
0.0157 6.2666 0.4027 -0.1364
0.0945 6.2742 0.4010 -0.1391
0.1732 6.2575 0.4096 -0.1343
0.2520 6.2110 0.4229 -0.1291
0.3307 6.1352 0.4328 -0.1177
0.4094 6.0796 0.4403 -0.0927
0.4882 6.0780 0.4492 -0.0624
0.5669 6.0665 0.4540 -0.0326
0.6457 6.0298 0.4542 0.0039
0.7244 6.0095 0.4634 0.0163
0.8031 6.0127 0.4902 -0.0111
0.8819 6.0416 0.5275 -0.0483
0.9606 6.0931 0.5579 -0.0925
1.0394 6.1497 0.5735 -0.1362
1.1181 6.1952 0.5822 -0.1702
1.1969 6.2306 0.5853 -0.1941
1.2756 6.2473 0.5825 -0.2029
1.3543 6.2335 0.5830 -0.2006
1.4331 6.2085 0.5909 -0.1898
1.5118 6.1813 0.6046 -0.1594
1.5906 6.1592 0.6209 -0.1325
1.6693 6.1464 0.6330 -0.1197
1.7480 6.1438 0.6373 -0.1076
1.8268 6.1380 0.6384 -0.0956
1.9055 6.1003 0.6361 -0.0842
1.9843 6.0310 0.6302 -0.0737
2.0630 5.9751 0.6313 -0.0782
2.1417 5.9599 0.6392 -0.0902
2.2205 5.9644 0.6405 -0.0872
2.2992 5.9639 0.6312 -0.0685
2.3780 5.9668 0.6221 -0.0389
2.4567 5.9746 0.6230 -0.0372
2.5354 5.9854 0.6327 -0.0618
2.6142 6.0041 0.6429 -0.0602
2.6929 6.0071 0.6462 -0.0129
2.7717 5.9856 0.6470 0.0413
2.8504 5.9431 0.6538 0.0693
2.9291 5.8894 0.6588 0.0750
3.0079 5.8602 0.6523 0.0829
3.0866 5.8412 0.6428 0.0985
3.1654 5.7871 0.6389 0.1070
3.2441 5.7189 0.6427 0.1105
3.3228 5.7061 0.6616 0.1106
3.4016 5.7482 0.6942 0.1007
3.4803 5.7853 0.7236 0.0779
3.5591 5.8123 0.7423 0.0499
3.6378 5.8372 0.7511 0.0212
3.7165 5.8385 0.7463 -0.0112
3.7953 5.8287 0.7281 -0.0396
3.8740 5.8235 0.7052 -0.0494
3.9528 5.8381 0.6918 -0.0457
