f,Suu,Svv,Sww
0.0,0.0,0.0,0.0
0.0016638935108153079,0.0024488479665957822,0.00029814771972959294,7.501701282897033e-05
0.0033277870216306157,0.004134964522068122,0.0012558612750472229,0.00022414909486029959
0.004991680532445923,0.002537061752250409,0.0009016178127538178,0.00025024123729610643
0.0066555740432612314,0.003362767264289065,0.0016348227818887664,0.0004251144844848366
0.008319467554076539,0.0031629731789950457,0.0011819592590112586,0.0005080149417213083
0.009983361064891847,0.0036814670845345407,0.0011573528573808945,0.00039995873309030727
0.011647254575707155,0.004334562690849533,0.00229892151308687,0.00074157741623983
0.013311148086522463,0.005606397699094769,0.0014265765322837873,0.0003985492446601615
0.014975041597337771,0.00277947429034046,0.00180814064423701,0.0003875653229860945
0.016638935108153077,0.003155031190265734,0.0019100407291537528,0.0004634414734277635
0.018302828618968387,0.0033754267710633694,0.0021888817732409207,0.000386862128996434
0.019966722129783693,0.003874440508479041,0.001357711536160031,0.000589874700519677
0.021630615640599003,0.002031781574323823,0.001252715807050096,0.0004083026026037588
0.02329450915141431,0.0027401433572203783,0.0018117748791335975,0.0005719346304438931
0.024958402662229616,0.002049607100431663,0.0019675212967127384,0.000570060180531152
0.026622296173044926,0.0023751673214180923,0.0013880445687671778,0.00044290046278328373
0.028286189683860232,0.0013791006185600414,0.0011914468634850518,0.00042703754170717696
0.029950083194675542,0.0014421705472459929,0.0013524660454380351,0.0004433186480915055
0.03161397670549085,0.0015240923311730476,0.0014526530980277857,0.00045363254697205265
0.033277870216306155,0.0021739035454918666,0.001072382022258883,0.0007352278736131666
0.03494176372712146,0.0010329031816431722,0.0015332690142094614,0.0006285370860663842
0.036605657237936774,0.0020077548351164274,0.0012850499028562888,0.000336502188985514
0.03826955074875208,0.0011615784751986436,0.0016927169279265222,0.0005894361326393683
0.03993344425956739,0.0011432837522168833,0.0010649001452747086,0.0006858712487868308
0.04159733777038269,0.0008468925813472583,0.001188477664852862,0.0005399634984210911
0.04326123128119801,0.0011079499212057324,0.0011538889017246965,0.0007885449637954249
0.04492512479201331,0.001155874738012414,0.0011959660561942555,0.00043865776872229324
0.04658901830282862,0.0011929479181910735,0.001197672757909122,0.00041617163166165734
0.048252911813643926,0.0008594665939264895,0.001026179336718735,0.0004191909385151932
0.04991680532445923,0.0008018498840129321,0.0010245722616648112,0.0003559432957050595
0.051580698835274545,0.0007141772285216928,0.000622833709335671,0.0003654815581715273
0.05324459234608985,0.0005682949089894716,0.0007931176405217865,0.0003334942209578091
0.05490848585690516,0.0007243401080424601,0.0007271800413302404,0.0003535382021443974
0.056572379367720464,0.000887263704363588,0.000758618522579396,0.0005010340110299449
0.05823627287853577,0.0005454992689298025,0.0008173148083477714,0.00041792314973224993
0.059900166389351084,0.000684654039509772,0.0004736177163558783,0.0002174813643182763
0.06156405990016639,0.0006341321107242895,0.0007464811069484595,0.0003512947105427028
0.0632279534109817,0.00039764680447045833,0.0005007610253773096,0.00030173957909261433
0.064891846921797,0.0005752492155527114,0.00041680295074156276,0.0002651830605286566
0.06655574043261231,0.00029192035003742145,0.0004992552136191495,0.00027376452693357795
0.06821963394342762,0.0005147878766304474,0.0003682184626783153,0.00028424331054590225
0.06988352745424292,0.0004006894640878357,0.000358845133706189,0.00017785036001676929
0.07154742096505824,0.0002670882467914501,0.00033883606121346574,0.0002444713213704525
0.07321131447587355,0.0002564236966156153,0.00027487241570955,0.00027315262421359447
0.07487520798668885,0.0003482693434218159,0.00036763892652897355,0.0002145760294278757
0.07653910149750416,0.0002819506214200969,0.0002501746066347562,0.00013950443126497565
0.07820299500831947,0.0003466755371417039,0.00029439476942620674,0.00017556262450303328
0.07986688851913477,0.0003313158038317519,0.00022873447280229907,0.00014235447832005067
0.08153078202995008,0.0002649858251461552,0.00018485820431345337,0.0001438469555707266
0.08319467554076539,0.00025746826559075903,0.00017656991973279577,0.00013761715868780355
0.08485856905158069,0.0002418091828058041,0.00020926527453057846,0.00014891230716281551
0.08652246256239601,0.00019974674370612757,0.00020933626267749235,0.0001344566904084093
0.08818635607321132,0.0002298562475140637,0.00016913397225645896,0.00014402729154266988
0.08985024958402663,0.00017560148369222614,0.00018023792021937404,0.0001350608692859316
0.09151414309484193,0.00013645382360228466,0.00012458615018655838,0.0001076287029315733
0.09317803660565724,0.00014618358184681813,0.00015411132075687033,0.00010528293867920363
0.09484193011647254,0.00012997734916216937,9.783448067017041e-05,0.0001015660616751696
0.09650582362728785,0.0001279271800558752,0.00011413327859409975,9.617415506670064e-05
0.09816971713810316,0.00011945750149746762,0.00010496549596749077,0.00010260046891474776
0.09983361064891846,0.00012755959355210755,0.00010015849976243068,7.63354972678262e-05
0.10149750415973377,0.00014179489881486235,8.811081082814355e-05,8.095330262217823e-05
