# z WS WD Th TKE TI
9.545454499999999598e+01 6.170762061321418024e+00 2.655949974821693900e+02 3.050025260910973657e+02 2.381074100744473288e-01 9.886654894643168157e-02
1.018181799999999981e+02 6.231926061206503498e+00 2.655977879803132851e+02 3.050025530113872492e+02 2.307080212348021908e-01 9.617437997328279198e-02
1.081818200000000019e+02 6.293439187258456968e+00 2.655999469307154754e+02 3.050025842484473628e+02 2.270118352790341520e-01 9.426125253382894309e-02
1.145454500000000024e+02 6.351638946760215454e+00 2.656012023644293549e+02 3.050026161635613562e+02 2.266188600536900855e-01 9.317391561459381633e-02
1.209090900000000062e+02 6.407655591492170011e+00 2.656022963220216866e+02 3.050026513302280478e+02 2.219995502677618859e-01 9.131079272101681743e-02
1.272727299999999957e+02 6.459790270142974578e+00 2.656040469629336371e+02 3.050026854440997113e+02 2.184675994200668825e-01 8.962259034070982344e-02
1.336363599999999963e+02 6.507866721377821406e+00 2.656062822947804420e+02 3.050027201790893514e+02 2.119931539598579606e-01 8.739817582428936749e-02
1.400000000000000000e+02 6.551860062351041236e+00 2.656090605439277965e+02 3.050027525931680543e+02 2.140240462319200621e-01 8.717195810051940608e-02
1.463636400000000037e+02 6.591274487186494113e+00 2.656108136762064191e+02 3.050027856304351417e+02 2.065167602101987965e-01 8.491640759719085163e-02
1.527272700000000043e+02 6.626825144628594622e+00 2.656122140084899002e+02 3.050028201428575585e+02 2.062278095921104559e-01 8.438223569232250476e-02
1.590909100000000080e+02 6.662663231398619601e+00 2.656136947922986451e+02 3.050028544596277129e+02 2.041963795541997806e-01 8.330316951300092976e-02
1.654545500000000118e+02 6.698043771278518577e+00 2.656152393519297448e+02 3.050028900320914431e+02 2.032532240496984222e-01 8.244229392657456690e-02
1.718181800000000123e+02 6.731107419356483490e+00 2.656175301033402434e+02 3.050029280000003382e+02 1.987443468745243580e-01 8.089174783351263387e-02
1.781818199999999877e+02 6.764065417802755498e+00 2.656196752889789536e+02 3.050029666739134200e+02 1.951603283852917925e-01 7.947567523420928648e-02
1.845454499999999882e+02 6.797464205457129260e+00 2.656218550242729179e+02 3.050030079316774732e+02 1.938429330628996528e-01 7.868573925300229033e-02
1.909090899999999920e+02 6.830650575685127457e+00 2.656236015217914428e+02 3.050030505776401810e+02 1.906094619967800552e-01 7.749225684363164612e-02
1.972727299999999957e+02 6.863075841914927366e+00 2.656246382405774966e+02 3.050030917060045681e+02 1.894801179820349846e-01 7.671451870166745568e-02
2.036363599999999963e+02 6.892868772561098645e+00 2.656258984309559992e+02 3.050031348364393580e+02 1.887074645662581152e-01 7.624131618041579683e-02
2.100000000000000000e+02 6.922859177627818994e+00 2.656276294681631498e+02 3.050031778850935211e+02 1.910443559532853108e-01 7.654744692185068422e-02
2.163636400000000037e+02 6.951330860870020167e+00 2.656292529313278123e+02 3.050032242432715748e+02 1.884167900920832861e-01 7.587689734413741172e-02
2.227272700000000043e+02 6.979423544866576457e+00 2.656311272360583189e+02 3.050032745662528555e+02 1.869070317131030223e-01 7.529010725829268780e-02
2.290909100000000080e+02 7.007747626304685618e+00 2.656330660667223356e+02 3.050033302598346836e+02 1.855411571443253138e-01 7.478761451272722405e-02
2.354545500000000118e+02 7.037351379161385090e+00 2.656345970280921165e+02 3.050033857991721220e+02 1.864115138430676721e-01 7.482398868705905648e-02
2.418181800000000123e+02 7.070580438014911984e+00 2.656349596024732591e+02 3.050034424741203338e+02 1.834442671571753503e-01 7.397660357922215824e-02
2.481818199999999877e+02 7.101083375791059638e+00 2.656356301939405284e+02 3.050034997795033860e+02 1.804937719821395614e-01 7.306536550114246797e-02
2.545454499999999882e+02 7.130116952255945328e+00 2.656366941900299139e+02 3.050035579151141292e+02 1.779888373404043544e-01 7.221655902495097146e-02
2.609090899999999920e+02 7.156552138949859199e+00 2.656379335142385685e+02 3.050036196407870079e+02 1.740299219874478776e-01 7.122288369446476419e-02
2.672727300000000241e+02 7.183276434363836671e+00 2.656394378432377721e+02 3.050036765279505744e+02 1.690927850898919782e-01 6.999304996293037595e-02
2.736363600000000247e+02 7.212084388575430438e+00 2.656410301699166325e+02 3.050037392784681742e+02 1.669065863184089893e-01 6.929264953287825324e-02
2.800000000000000000e+02 7.240234245381278022e+00 2.656427970945262587e+02 3.050038021728780677e+02 1.677429237393589789e-01 6.935570890202322203e-02
