# z WS WD Th TKE TI
0.000000000000000000e+00 1.571814805083657784e+00 2.655576821873676749e+02 3.050021795652159540e+02 2.464390345899737655e-01 4.345400403625417907e-01
6.363636399999999860e+00 3.915439857441691540e+00 2.655556521352030472e+02 3.050021895590047620e+02 2.975893123645161342e-01 1.882604796645372947e-01
1.272727300000000028e+01 4.512304839897140596e+00 2.655587217247737044e+02 3.050022078881973471e+02 3.016844903650477971e-01 1.602204573919113195e-01
1.909090899999999991e+01 4.827096965184249910e+00 2.655612361339973404e+02 3.050022273012409642e+02 2.816963922064507075e-01 1.431201360765748942e-01
2.545454499999999953e+01 5.050859831006007994e+00 2.655642605020364613e+02 3.050022480590051259e+02 2.783473803521894219e-01 1.347521265874233320e-01
3.181818200000000019e+01 5.226271444379370301e+00 2.655676040346792206e+02 3.050022701035185833e+02 2.660400006286121610e-01 1.267020501454836356e-01
3.818181799999999981e+01 5.373304272347630750e+00 2.655700876130518964e+02 3.050022927318830170e+02 2.644515203650131818e-01 1.224411199035299047e-01
4.454545499999999691e+01 5.504345398884336937e+00 2.655726571375329286e+02 3.050023159503095940e+02 2.704370820543580689e-01 1.207590870202346484e-01
5.090909099999999654e+01 5.612237158084179889e+00 2.655762168991393537e+02 3.050023389513449956e+02 2.636031029876567677e-01 1.167098497847581795e-01
5.727272700000000327e+01 5.710733230736934729e+00 2.655786976430635491e+02 3.050023645424424785e+02 2.605188213972507438e-01 1.133742801655117649e-01
6.363636400000000037e+01 5.797581060148801591e+00 2.655811850899826254e+02 3.050023893022769244e+02 2.520181606969474908e-01 1.093548976904382686e-01
7.000000000000000000e+01 5.881511710240221902e+00 2.655847221670060776e+02 3.050024162432708295e+02 2.593789235861019282e-01 1.091100340721947032e-01
7.636363599999999963e+01 5.962760028855339733e+00 2.655878840945789534e+02 3.050024436024842203e+02 2.459253798188052453e-01 1.045862562767169851e-01
8.272727299999999673e+01 6.037140386369255651e+00 2.655900539278726455e+02 3.050024718146996747e+02 2.446685306519024716e-01 1.027740826532458213e-01
8.909090899999999635e+01 6.104180932237881940e+00 2.655926004418999469e+02 3.050024993322981004e+02 2.395952005218736913e-01 1.003178074859352453e-01
