# z WS WD Th TKE TI
0.000000000000000000e+00 1.591836740171441278e+00 2.635460457828075960e+02 3.050021830465819335e+02 2.268159120109888294e-01 4.130572053775368180e-01
6.363636399999999860e+00 3.941847586025092998e+00 2.635053599905086230e+02 3.050021960196667123e+02 2.949453582265298968e-01 1.862201743958848132e-01
1.272727300000000028e+01 4.535742572394845240e+00 2.636349147240887305e+02 3.050022134161471286e+02 2.943197309296464170e-01 1.573413671962630711e-01
1.909090899999999991e+01 4.856044084741231615e+00 2.637743709952746940e+02 3.050022328064164299e+02 2.809756789104222441e-01 1.420958869390451518e-01
2.545454499999999953e+01 5.085130185442003459e+00 2.639603720836069556e+02 3.050022546449258698e+02 2.811734068720539437e-01 1.349056402207127470e-01
3.181818200000000019e+01 5.263506959977712896e+00 2.641229511075683831e+02 3.050022789233939307e+02 2.696188645139248607e-01 1.271780418513765720e-01
3.818181799999999981e+01 5.409850798202961997e+00 2.643095637184732709e+02 3.050023024047605418e+02 2.670912855822976106e-01 1.223056387124912825e-01
4.454545499999999691e+01 5.529761576365914699e+00 2.645044231196685587e+02 3.050023253012409441e+02 2.728767387332808325e-01 1.205683403509952428e-01
5.090909099999999654e+01 5.633205885663617352e+00 2.646686337407772953e+02 3.050023478043466980e+02 2.628478994503167243e-01 1.156129336237647076e-01
5.727272700000000327e+01 5.730258250411349508e+00 2.648406330143818082e+02 3.050023715610756767e+02 2.607905973316329007e-01 1.127415837813006555e-01
6.363636400000000037e+01 5.817562592303850089e+00 2.650058172042403726e+02 3.050023965786741655e+02 2.553487563730352794e-01 1.097123075990765056e-01
7.000000000000000000e+01 5.900586951715767192e+00 2.651793240841419674e+02 3.050024225248440644e+02 2.620581796183102385e-01 1.094549825367658741e-01
7.636363599999999963e+01 5.976413092804324201e+00 2.653199723843510469e+02 3.050024467629394280e+02 2.484834659003000434e-01 1.049502207467668674e-01
8.272727299999999673e+01 6.047959245402913631e+00 2.654860745484417635e+02 3.050024727608691251e+02 2.468854978342910622e-01 1.031171687851220736e-01
8.909090899999999635e+01 6.116844118935247820e+00 2.656150987256906433e+02 3.050025005910970322e+02 2.431603235283633924e-01 1.009291680152092363e-01
9.545454499999999598e+01 6.186358274543630742e+00 2.656996834044185789e+02 3.050025306645961223e+02 2.414501857215871905e-01 9.937949784976266021e-02
1.018181799999999981e+02 6.251414584066918856e+00 2.658013096013916652e+02 3.050025607391303879e+02 2.332803126036701036e-01 9.646086727244039538e-02
1.081818200000000019e+02 6.314730015961333542e+00 2.659145052948020407e+02 3.050025929886129461e+02 2.288523104316844969e-01 9.447218970265212901e-02
1.145454500000000024e+02 6.373644309181212719e+00 2.660445029704145554e+02 3.050026254347827148e+02 2.287216820509825610e-01 9.360108720896861967e-02
1.209090900000000062e+02 6.429526928286012577e+00 2.661513145410052061e+02 3.050026602256730257e+02 2.257352423704674649e-01 9.208938748872186331e-02
1.272727299999999957e+02 6.478643361516676080e+00 2.662062993240356263e+02 3.050026943136647901e+02 2.236745831979076171e-01 9.081160037401010687e-02
1.336363599999999963e+02 6.526681474436590413e+00 2.662895721281310557e+02 3.050027276697725256e+02 2.208636797441404787e-01 8.943396011526032197e-02
1.400000000000000000e+02 6.571098374962026867e+00 2.664159385553611514e+02 3.050027613612838877e+02 2.234651656872935210e-01 8.921539717139251313e-02
1.463636400000000037e+02 6.608682566284953097e+00 2.665237286604692599e+02 3.050027951677021179e+02 2.165646729241360036e-01 8.719938786759692806e-02
1.527272700000000043e+02 6.642538615927368717e+00 2.666878466898282909e+02 3.050028295476192852e+02 2.126581006037879806e-01 8.560978464763982498e-02
1.590909100000000080e+02 6.678118735594848587e+00 2.668396875673310547e+02 3.050028653975157908e+02 2.094504114990922150e-01 8.416135783467454390e-02
1.654545500000000118e+02 6.713748008142559343e+00 2.669734225659406661e+02 3.050029028209112312e+02 2.093925902135741202e-01 8.359467023067224112e-02
1.718181800000000123e+02 6.749354130768647764e+00 2.671077523539056529e+02 3.050029446159422264e+02 2.052322576126207054e-01 8.213517579662214796e-02
1.781818199999999877e+02 6.783938106021679459e+00 2.672504457867386805e+02 3.050029889368532849e+02 2.017685440041873390e-01 8.069255773997152659e-02
1.845454499999999882e+02 6.816193728697810705e+00 2.673521280296340024e+02 3.050030320093170531e+02 2.000013862781399310e-01 7.978067455648173156e-02
1.909090899999999920e+02 6.849229820963890880e+00 2.674236042471897576e+02 3.050030747049692081e+02 1.951084725840869505e-01 7.812326783589136625e-02
1.972727299999999957e+02 6.879521079559926200e+00 2.674802619650639599e+02 3.050031178799175109e+02 1.936770414861903877e-01 7.753601080764022102e-02
2.036363599999999963e+02 6.909005941172694953e+00 2.675751380390176450e+02 3.050031608250520776e+02 1.912704865021323530e-01 7.671898965201440213e-02
2.100000000000000000e+02 6.937511953419222444e+00 2.676691057486381737e+02 3.050032062722570458e+02 1.920037279374348649e-01 7.657761244607809437e-02
2.163636400000000037e+02 6.968902808890163669e+00 2.677938476403277832e+02 3.050032588354039831e+02 1.875562959461435086e-01 7.528491559152214463e-02
2.227272700000000043e+02 6.998738764554678582e+00 2.679081243868534443e+02 3.050033105434785057e+02 1.873023907530828591e-01 7.504430743382223268e-02
2.290909100000000080e+02 7.028825485285821628e+00 2.679881923677741042e+02 3.050033645538304654e+02 1.868823813880589879e-01 7.472424882043947336e-02
2.354545500000000118e+02 7.056993835585585906e+00 2.680541681953803845e+02 3.050034220134577936e+02 1.872659697184384520e-01 7.460037096994788508e-02
2.418181800000000123e+02 7.084489223645686451e+00 2.681114676431850512e+02 3.050034783871637956e+02 1.850328788927051160e-01 7.385513066791231374e-02
2.481818199999999877e+02 7.113285722929393984e+00 2.681836238364981568e+02 3.050035331169774508e+02 1.845388432908648679e-01 7.353767130859749368e-02
2.545454499999999882e+02 7.138795882732322795e+00 2.682712396387942135e+02 3.050035879575572153e+02 1.836807313067103653e-01 7.309627386155695405e-02
2.609090899999999920e+02 7.161523631979482829e+00 2.683551987842825497e+02 3.050036476770189324e+02 1.788719254862498054e-01 7.203634283921553361e-02
2.672727300000000241e+02 7.187751253676307073e+00 2.684330327677801051e+02 3.050037114016565738e+02 1.727635041404476934e-01 7.063017395952182753e-02
2.736363600000000247e+02 7.214556565803179389e+00 2.685188684843295164e+02 3.050037827691514281e+02 1.700004318073249643e-01 6.990728042255282826e-02
2.800000000000000000e+02 7.241843238377530412e+00 2.686128003470830095e+02 3.050038474233957686e+02 1.703492922278583843e-01 6.991724849912892004e-02
