# z WS WD Th TKE TI
0.000000000000000000e+00 1.587968015619821927e+00 2.636907168479772849e+02 3.050021885610752292e+02 2.307782190614253437e-01 4.182179643490844256e-01
6.363636399999999860e+00 3.910139415167806387e+00 2.634169157266605339e+02 3.050022014026902184e+02 2.936782232555630867e-01 1.876780926713809416e-01
1.272727300000000028e+01 4.506278262731989059e+00 2.634908489251868673e+02 3.050022184968931924e+02 2.969087664550087435e-01 1.594776966261998719e-01
1.909090899999999991e+01 4.812158464124420831e+00 2.636944107624193521e+02 3.050022380341604276e+02 2.830842922454749888e-01 1.441984383539362535e-01
2.545454499999999953e+01 5.028041619442520371e+00 2.638429727979705604e+02 3.050022592981356979e+02 2.874164798959544243e-01 1.381551731037435615e-01
3.181818200000000019e+01 5.200339500455211983e+00 2.640199065765913247e+02 3.050022814679081193e+02 2.754639104919733850e-01 1.301998457863279834e-01
3.818181799999999981e+01 5.348223979042290743e+00 2.641760397112160490e+02 3.050023064979289416e+02 2.680374712418566174e-01 1.241797610598232293e-01
4.454545499999999691e+01 5.473092447939350791e+00 2.642806585439065543e+02 3.050023318757758375e+02 2.641030759866326849e-01 1.197344417629349900e-01
5.090909099999999654e+01 5.584498006195853570e+00 2.644460046131667355e+02 3.050023563436847098e+02 2.547661647828053932e-01 1.147624110955176302e-01
5.727272700000000327e+01 5.682876862939464147e+00 2.646917957386237390e+02 3.050023821459623150e+02 2.533278039539120230e-01 1.120691399659785314e-01
6.363636400000000037e+01 5.772230634430544960e+00 2.649066975776153186e+02 3.050024082722563890e+02 2.474105372311372342e-01 1.089256614044464971e-01
7.000000000000000000e+01 5.856824801863223406e+00 2.651031202698626430e+02 3.050024356842648672e+02 2.566027281063934518e-01 1.094263994092953829e-01
7.636363599999999963e+01 5.937918356430953892e+00 2.652627980474530887e+02 3.050024641997928256e+02 2.473333497978599527e-01 1.059562803775701556e-01
8.272727299999999673e+01 6.007892963865302249e+00 2.654260107148098200e+02 3.050024947101449015e+02 2.487943349954360173e-01 1.050443151637915629e-01
8.909090899999999635e+01 6.075196462569243394e+00 2.656193316411799401e+02 3.050025252339544295e+02 2.431315511375865268e-01 1.025549859186793977e-01
9.545454499999999598e+01 6.140713129188581476e+00 2.657814066048185850e+02 3.050025549192546919e+02 2.392656724858076844e-01 1.003475549778579667e-01
1.018181799999999981e+02 6.207379485702625210e+00 2.659046305803337304e+02 3.050025826480331830e+02 2.304173979904051983e-01 9.702038436874003968e-02
1.081818200000000019e+02 6.268121256741606473e+00 2.660411206309109389e+02 3.050026122950312129e+02 2.267579557429906245e-01 9.509303794832155154e-02
1.145454500000000024e+02 6.325175688628734250e+00 2.661785282378115198e+02 3.050026437122156153e+02 2.279003588364886812e-01 9.449257968709044719e-02
1.209090900000000062e+02 6.381442993969852928e+00 2.663296847651931785e+02 3.050026761842654537e+02 2.190731049099907124e-01 9.153306097124054574e-02
1.272727299999999957e+02 6.434554018527444796e+00 2.664375868794357984e+02 3.050027100362323722e+02 2.157460325031640980e-01 8.983647223465143772e-02
1.336363599999999963e+02 6.483799274658444745e+00 2.665320581168910508e+02 3.050027444389238553e+02 2.136713885087233034e-01 8.852877670442739488e-02
1.400000000000000000e+02 6.529906116955678463e+00 2.666005217976698418e+02 3.050027799171847960e+02 2.155207401984429727e-01 8.809094965207681094e-02
1.463636400000000037e+02 6.571496017653731592e+00 2.666849558274146830e+02 3.050028114896484794e+02 2.086165532376745568e-01 8.580777228913490096e-02
1.527272700000000043e+02 6.613604962236809826e+00 2.668001520633847576e+02 3.050028440393378446e+02 2.070305588536618391e-01 8.466754982268336061e-02
1.590909100000000080e+02 6.654885198862745987e+00 2.669024750061735745e+02 3.050028776231887946e+02 2.038993825632908485e-01 8.325408655611646336e-02
1.654545500000000118e+02 6.692952875110530719e+00 2.669822183082594051e+02 3.050029121304351065e+02 2.023795028457314737e-01 8.231765058202254737e-02
1.718181800000000123e+02 6.729656940322675140e+00 2.670921243228855815e+02 3.050029518157352868e+02 1.991369251383250105e-01 8.120080266983997763e-02
