# z WS WD Th TKE TI
0.000000000000000000e+00 1.622448527616729308e+00 2.655596372493046147e+02 3.050022087215301667e+02 2.506973930547591878e-01 4.271413623067764620e-01
6.363636399999999860e+00 4.012036939319985507e+00 2.655599118703479462e+02 3.050022279016544644e+02 3.166155094552138838e-01 1.890951255490389837e-01
1.272727300000000028e+01 4.624225301938256649e+00 2.655642087218197389e+02 3.050022519347808156e+02 3.178514559211298440e-01 1.599770972434873262e-01
1.909090899999999991e+01 4.930069153826719841e+00 2.655672478310327733e+02 3.050022745952364289e+02 2.964534347173090612e-01 1.429556773147447335e-01
2.545454499999999953e+01 5.141387060786220431e+00 2.655685717040183818e+02 3.050022975724621119e+02 2.961981295258004909e-01 1.356682224470036890e-01
3.181818200000000019e+01 5.307833289819695821e+00 2.655715616332035438e+02 3.050023205093152114e+02 2.860406146442309727e-01 1.281963221188084090e-01
3.818181799999999981e+01 5.442473662271191337e+00 2.655755203728764400e+02 3.050023428291911500e+02 2.812040973461157889e-01 1.235344483990525044e-01
4.454545499999999691e+01 5.562604418363334524e+00 2.655788869155794600e+02 3.050023657184252102e+02 2.873178508341431847e-01 1.218968540176161297e-01
5.090909099999999654e+01 5.664400126657664458e+00 2.655823631480310496e+02 3.050023869006199675e+02 2.836310003075780961e-01 1.187074778200455649e-01
5.727272700000000327e+01 5.760264793646979520e+00 2.655861736444821872e+02 3.050024097111790979e+02 2.820704643235119602e-01 1.160881465014604874e-01
6.363636400000000037e+01 5.847690840094625919e+00 2.655895195637035044e+02 3.050024328240156706e+02 2.727700630501049828e-01 1.120786336767048141e-01
7.000000000000000000e+01 5.927875845796499732e+00 2.655919231024543024e+02 3.050024545351959091e+02 2.791694838871797701e-01 1.118623722615929156e-01
7.636363599999999963e+01 6.006042496009611931e+00 2.655937155508505612e+02 3.050024785745334839e+02 2.634165644384569571e-01 1.071626443780949872e-01
8.272727299999999673e+01 6.084141884077362228e+00 2.655956085704017369e+02 3.050025066231877986e+02 2.632639203128009919e-01 1.056560016419961084e-01
8.909090899999999635e+01 6.153964582593054899e+00 2.655972302315541924e+02 3.050025325817800308e+02 2.553037855941330814e-01 1.025409131118972667e-01
9.545454499999999598e+01 6.215426190460567213e+00 2.655986029526287666e+02 3.050025575144923096e+02 2.544150474941758722e-01 1.010794082944166394e-01
1.018181799999999981e+02 6.273823863347346652e+00 2.655998465825936705e+02 3.050025828737056486e+02 2.487907054009740881e-01 9.871763976286272724e-02
1.081818200000000019e+02 6.334319629424061127e+00 2.656017482404063799e+02 3.050026108850929063e+02 2.471830134892192277e-01 9.739260460403743880e-02
1.145454500000000024e+02 6.392639516726084992e+00 2.656037172503307602e+02 3.050026428706003117e+02 2.487948782086075727e-01 9.706256397270848768e-02
1.209090900000000062e+02 6.449627425527323155e+00 2.656053635663660089e+02 3.050026768571427738e+02 2.426057980682865545e-01 9.498008321184350788e-02
1.272727299999999957e+02 6.498792149905612270e+00 2.656070019020800714e+02 3.050027083343684922e+02 2.377999876181126071e-01 9.314171103478066649e-02
1.336363599999999963e+02 6.545156092646639223e+00 2.656091203296868457e+02 3.050027397287784652e+02 2.318497572829046893e-01 9.106922302245812340e-02
1.400000000000000000e+02 6.588103573481792097e+00 2.656114048429013792e+02 3.050027714710146256e+02 2.334261581606844049e-01 9.061887248302361031e-02
1.463636400000000037e+02 6.623199216010942969e+00 2.656132339679625716e+02 3.050028046563148223e+02 2.249306831153666530e-01 8.825571644352347978e-02
1.527272700000000043e+02 6.658697331492827942e+00 2.656151489301976198e+02 3.050028397567289744e+02 2.236304226367279435e-01 8.740837288195882349e-02
1.590909100000000080e+02 6.694094143308903178e+00 2.656174123945645533e+02 3.050028752971016388e+02 2.218188354495702619e-01 8.644078078512387742e-02
1.654545500000000118e+02 6.730149589019669421e+00 2.656192339959594051e+02 3.050029141718428605e+02 2.219800298638281155e-01 8.595180963022505671e-02
1.718181800000000123e+02 6.764354559110476117e+00 2.656207579699175199e+02 3.050029557246378999e+02 2.173723758287743613e-01 8.453839470388781197e-02
1.781818199999999877e+02 6.796468557108128472e+00 2.656226052350303917e+02 3.050030010921326493e+02 2.132747590664707538e-01 8.316390909919105234e-02
1.845454499999999882e+02 6.829163678819938355e+00 2.656245575944811890e+02 3.050030480703935609e+02 2.112136442637273237e-01 8.215708725444825777e-02
1.909090899999999920e+02 6.862261395522603280e+00 2.656263899558999242e+02 3.050030939534163394e+02 2.070688287530022820e-01 8.073510706401947068e-02
1.972727299999999957e+02 6.894447488193193863e+00 2.656279257419895430e+02 3.050031405300209144e+02 2.043208745189592501e-01 7.963226477378783363e-02
2.036363599999999963e+02 6.924089308675842602e+00 2.656296124324700259e+02 3.050031886635612750e+02 2.013196065530975520e-01 7.853887220120202295e-02
2.100000000000000000e+02 6.952710226302786900e+00 2.656310199745786349e+02 3.050032371656316741e+02 2.012756758195765050e-01 7.819325345216908418e-02
2.163636400000000037e+02 6.978867150866799207e+00 2.656323562599055776e+02 3.050032871656317184e+02 1.954109068538180671e-01 7.663507701588406773e-02
2.227272700000000043e+02 7.005599268162296944e+00 2.656336643186930928e+02 3.050033393198759768e+02 1.941875692999567582e-01 7.615760828071541089e-02
2.290909100000000080e+02 7.028597254401840466e+00 2.656351148107479503e+02 3.050033866418221464e+02 1.933522058354637252e-01 7.578447329232951279e-02
2.354545500000000118e+02 7.051532124016268277e+00 2.656362172887470479e+02 3.050034347173914853e+02 1.935991719615572093e-01 7.566340791735379212e-02
2.418181800000000123e+02 7.074282173010055352e+00 2.656372429707262768e+02 3.050034861853004600e+02 1.900678954202803250e-01 7.471172999645715740e-02
2.481818199999999877e+02 7.098239515025495550e+00 2.656383347937916142e+02 3.050035391325054093e+02 1.892468150665408966e-01 7.446972714435441676e-02
2.545454499999999882e+02 7.124142205031064101e+00 2.656398002204438171e+02 3.050035948322983472e+02 1.887383056560134886e-01 7.425107759825874676e-02
