# z WS WD Th TKE TI
0.000000000000000000e+00 2.618381937648337932e+00 2.637839415622856905e+02 3.050021948778449996e+02 2.233138478351043288e-01 2.466063349222419598e-01
6.363636399999999860e+00 3.664156730959732489e+00 2.637738383752998175e+02 3.050022082525861720e+02 1.588368123159920042e-01 1.501413086855559187e-01
1.272727300000000028e+01 4.427372427875350347e+00 2.638169224192649267e+02 3.050022253126275018e+02 1.944286606457285016e-01 1.367401386803733798e-01
1.909090899999999991e+01 4.813736079330598550e+00 2.639118684371224504e+02 3.050022485134557542e+02 2.162809082500464219e-01 1.300456933967490403e-01
2.545454499999999953e+01 5.027302779186539006e+00 2.640657145893464985e+02 3.050022720558987430e+02 1.999467685766923020e-01 1.183747614604734461e-01
3.181818200000000019e+01 5.197041998021780351e+00 2.642080751407497132e+02 3.050022957701845030e+02 2.124669943895773072e-01 1.167468946918151368e-01
3.818181799999999981e+01 5.329033255462276131e+00 2.643143040657273559e+02 3.050023193074516143e+02 2.079170471567282352e-01 1.119020147557340528e-01
4.454545499999999691e+01 5.443315394911202532e+00 2.644641370536824638e+02 3.050023423188389415e+02 1.968132398803696670e-01 1.060989144039203164e-01
5.090909099999999654e+01 5.549867602972806679e+00 2.646284128055708607e+02 3.050023658074518949e+02 2.034344351025107467e-01 1.052671759430508641e-01
5.727272700000000327e+01 5.652287100516812046e+00 2.647937848157498593e+02 3.050023914254644524e+02 1.904381134971654954e-01 9.953914859017970462e-02
6.363636400000000037e+01 5.745493343046724100e+00 2.649414946093654066e+02 3.050024185869553435e+02 1.875175322323198723e-01 9.679400450357605878e-02
7.000000000000000000e+01 5.831788742751720100e+00 2.650761422349131635e+02 3.050024470714276390e+02 2.019816958718201050e-01 9.892297834714845750e-02
7.636363599999999963e+01 5.913450969079850239e+00 2.652585624570571667e+02 3.050024780859205862e+02 1.906497249031751662e-01 9.462007799179124323e-02
8.272727299999999673e+01 5.991876449819891981e+00 2.654329697354314135e+02 3.050025092525874584e+02 1.958093492813693937e-01 9.453026610294168464e-02
8.909090899999999635e+01 6.065932178312276157e+00 2.655988139016612308e+02 3.050025417608691782e+02 2.063328795947876326e-01 9.586239725811061818e-02
9.545454499999999598e+01 6.133161820666419572e+00 2.657618062774171221e+02 3.050025756635608332e+02 1.994070546106607722e-01 9.313203099400284291e-02
1.018181799999999981e+02 6.197456064677214549e+00 2.659132454991628833e+02 3.050026102463767188e+02 2.055747159217603537e-01 9.352759536117853656e-02
1.081818200000000019e+02 6.257171549606503902e+00 2.660413448850534337e+02 3.050026452867494413e+02 2.040916939080235359e-01 9.216890156130691514e-02
1.145454500000000024e+02 6.321395237345278417e+00 2.661751682896135094e+02 3.050026820010352253e+02 1.978161721529044792e-01 8.964794248346566463e-02
1.209090900000000062e+02 6.385784460484589253e+00 2.663089737434320341e+02 3.050027195807454632e+02 2.038633212787324400e-01 8.992224097432066632e-02
1.272727299999999957e+02 6.440227358856494888e+00 2.664376670043878335e+02 3.050027576511390066e+02 1.968976391737509990e-01 8.726069610291048440e-02
1.336363599999999963e+02 6.489694898931448463e+00 2.665497632347434660e+02 3.050027946935820751e+02 1.945012126174874290e-01 8.571157246550920039e-02
1.400000000000000000e+02 6.535436890597477344e+00 2.666494812114253250e+02 3.050028307681162119e+02 2.025540100362663298e-01 8.664065657346180227e-02
1.463636400000000037e+02 6.578618072699335073e+00 2.667515846328693669e+02 3.050028667380955767e+02 1.925930267397970019e-01 8.372676738200689195e-02
1.527272700000000043e+02 6.622486080384844875e+00 2.668478586660100405e+02 3.050029036677022418e+02 1.935052185749392972e-01 8.329423201757236994e-02
1.590909100000000080e+02 6.667255792234774603e+00 2.669370206656707865e+02 3.050029414792965099e+02 1.966332568883254750e-01 8.332570509185197039e-02
1.654545500000000118e+02 6.704444704370311925e+00 2.670392689573722578e+02 3.050029788633544854e+02 1.914244524587792873e-01 8.168473407116268181e-02
1.718181800000000123e+02 6.740639586775052372e+00 2.671423805907068072e+02 3.050030161821950969e+02 1.946494694789723534e-01 8.194272828352321125e-02
1.781818199999999877e+02 6.777477815322871635e+00 2.672433956311265888e+02 3.050030533944103581e+02 1.929753531364389318e-01 8.111661215578666595e-02
1.845454499999999882e+02 6.810665877415100766e+00 2.673333031243623168e+02 3.050030910175988197e+02 1.876220126008440736e-01 7.946990335329580379e-02
1.909090899999999920e+02 6.842392617891937867e+00 2.674167064991810321e+02 3.050031283333337342e+02 1.896476490791398073e-01 7.941749918485890847e-02
1.972727299999999957e+02 6.874000965492465198e+00 2.674892403280307462e+02 3.050031639244309645e+02 1.828225204162886308e-01 7.752107457486975828e-02
2.036363599999999963e+02 6.903550441295428719e+00 2.675630627609175463e+02 3.050032014792964219e+02 1.786990500300407736e-01 7.626581752488878485e-02
2.100000000000000000e+02 6.931556179576371157e+00 2.676377955710840411e+02 3.050032400807456838e+02 1.816623618370853677e-01 7.661725989557002792e-02
2.163636400000000037e+02 6.961759296712477507e+00 2.676957978022836642e+02 3.050032863954454001e+02 1.727384890093605352e-01 7.435044715941449556e-02
2.227272700000000043e+02 6.991475707659588146e+00 2.677491944338154894e+02 3.050033325289857089e+02 1.709193145497428790e-01 7.367606290683448300e-02
2.290909100000000080e+02 7.020532708822204704e+00 2.677967411022723923e+02 3.050033785548656624e+02 1.701035029472094950e-01 7.324768843532235285e-02
2.354545500000000118e+02 7.049719198886641891e+00 2.678538026906635992e+02 3.050034263747413092e+02 1.623221339433326138e-01 7.118983705140279061e-02
2.418181800000000123e+02 7.078770302836897343e+00 2.679076698917689896e+02 3.050034740300207545e+02 1.611608192397846195e-01 7.064305929850671351e-02
2.481818199999999877e+02 7.107399545611176706e+00 2.679500492457106020e+02 3.050035209130434737e+02 1.570443227695430266e-01 6.941813429670533331e-02
2.545454499999999882e+02 7.134787502011189275e+00 2.680057701992374746e+02 3.050035710372669655e+02 1.517135483067419133e-01 6.790844303528778547e-02
2.609090899999999920e+02 7.161712037588816138e+00 2.680733033088677075e+02 3.050036229679087114e+02 1.522054421145182246e-01 6.775441918099414651e-02
2.672727300000000241e+02 7.188753660508441889e+00 2.681809072243833043e+02 3.050036778778466555e+02 1.456006294169724102e-01 6.588846174346778273e-02
