# z WS WD Th TKE TI
0.000000000000000000e+00 1.562667750577657610e+00 2.655575514284747101e+02 3.050021843385081297e+02 2.304703396967022200e-01 4.249515914166446806e-01
6.363636399999999860e+00 3.915268691282983049e+00 2.655548728483601622e+02 3.050021933799159228e+02 2.989055341253382680e-01 1.894129284122324508e-01
1.272727300000000028e+01 4.502785757731243343e+00 2.655583273781359139e+02 3.050022084627317440e+02 2.981344794538238752e-01 1.601778448427524093e-01
1.909090899999999991e+01 4.811758750247339123e+00 2.655612294811012362e+02 3.050022270082804425e+02 2.839675778168764819e-01 1.447242344089123556e-01
2.545454499999999953e+01 5.029242393596036642e+00 2.655641201835743459e+02 3.050022468260860364e+02 2.816506949601399468e-01 1.369754794509125961e-01
3.181818200000000019e+01 5.205957793930235944e+00 2.655680796726262543e+02 3.050022673250509797e+02 2.694554204931079999e-01 1.287054721652026723e-01
3.818181799999999981e+01 5.355221169595114183e+00 2.655709176934286120e+02 3.050022901066246277e+02 2.664279722428963826e-01 1.237043497371782957e-01
4.454545499999999691e+01 5.484142813996611743e+00 2.655728112037085111e+02 3.050023130434776704e+02 2.691085338451967846e-01 1.209653434546673623e-01
5.090909099999999654e+01 5.599650418805527607e+00 2.655756088016900662e+02 3.050023362867490277e+02 2.600041528965095772e-01 1.160286488116644282e-01
5.727272700000000327e+01 5.699812866650256993e+00 2.655779833373681527e+02 3.050023632391300907e+02 2.562479653992862927e-01 1.126662685778579559e-01
6.363636400000000037e+01 5.789658605824888227e+00 2.655817913713423195e+02 3.050023923902688807e+02 2.486092695183216295e-01 1.090293579672384217e-01
7.000000000000000000e+01 5.872862129078619375e+00 2.655852782841507178e+02 3.050024205559004145e+02 2.547295877665886055e-01 1.084352916650018345e-01
7.636363599999999963e+01 5.952111282689546812e+00 2.655874902568594393e+02 3.050024485869564614e+02 2.455847484373350764e-01 1.049973973651013304e-01
8.272727299999999673e+01 6.024937392585826501e+00 2.655900173488844871e+02 3.050024774824016163e+02 2.448439237186926520e-01 1.033223437182035492e-01
8.909090899999999635e+01 6.090232316049187133e+00 2.655927421676885274e+02 3.050025072867495055e+02 2.380612102498496641e-01 1.005984215192481795e-01
9.545454499999999598e+01 6.155779437301164947e+00 2.655950288772963290e+02 3.050025356832298939e+02 2.382884601966785421e-01 9.963053491477037726e-02
1.018181799999999981e+02 6.215999618943277127e+00 2.655975839176477962e+02 3.050025639968945370e+02 2.288193252989096371e-01 9.640690457442768757e-02
1.081818200000000019e+02 6.274589286318311032e+00 2.655996546695085385e+02 3.050025929378884371e+02 2.236616207060365957e-01 9.415682556480169108e-02
1.145454500000000024e+02 6.332982316960986680e+00 2.656016292016009288e+02 3.050026258105593229e+02 2.216598398909167544e-01 9.275319590134403769e-02
1.209090900000000062e+02 6.388666731450535430e+00 2.656039259016965843e+02 3.050026602608699022e+02 2.156613123095400264e-01 9.040981048337697057e-02
1.272727299999999957e+02 6.441158286998956761e+00 2.656058514556726777e+02 3.050026922950315793e+02 2.148345043308668989e-01 8.941768320418157223e-02
1.336363599999999963e+02 6.491978823702956980e+00 2.656078684829345775e+02 3.050027231977230713e+02 2.105421356380964282e-01 8.750728246034453206e-02
1.400000000000000000e+02 6.538412460297930551e+00 2.656093316258516097e+02 3.050027565341620175e+02 2.119317903948085002e-01 8.690813266098051937e-02
1.463636400000000037e+02 6.580701860265898873e+00 2.656110433787473539e+02 3.050027929761909604e+02 2.031499670269942548e-01 8.437269164208802130e-02
1.527272700000000043e+02 6.622773822790716025e+00 2.656128013819811713e+02 3.050028308633545180e+02 2.001399981030080599e-01 8.295169547969841184e-02
1.590909100000000080e+02 6.660311205310367022e+00 2.656145550109914666e+02 3.050028672701867549e+02 1.975190247908129582e-01 8.168849881480820530e-02
1.654545500000000118e+02 6.694821945130961183e+00 2.656155975380063410e+02 3.050029032826091111e+02 2.003085513429122833e-01 8.187474553537929522e-02
1.718181800000000123e+02 6.726864790402665051e+00 2.656174514459380589e+02 3.050029398881991369e+02 1.968990223926075089e-01 8.067631998861790610e-02
1.781818199999999877e+02 6.761204483570533164e+00 2.656198993899702145e+02 3.050029788985511345e+02 1.934514658539842058e-01 7.939347135106786246e-02
1.845454499999999882e+02 6.797061650079841755e+00 2.656223675404448841e+02 3.050030249720501843e+02 1.926300447472718835e-01 7.876252567318232922e-02
1.909090899999999920e+02 6.833354133627926430e+00 2.656241138615913542e+02 3.050030732577644130e+02 1.879251457332702102e-01 7.707474018332677312e-02
1.972727299999999957e+02 6.865203412840011232e+00 2.656253683275274966e+02 3.050031164886132728e+02 1.865019683872616019e-01 7.629101080692125836e-02
2.036363599999999963e+02 6.895072135194131313e+00 2.656264115168593776e+02 3.050031581563150667e+02 1.834093893334400871e-01 7.513437195527836177e-02
2.100000000000000000e+02 6.922214291039762379e+00 2.656281408692998411e+02 3.050032022256731921e+02 1.843118788725713053e-01 7.502226955870082425e-02
2.163636400000000037e+02 6.948459255061468554e+00 2.656298501417794569e+02 3.050032467101452198e+02 1.811175887138744833e-01 7.420478939461805368e-02
2.227272700000000043e+02 6.975473458393372184e+00 2.656316017449824471e+02 3.050032904689443285e+02 1.794416370923841431e-01 7.366713530849212932e-02
2.290909100000000080e+02 7.004299909030160087e+00 2.656329358306982726e+02 3.050033431055903179e+02 1.787850906798148787e-01 7.339738274162152520e-02
2.354545500000000118e+02 7.032129096239067678e+00 2.656343017888042368e+02 3.050034014730850913e+02 1.788698131695308779e-01 7.329239887646082918e-02
2.418181800000000123e+02 7.061538423223267635e+00 2.656354290749014240e+02 3.050034605465839945e+02 1.756064536497963513e-01 7.240755038511990926e-02
2.481818199999999877e+02 7.093401068163482037e+00 2.656363035457537762e+02 3.050035168519670492e+02 1.723523951968781720e-01 7.146929703795301680e-02
2.545454499999999882e+02 7.123084311052870099e+00 2.656374119059593113e+02 3.050035732091099590e+02 1.694658073434709977e-01 7.056696605002939215e-02
2.609090899999999920e+02 7.150982945654918765e+00 2.656387628847276687e+02 3.050036324989649756e+02 1.648930724989093044e-01 6.939353035454223773e-02
2.672727300000000241e+02 7.178697706037104886e+00 2.656404940494077778e+02 3.050036891055901833e+02 1.592766252407818439e-01 6.795303185461502860e-02
2.736363600000000247e+02 7.206965576645670168e+00 2.656423220924270368e+02 3.050037524616978430e+02 1.588518500851894832e-01 6.765176541048789627e-02
