# z WS WD Th TKE TI
1.209090900000000062e+02 6.381487270861731176e+00 2.656064743173371312e+02 3.050027081987580004e+02 2.220211961299919656e-01 9.288349136821792695e-02
1.272727299999999957e+02 6.435930017237370571e+00 2.656084797241194906e+02 3.050027429306421709e+02 2.142210875394195413e-01 9.000165723203122636e-02
1.336363599999999963e+02 6.484833698857521256e+00 2.656103051395785428e+02 3.050027760124227711e+02 2.149558995442863440e-01 8.928086508155237688e-02
1.400000000000000000e+02 6.529077103608757149e+00 2.656115219409710448e+02 3.050028084026918123e+02 2.179189986396797840e-01 8.902720391330544436e-02
1.463636400000000037e+02 6.572978307473785087e+00 2.656130674261491436e+02 3.050028420652177488e+02 2.097712419505001757e-01 8.642408221629559184e-02
1.527272700000000043e+02 6.614470578341564710e+00 2.656148123031180717e+02 3.050028768954455245e+02 2.077602271595946348e-01 8.531267965601072034e-02
1.590909100000000080e+02 6.656394959974604397e+00 2.656163969100830968e+02 3.050029128913047884e+02 2.099483406152115039e-01 8.526115915347706742e-02
1.654545500000000118e+02 6.697480325057999728e+00 2.656180826341810075e+02 3.050029498084890633e+02 2.104211093959412748e-01 8.487974300550257811e-02
1.718181800000000123e+02 6.735233892817218404e+00 2.656198377444437710e+02 3.050029905703938198e+02 2.050395677867142830e-01 8.329872305402191701e-02
1.781818199999999877e+02 6.774219442280084102e+00 2.656218181367187867e+02 3.050030300641826102e+02 2.026288006832714095e-01 8.230664924987102227e-02
1.845454499999999882e+02 6.810441936856652667e+00 2.656239793857656082e+02 3.050030678871639225e+02 2.040968661845554422e-01 8.225110835803244036e-02
1.909090899999999920e+02 6.842617579483524004e+00 2.656254051814358945e+02 3.050031064151142459e+02 1.989708619003258405e-01 8.068265858942264002e-02
1.972727299999999957e+02 6.874827446449485180e+00 2.656263822735999156e+02 3.050031443985509441e+02 1.938778141808341904e-01 7.911702961557495750e-02
2.036363599999999963e+02 6.902245384528719718e+00 2.656271730654128760e+02 3.050031833240168453e+02 1.929834123744612051e-01 7.863419929424997346e-02
2.100000000000000000e+02 6.931016463458799848e+00 2.656282363429525617e+02 3.050032235186338312e+02 1.932043289938322195e-01 7.837884333447139862e-02
2.163636400000000037e+02 6.961192825999249045e+00 2.656296085699739820e+02 3.050032704244309230e+02 1.855617007247548356e-01 7.641800692371418513e-02
2.227272700000000043e+02 6.991955881582344823e+00 2.656310055092507127e+02 3.050033214451348158e+02 1.812337998582790044e-01 7.516811156669790661e-02
2.290909100000000080e+02 7.022240242295746171e+00 2.656321805622183092e+02 3.050033744979297694e+02 1.791111308574382666e-01 7.437906057097694312e-02
2.354545500000000118e+02 7.052832369571864213e+00 2.656333282841882237e+02 3.050034309792961835e+02 1.762713700394871741e-01 7.344637739603561422e-02
2.418181800000000123e+02 7.079509074643728361e+00 2.656346070226887264e+02 3.050034884906833099e+02 1.709228902491605195e-01 7.202415402953545043e-02
2.481818199999999877e+02 7.105348224385466871e+00 2.656355313190863399e+02 3.050035437308488895e+02 1.668622698258094839e-01 7.087182580735904014e-02
2.545454499999999882e+02 7.132120729685810012e+00 2.656361580473435424e+02 3.050035948146997953e+02 1.656379989333797986e-01 7.035531311343534711e-02
2.609090899999999920e+02 7.159067849226383728e+00 2.656371510002044261e+02 3.050036454637681800e+02 1.610080519050377246e-01 6.907958097524573293e-02
2.672727300000000241e+02 7.186078331537220976e+00 2.656387494856345484e+02 3.050037020341615062e+02 1.572687005526158532e-01 6.803551999081229595e-02
2.736363600000000247e+02 7.215873545125183419e+00 2.656410439589326984e+02 3.050037660755693878e+02 1.567100522430605880e-01 6.772498237749823013e-02
2.800000000000000000e+02 7.245018524201380927e+00 2.656433187574775161e+02 3.050038246459627658e+02 1.572575928732823092e-01 6.767218128218828455e-02
