# Y/D TKE
-4.0000 0.1712
-3.9213 0.1848
-3.8425 0.2041
-3.7638 0.2197
-3.6850 0.2197
-3.6063 0.2029
-3.5276 0.1964
-3.4488 0.1938
-3.3701 0.2083
-3.2913 0.2166
-3.2126 0.1944
-3.1339 0.1842
-3.0551 0.1843
-2.9764 0.1783
-2.8976 0.1768
-2.8189 0.1866
-2.7402 0.2035
-2.6614 0.2276
-2.5827 0.2534
-2.5039 0.2663
-2.4252 0.2593
-2.3465 0.2681
-2.2677 0.2710
-2.1890 0.2621
-2.1102 0.2456
-2.0315 0.2333
-1.9528 0.2219
-1.8740 0.2257
-1.7953 0.2468
-1.7165 0.2714
-1.6378 0.3000
-1.5591 0.3252
-1.4803 0.3380
-1.4016 0.3521
-1.3228 0.3902
-1.2441 0.4488
-1.1654 0.5050
-1.0866 0.4821
-1.0079 0.4377
-0.9291 0.4490
-0.8504 0.5161
-0.7717 0.5847
-0.6929 0.6263
-0.6142 0.7131
-0.5354 0.7739
-0.4567 0.7699
-0.3780 0.7513
-0.2992 0.7740
-0.2205 0.8278
-0.1417 0.8366
-0.0630 0.8046
0.0157 0.7304
0.0945 0.6951
0.1732 0.6956
0.2520 0.7151
0.3307 0.7309
0.4094 0.7009
0.4882 0.6663
0.5669 0.6664
0.6457 0.6743
0.7244 0.6602
0.8031 0.6486
0.8819 0.6623
0.9606 0.6872
1.0394 0.6770
1.1181 0.6700
1.1969 0.6488
1.2756 0.5743
1.3543 0.5378
1.4331 0.5375
1.5118 0.5156
1.5906 0.4733
1.6693 0.4266
1.7480 0.3752
1.8268 0.3450
1.9055 0.3337
1.9843 0.3237
2.0630 0.2787
2.1417 0.2337
2.2205 0.2179
2.2992 0.2169
2.3780 0.2286
2.4567 0.2425
2.5354 0.2554
2.6142 0.2895
2.6929 0.3244
2.7717 0.3083
2.8504 0.2762
2.9291 0.2441
3.0079 0.2058
3.0866 0.1859
3.1654 0.1745
3.2441 0.1707
3.3228 0.1693
3.4016 0.1597
3.4803 0.1490
3.5591 0.1485
3.6378 0.1492
3.7165 0.1435
3.7953 0.1321
3.8740 0.1165
3.9528 0.1075
