# Y/D TKE
-4.0000 0.2011
-3.9213 0.1897
-3.8425 0.1809
-3.7638 0.1761
-3.6850 0.1713
-3.6063 0.1611
-3.5276 0.1549
-3.4488 0.1501
-3.3701 0.1347
-3.2913 0.1265
-3.2126 0.1293
-3.1339 0.1324
-3.0551 0.1342
-2.9764 0.1371
-2.8976 0.1339
-2.8189 0.1337
-2.7402 0.1421
-2.6614 0.1558
-2.5827 0.1617
-2.5039 0.1606
-2.4252 0.1629
-2.3465 0.1613
-2.2677 0.1634
-2.1890 0.1779
-2.1102 0.1950
-2.0315 0.1987
-1.9528 0.2116
-1.8740 0.2484
-1.7953 0.2841
-1.7165 0.3129
-1.6378 0.3385
-1.5591 0.3758
-1.4803 0.4246
-1.4016 0.4577
-1.3228 0.4871
-1.2441 0.5115
-1.1654 0.5247
-1.0866 0.5688
-1.0079 0.6306
-0.9291 0.6355
-0.8504 0.6001
-0.7717 0.5605
-0.6929 0.6114
-0.6142 0.7212
-0.5354 1.0085
-0.4567 1.2513
-0.3780 1.0903
-0.2992 0.8012
-0.2205 0.6284
-0.1417 0.5615
-0.0630 0.5703
0.0157 0.6359
0.0945 0.6293
0.1732 0.6354
0.2520 0.6436
0.3307 0.6109
0.4094 0.5248
0.4882 0.5321
0.5669 0.7778
0.6457 1.0335
0.7244 1.0782
0.8031 0.8050
0.8819 0.4531
0.9606 0.2554
1.0394 0.1956
1.1181 0.1771
1.1969 0.1799
1.2756 0.1887
1.3543 0.1877
1.4331 0.1970
1.5118 0.2096
1.5906 0.2198
1.6693 0.2177
1.7480 0.2114
1.8268 0.2193
1.9055 0.2287
1.9843 0.2308
2.0630 0.2377
2.1417 0.2491
2.2205 0.2471
2.2992 0.2264
2.3780 0.2108
2.4567 0.1912
2.5354 0.1691
2.6142 0.1694
2.6929 0.1755
2.7717 0.1709
2.8504 0.1697
2.9291 0.1646
3.0079 0.1500
3.0866 0.1405
3.1654 0.1417
3.2441 0.1355
3.3228 0.1222
3.4016 0.1103
3.4803 0.1116
3.5591 0.1166
3.6378 0.1169
3.7165 0.1194
3.7953 0.1253
3.8740 0.1411
3.9528 0.1575
