# Y/D U V W
-4.0000 6.2763 0.1610 -0.0022
-3.9213 6.3343 0.1671 -0.0332
-3.8425 6.3830 0.1836 -0.0555
-3.7638 6.3918 0.1992 -0.0704
-3.6850 6.3997 0.2037 -0.0808
-3.6063 6.4015 0.2013 -0.1018
-3.5276 6.4016 0.1978 -0.1193
-3.4488 6.4328 0.2033 -0.1409
-3.3701 6.4765 0.2206 -0.1608
-3.2913 6.4997 0.2347 -0.1687
-3.2126 6.5259 0.2450 -0.1720
-3.1339 6.5568 0.2628 -0.1655
-3.0551 6.5829 0.2825 -0.1549
-2.9764 6.6002 0.2878 -0.1392
-2.8976 6.6054 0.2833 -0.1219
-2.8189 6.5975 0.2852 -0.1146
-2.7402 6.5980 0.2919 -0.1177
-2.6614 6.6152 0.3015 -0.1314
-2.5827 6.6131 0.3154 -0.1667
-2.5039 6.6046 0.3254 -0.1951
-2.4252 6.6027 0.3270 -0.2093
-2.3465 6.5790 0.3224 -0.2196
-2.2677 6.5425 0.3148 -0.2234
-2.1890 6.5087 0.3048 -0.2292
-2.1102 6.4646 0.2967 -0.2480
-2.0315 6.4088 0.2939 -0.2495
-1.9528 6.3585 0.2935 -0.2241
-1.8740 6.3415 0.2962 -0.1801
-1.7953 6.3455 0.3069 -0.1271
-1.7165 6.3333 0.3235 -0.1005
-1.6378 6.3292 0.3382 -0.0990
-1.5591 6.3229 0.3519 -0.0832
-1.4803 6.3225 0.3791 -0.0655
-1.4016 6.3309 0.4230 -0.0449
-1.3228 6.3432 0.4627 -0.0220
-1.2441 6.3211 0.4808 0.0114
-1.1654 6.2921 0.4787 0.0462
-1.0866 6.2952 0.4690 0.0658
-1.0079 6.3116 0.4595 0.0685
-0.9291 6.3008 0.4587 0.0765
-0.8504 6.2547 0.4694 0.1050
-0.7717 6.2070 0.4791 0.1452
-0.6929 6.1895 0.4754 0.1708
-0.6142 6.1635 0.4727 0.1705
-0.5354 6.1453 0.4947 0.1752
-0.4567 6.1458 0.5280 0.1977
-0.3780 6.1685 0.5426 0.2076
-0.2992 6.1981 0.5296 0.1950
-0.2205 6.2015 0.5058 0.1733
-0.1417 6.1648 0.4934 0.1578
-0.0630 6.0997 0.4893 0.1400
0.0157 5.9999 0.4837 0.1174
0.0945 5.8886 0.4753 0.0874
0.1732 5.8643 0.4626 0.0432
0.2520 5.8818 0.4444 -0.0057
0.3307 5.8966 0.4271 -0.0330
0.4094 5.9185 0.4261 -0.0264
0.4882 5.9303 0.4397 0.0091
0.5669 5.9118 0.4455 0.0240
0.6457 5.8698 0.4335 -0.0086
0.7244 5.8553 0.4150 -0.0681
0.8031 5.8880 0.4047 -0.1203
0.8819 5.9166 0.4072 -0.1641
0.9606 5.9291 0.4059 -0.1995
1.0394 5.9495 0.3898 -0.2051
1.1181 5.9585 0.3704 -0.1664
1.1969 5.9795 0.3520 -0.1399
1.2756 6.0038 0.3366 -0.1443
1.3543 6.0266 0.3332 -0.1576
1.4331 6.0320 0.3448 -0.1574
1.5118 6.0103 0.3630 -0.1462
1.5906 6.0064 0.3946 -0.1292
1.6693 6.0231 0.4540 -0.1440
1.7480 6.0526 0.5182 -0.1842
1.8268 6.0807 0.5535 -0.2089
1.9055 6.0855 0.5573 -0.2129
1.9843 6.0756 0.5448 -0.2047
2.0630 6.0674 0.5262 -0.1962
2.1417 6.0691 0.5064 -0.1808
2.2205 6.0701 0.4916 -0.1589
2.2992 6.0682 0.4856 -0.1355
2.3780 6.0664 0.4912 -0.1140
2.4567 6.0582 0.5142 -0.0933
2.5354 6.0330 0.5458 -0.0735
2.6142 5.9904 0.5740 -0.0493
2.6929 5.9652 0.6017 -0.0288
2.7717 5.9843 0.6284 -0.0174
2.8504 6.0007 0.6472 -0.0134
2.9291 5.9986 0.6613 -0.0234
3.0079 6.0105 0.6789 -0.0428
3.0866 6.0281 0.6953 -0.0606
3.1654 6.0442 0.7064 -0.0752
3.2441 6.0790 0.7156 -0.0887
3.3228 6.1071 0.7218 -0.1007
3.4016 6.1175 0.7243 -0.1161
3.4803 6.1483 0.7255 -0.1364
3.5591 6.2115 0.7244 -0.1537
3.6378 6.2777 0.7150 -0.1661
3.7165 6.2989 0.6983 -0.1716
3.7953 6.2831 0.6812 -0.1636
3.8740 6.2579 0.6727 -0.1382
3.9528 6.2413 0.6799 -0.1059
