# Y/D U V W
-4.0000 6.5269 -0.0851 -0.1148
-3.9213 6.5448 -0.0584 -0.1268
-3.8425 6.5561 -0.0292 -0.1346
-3.7638 6.5781 -0.0054 -0.1389
-3.6850 6.6133 0.0111 -0.1410
-3.6063 6.6462 0.0208 -0.1481
-3.5276 6.6756 0.0285 -0.1668
-3.4488 6.6929 0.0388 -0.1770
-3.3701 6.6868 0.0518 -0.1607
-3.2913 6.7058 0.0741 -0.1446
-3.2126 6.7442 0.1016 -0.1455
-3.1339 6.7616 0.1206 -0.1482
-3.0551 6.7771 0.1350 -0.1656
-2.9764 6.7897 0.1476 -0.1852
-2.8976 6.7994 0.1488 -0.1946
-2.8189 6.8116 0.1479 -0.1988
-2.7402 6.8239 0.1606 -0.2019
-2.6614 6.8219 0.1832 -0.2075
-2.5827 6.8029 0.2002 -0.2176
-2.5039 6.7884 0.2109 -0.2230
-2.4252 6.7840 0.2317 -0.2043
-2.3465 6.7678 0.2641 -0.1807
-2.2677 6.7274 0.2904 -0.1635
-2.1890 6.6794 0.3020 -0.1440
-2.1102 6.6445 0.3056 -0.1322
-2.0315 6.6386 0.3075 -0.1503
-1.9528 6.6318 0.3120 -0.1838
-1.8740 6.6089 0.3151 -0.1959
-1.7953 6.5727 0.3103 -0.1719
-1.7165 6.5376 0.3028 -0.1231
-1.6378 6.5107 0.3042 -0.0951
-1.5591 6.4536 0.3151 -0.0741
-1.4803 6.3751 0.3203 -0.0574
-1.4016 6.3026 0.3263 -0.0282
-1.3228 6.2520 0.3476 0.0403
-1.2441 6.2567 0.3744 0.1101
-1.1654 6.2584 0.3965 0.1725
-1.0866 6.2492 0.4144 0.2083
-1.0079 6.2250 0.4293 0.2345
-0.9291 6.2002 0.4460 0.2404
-0.8504 6.1997 0.4695 0.2026
-0.7717 6.2359 0.5106 0.1019
-0.6929 6.2876 0.5617 0.0064
-0.6142 6.2207 0.5933 -0.0027
-0.5354 6.0097 0.6032 0.0286
-0.4567 5.7369 0.6022 0.0885
-0.3780 5.3662 0.5784 0.1676
-0.2992 4.7994 0.5193 0.2363
-0.2205 4.1439 0.4326 0.2670
-0.1417 3.6419 0.3517 0.3287
-0.0630 3.3645 0.3031 0.3950
0.0157 3.2589 0.2910 0.3164
0.0945 3.3023 0.3020 0.1667
0.1732 3.4527 0.3123 0.0287
0.2520 3.5668 0.3107 -0.0993
0.3307 3.6289 0.3057 -0.2021
0.4094 3.6327 0.2967 -0.2900
0.4882 3.6168 0.2747 -0.3562
0.5669 3.7309 0.2560 -0.3000
0.6457 4.0453 0.2503 -0.1940
0.7244 4.5084 0.2683 -0.1657
0.8031 5.0880 0.3251 -0.1859
0.8819 5.6797 0.4045 -0.2337
0.9606 6.1718 0.4790 -0.2822
1.0394 6.5383 0.5367 -0.2788
1.1181 6.7812 0.5727 -0.2375
1.1969 6.8865 0.5860 -0.2191
1.2756 6.8820 0.5857 -0.2115
1.3543 6.8303 0.5854 -0.1859
1.4331 6.7815 0.5899 -0.1414
1.5118 6.7504 0.5949 -0.0933
1.5906 6.7253 0.6021 -0.0586
1.6693 6.6984 0.6161 -0.0362
1.7480 6.6759 0.6292 -0.0240
1.8268 6.6317 0.6320 -0.0198
1.9055 6.5699 0.6340 -0.0165
1.9843 6.5138 0.6444 -0.0304
2.0630 6.4690 0.6511 -0.0441
2.1417 6.4477 0.6476 -0.0463
2.2205 6.4466 0.6458 -0.0522
2.2992 6.4639 0.6603 -0.0808
2.3780 6.5069 0.6937 -0.1218
2.4567 6.5681 0.7371 -0.1470
2.5354 6.6155 0.7788 -0.1495
2.6142 6.6300 0.8102 -0.1425
2.6929 6.6275 0.8304 -0.1392
2.7717 6.6185 0.8413 -0.1447
2.8504 6.6030 0.8450 -0.1579
2.9291 6.5881 0.8493 -0.1750
3.0079 6.5844 0.8594 -0.1840
3.0866 6.5953 0.8702 -0.1803
3.1654 6.6035 0.8780 -0.1666
3.2441 6.5955 0.8899 -0.1508
3.3228 6.5904 0.9065 -0.1397
3.4016 6.5922 0.9200 -0.1340
3.4803 6.5830 0.9298 -0.1364
3.5591 6.5685 0.9398 -0.1507
3.6378 6.5686 0.9507 -0.1593
3.7165 6.5818 0.9576 -0.1515
3.7953 6.5846 0.9558 -0.1451
3.8740 6.5752 0.9553 -0.1393
3.9528 6.5643 0.9662 -0.1230
