# Y/D TKE
-4.0000 0.1533
-3.9213 0.1564
-3.8425 0.1597
-3.7638 0.1544
-3.6850 0.1484
-3.6063 0.1519
-3.5276 0.1600
-3.4488 0.1677
-3.3701 0.1802
-3.2913 0.1863
-3.2126 0.1765
-3.1339 0.1626
-3.0551 0.1477
-2.9764 0.1453
-2.8976 0.1548
-2.8189 0.1734
-2.7402 0.1747
-2.6614 0.1717
-2.5827 0.1712
-2.5039 0.1709
-2.4252 0.1753
-2.3465 0.1873
-2.2677 0.1988
-2.1890 0.2248
-2.1102 0.2609
-2.0315 0.2925
-1.9528 0.3239
-1.8740 0.3437
-1.7953 0.3585
-1.7165 0.3878
-1.6378 0.4081
-1.5591 0.4009
-1.4803 0.3767
-1.4016 0.3731
-1.3228 0.3771
-1.2441 0.3780
-1.1654 0.3837
-1.0866 0.3891
-1.0079 0.4088
-0.9291 0.4524
-0.8504 0.5180
-0.7717 0.5980
-0.6929 0.6796
-0.6142 0.7000
-0.5354 0.7121
-0.4567 0.7617
-0.3780 0.8282
-0.2992 0.9053
-0.2205 0.9572
-0.1417 0.9346
-0.0630 0.8693
0.0157 0.8437
0.0945 0.8683
0.1732 0.9240
0.2520 0.9317
0.3307 0.8763
0.4094 0.8462
0.4882 0.8237
0.5669 0.8674
0.6457 0.9106
0.7244 0.9063
0.8031 0.9158
0.8819 0.9172
0.9606 0.8904
1.0394 0.8495
1.1181 0.8387
1.1969 0.8387
1.2756 0.7885
1.3543 0.6979
1.4331 0.6096
1.5118 0.5242
1.5906 0.4231
1.6693 0.3299
1.7480 0.2792
1.8268 0.2490
1.9055 0.2246
1.9843 0.2071
2.0630 0.2099
2.1417 0.2251
2.2205 0.2225
2.2992 0.2248
2.3780 0.2422
2.4567 0.2564
2.5354 0.2734
2.6142 0.2764
2.6929 0.2458
2.7717 0.2124
2.8504 0.1980
2.9291 0.1916
3.0079 0.1876
3.0866 0.2017
3.1654 0.2063
3.2441 0.1821
3.3228 0.1590
3.4016 0.1414
3.4803 0.1215
3.5591 0.1125
3.6378 0.1133
3.7165 0.1168
3.7953 0.1114
3.8740 0.1056
3.9528 0.1047
