# Y/D TKE
-4.0000 0.1490
-3.9213 0.1612
-3.8425 0.1758
-3.7638 0.1859
-3.6850 0.1828
-3.6063 0.1656
-3.5276 0.1598
-3.4488 0.1673
-3.3701 0.1795
-3.2913 0.1859
-3.2126 0.1797
-3.1339 0.1665
-3.0551 0.1544
-2.9764 0.1476
-2.8976 0.1505
-2.8189 0.1627
-2.7402 0.1685
-2.6614 0.1750
-2.5827 0.1883
-2.5039 0.1959
-2.4252 0.1976
-2.3465 0.2042
-2.2677 0.2061
-2.1890 0.2156
-2.1102 0.2346
-2.0315 0.2455
-1.9528 0.2716
-1.8740 0.3206
-1.7953 0.3440
-1.7165 0.3605
-1.6378 0.3802
-1.5591 0.3880
-1.4803 0.3825
-1.4016 0.3835
-1.3228 0.3875
-1.2441 0.3772
-1.1654 0.3829
-1.0866 0.4137
-1.0079 0.4419
-0.9291 0.4631
-0.8504 0.5164
-0.7717 0.6000
-0.6929 0.6391
-0.6142 0.6710
-0.5354 0.6839
-0.4567 0.7167
-0.3780 0.8062
-0.2992 0.8703
-0.2205 0.8669
-0.1417 0.8429
-0.0630 0.8191
0.0157 0.7925
0.0945 0.8024
0.1732 0.8398
0.2520 0.8387
0.3307 0.7912
0.4094 0.7770
0.4882 0.8102
0.5669 0.8309
0.6457 0.8338
0.7244 0.8349
0.8031 0.8393
0.8819 0.7982
0.9606 0.7321
1.0394 0.6903
1.1181 0.6898
1.1969 0.6999
1.2756 0.6889
1.3543 0.6496
1.4331 0.5969
1.5118 0.5305
1.5906 0.4732
1.6693 0.4329
1.7480 0.3764
1.8268 0.3258
1.9055 0.2778
1.9843 0.2355
2.0630 0.2129
2.1417 0.2088
2.2205 0.2195
2.2992 0.2430
2.3780 0.2607
2.4567 0.2688
2.5354 0.2888
2.6142 0.3006
2.6929 0.2735
2.7717 0.2301
2.8504 0.2029
2.9291 0.1858
3.0079 0.1775
3.0866 0.1759
3.1654 0.1916
3.2441 0.1994
3.3228 0.1839
3.4016 0.1655
3.4803 0.1513
3.5591 0.1319
3.6378 0.1137
3.7165 0.1109
3.7953 0.1133
3.8740 0.1140
3.9528 0.1073
