# Y/D TKE
-4.0000 0.2299
-3.9213 0.2248
-3.8425 0.2272
-3.7638 0.2268
-3.6850 0.2255
-3.6063 0.2179
-3.5276 0.2108
-3.4488 0.2022
-3.3701 0.1898
-3.2913 0.1811
-3.2126 0.1691
-3.1339 0.1651
-3.0551 0.1591
-2.9764 0.1464
-2.8976 0.1405
-2.8189 0.1493
-2.7402 0.1532
-2.6614 0.1517
-2.5827 0.1621
-2.5039 0.1787
-2.4252 0.2179
-2.3465 0.2644
-2.2677 0.2886
-2.1890 0.2845
-2.1102 0.2744
-2.0315 0.2773
-1.9528 0.2865
-1.8740 0.2803
-1.7953 0.2737
-1.7165 0.2946
-1.6378 0.3303
-1.5591 0.3588
-1.4803 0.3376
-1.4016 0.3116
-1.3228 0.3164
-1.2441 0.3240
-1.1654 0.3173
-1.0866 0.3255
-1.0079 0.3362
-0.9291 0.3453
-0.8504 0.3774
-0.7717 0.4294
-0.6929 0.4980
-0.6142 0.5135
-0.5354 0.4963
-0.4567 0.5166
-0.3780 0.5537
-0.2992 0.6300
-0.2205 0.7036
-0.1417 0.6949
-0.0630 0.6453
0.0157 0.6263
0.0945 0.6527
0.1732 0.6693
0.2520 0.6519
0.3307 0.6016
0.4094 0.5627
0.4882 0.5385
0.5669 0.5191
0.6457 0.4851
0.7244 0.4620
0.8031 0.4404
0.8819 0.4267
0.9606 0.4324
1.0394 0.4305
1.1181 0.4114
1.1969 0.3877
1.2756 0.3840
1.3543 0.3858
1.4331 0.3813
1.5118 0.3874
1.5906 0.4138
1.6693 0.4661
1.7480 0.5033
1.8268 0.5129
1.9055 0.5141
1.9843 0.5348
2.0630 0.5702
2.1417 0.6118
2.2205 0.6573
2.2992 0.6562
2.3780 0.5906
2.4567 0.5410
2.5354 0.5101
2.6142 0.4635
2.6929 0.4239
2.7717 0.4037
2.8504 0.3600
2.9291 0.2946
3.0079 0.2469
3.0866 0.2291
3.1654 0.2244
3.2441 0.2277
3.3228 0.2406
3.4016 0.2504
3.4803 0.2376
3.5591 0.2137
3.6378 0.2063
3.7165 0.2076
3.7953 0.2005
3.8740 0.1993
3.9528 0.1977
