# Y/D TKE
-4.0000 0.2344
-3.9213 0.2105
-3.8425 0.2140
-3.7638 0.2135
-3.6850 0.2134
-3.6063 0.2187
-3.5276 0.2139
-3.4488 0.2051
-3.3701 0.2024
-3.2913 0.1912
-3.2126 0.1603
-3.1339 0.1410
-3.0551 0.1360
-2.9764 0.1350
-2.8976 0.1346
-2.8189 0.1351
-2.7402 0.1370
-2.6614 0.1392
-2.5827 0.1466
-2.5039 0.1589
-2.4252 0.1682
-2.3465 0.1855
-2.2677 0.2047
-2.1890 0.2070
-2.1102 0.2084
-2.0315 0.2422
-1.9528 0.3100
-1.8740 0.3787
-1.7953 0.4078
-1.7165 0.4129
-1.6378 0.4053
-1.5591 0.3852
-1.4803 0.3445
-1.4016 0.3210
-1.3228 0.3196
-1.2441 0.3252
-1.1654 0.3164
-1.0866 0.3195
-1.0079 0.3336
-0.9291 0.3262
-0.8504 0.3183
-0.7717 0.3314
-0.6929 0.3502
-0.6142 0.3453
-0.5354 0.3371
-0.4567 0.3505
-0.3780 0.3783
-0.2992 0.4259
-0.2205 0.4955
-0.1417 0.5391
-0.0630 0.5724
0.0157 0.6044
0.0945 0.5909
0.1732 0.5297
0.2520 0.4978
0.3307 0.5318
0.4094 0.5606
0.4882 0.5452
0.5669 0.5158
0.6457 0.5125
0.7244 0.5168
0.8031 0.4667
0.8819 0.4146
0.9606 0.3810
1.0394 0.3545
1.1181 0.3707
1.1969 0.4197
1.2756 0.4510
1.3543 0.4553
1.4331 0.4350
1.5118 0.4152
1.5906 0.4066
1.6693 0.4364
1.7480 0.4475
1.8268 0.4118
1.9055 0.3813
1.9843 0.3833
2.0630 0.4016
2.1417 0.4305
2.2205 0.4541
2.2992 0.4419
2.3780 0.4362
2.4567 0.4548
2.5354 0.4630
2.6142 0.4442
2.6929 0.4518
2.7717 0.4671
2.8504 0.4530
2.9291 0.4383
3.0079 0.4510
3.0866 0.4440
3.1654 0.4246
3.2441 0.4040
3.3228 0.3909
3.4016 0.3776
3.4803 0.3517
3.5591 0.3256
3.6378 0.3142
3.7165 0.3292
3.7953 0.3405
3.8740 0.3324
3.9528 0.3150
