# Y/D U V W
-4.0000 6.3973 0.0266 -0.0875
-3.9213 6.4426 0.0268 -0.0929
-3.8425 6.4854 0.0340 -0.0898
-3.7638 6.5042 0.0505 -0.0936
-3.6850 6.5255 0.0676 -0.1010
-3.6063 6.5404 0.0808 -0.1142
-3.5276 6.5461 0.0977 -0.1242
-3.4488 6.5380 0.1211 -0.1243
-3.3701 6.5489 0.1380 -0.1307
-3.2913 6.5756 0.1437 -0.1384
-3.2126 6.6026 0.1456 -0.1333
-3.1339 6.6273 0.1508 -0.1273
-3.0551 6.6373 0.1567 -0.1295
-2.9764 6.6530 0.1594 -0.1318
-2.8976 6.6672 0.1600 -0.1351
-2.8189 6.6744 0.1602 -0.1496
-2.7402 6.6729 0.1614 -0.1662
-2.6614 6.6880 0.1644 -0.1664
-2.5827 6.6976 0.1672 -0.1542
-2.5039 6.6910 0.1689 -0.1409
-2.4252 6.6549 0.1722 -0.1224
-2.3465 6.6137 0.1755 -0.1161
-2.2677 6.5886 0.1775 -0.1122
-2.1890 6.5889 0.1784 -0.0925
-2.1102 6.5821 0.1832 -0.0958
-2.0315 6.5524 0.1941 -0.1201
-1.9528 6.5331 0.2011 -0.1263
-1.8740 6.4966 0.1979 -0.1312
-1.7953 6.4505 0.1891 -0.1327
-1.7165 6.4231 0.1823 -0.1177
-1.6378 6.3650 0.1859 -0.0676
-1.5591 6.3076 0.2002 0.0046
-1.4803 6.2866 0.2126 0.0852
-1.4016 6.2509 0.2115 0.1456
-1.3228 6.1821 0.2039 0.1880
-1.2441 6.1549 0.1976 0.2119
-1.1654 6.1637 0.1921 0.1855
-1.0866 6.1926 0.1952 0.1323
-1.0079 6.2357 0.2114 0.0836
-0.9291 6.2730 0.2425 0.0478
-0.8504 6.3190 0.2844 -0.0046
-0.7717 6.3331 0.3154 -0.0578
-0.6929 6.3095 0.3212 -0.0862
-0.6142 6.2695 0.3181 -0.0983
-0.5354 6.2073 0.3240 -0.0689
-0.4567 6.1676 0.3360 -0.0095
-0.3780 6.1755 0.3502 0.0179
-0.2992 6.2051 0.3661 0.0110
-0.2205 6.2420 0.3863 -0.0051
-0.1417 6.2994 0.4133 -0.0295
-0.0630 6.3733 0.4385 -0.0523
0.0157 6.4303 0.4577 -0.0654
0.0945 6.4708 0.4803 -0.0857
0.1732 6.5292 0.5113 -0.0918
0.2520 6.5962 0.5419 -0.1024
0.3307 6.6307 0.5633 -0.1308
0.4094 6.6453 0.5767 -0.1447
0.4882 6.6560 0.5899 -0.1297
0.5669 6.6579 0.6011 -0.1069
0.6457 6.6519 0.6012 -0.1019
0.7244 6.6297 0.5911 -0.1047
0.8031 6.5971 0.5858 -0.0939
0.8819 6.5578 0.5903 -0.0674
0.9606 6.4959 0.5973 -0.0590
1.0394 6.4274 0.6018 -0.0488
1.1181 6.3786 0.6004 -0.0093
1.1969 6.3442 0.5995 0.0090
1.2756 6.3397 0.6068 -0.0027
1.3543 6.3821 0.6197 0.0086
1.4331 6.4443 0.6326 0.0392
1.5118 6.4963 0.6444 0.0342
1.5906 6.5071 0.6552 0.0047
1.6693 6.4968 0.6726 -0.0011
1.7480 6.4810 0.7030 -0.0088
1.8268 6.4636 0.7315 -0.0552
1.9055 6.4604 0.7423 -0.1048
1.9843 6.4728 0.7392 -0.1226
2.0630 6.4973 0.7365 -0.1203
2.1417 6.5242 0.7430 -0.1237
2.2205 6.5434 0.7557 -0.1327
2.2992 6.5494 0.7669 -0.1413
2.3780 6.5412 0.7740 -0.1389
2.4567 6.5332 0.7807 -0.1219
2.5354 6.5298 0.7924 -0.1137
2.6142 6.5303 0.8083 -0.1269
2.6929 6.5412 0.8198 -0.1444
2.7717 6.5604 0.8171 -0.1460
2.8504 6.5685 0.8040 -0.1325
2.9291 6.5744 0.7993 -0.1309
3.0079 6.5766 0.8101 -0.1465
3.0866 6.5667 0.8286 -0.1550
3.1654 6.5468 0.8465 -0.1429
3.2441 6.5278 0.8610 -0.1280
3.3228 6.5108 0.8723 -0.1243
3.4016 6.4913 0.8786 -0.1221
3.4803 6.4768 0.8793 -0.1077
3.5591 6.4820 0.8767 -0.0891
3.6378 6.4823 0.8787 -0.0812
3.7165 6.4600 0.8933 -0.0826
3.7953 6.4299 0.9153 -0.0851
3.8740 6.3942 0.9315 -0.0858
3.9528 6.3486 0.9373 -0.0832
